EntrezID	GeneLength	Count
73634	975	1
66884	2407	1654
654810	640	3
53892	2894	470
192197	3656	567
100316691	60	0
71489	3138	1
100628627	87	0
78420	658	0
69909	1255	1
21385	3562	6
21387	3257	0
629393	879	0
237911	6933	810
70422	5922	2335
327987	11787	4626
76892	4434	1198
72508	7889	2282
56427	2070	188
75909	2773	3970
387140	92	0
100504632	669	14067
217057	3133	1021
67300	6144	23009
67487	3724	2350
319269	3365	2035
77864	4902	414
66569	2484	390
74133	3221	1108
270906	3827	38
66140	1349	1030
723834	86	3
68729	5631	1906
320472	6315	194
114714	2954	334
83560	4888	10
19842	164	0
19858	215	0
19860	215	0
19861	218	0
19859	215	1
100503535	1611	0
18952	1636	17
170749	5692	2714
327992	4158	10
207742	4311	14
68690	2705	1
20922	693	464
387160	64	0
207777	7616	77
17523	2546	1
76113	2927	0
380718	2365	102
13861	2691	0
258406	936	0
258408	936	0
258407	1084	0
68097	2819	4149
110809	5262	11217
22344	4521	3349
70393	1504	7
103841	3189	1022
64656	1302	1030
74297	1219	1
76626	6819	1789
100628571	92	1
193280	1056	14
11640	3911	1930
73921	811	13
74617	2074	3959
217066	812	0
72381	377	0
100504514	1427	2
12812	2607	214
217069	5563	3394
56077	5208	609
414094	769	0
217071	581	0
18121	1922	6
214604	2665	0
382543	2238	0
18559	1971	79
67888	1764	2
67468	2661	1780
217082	5665	203
20913	6009	1068
69802	2259	426
71943	2093	316
73922	649	0
73470	2270	0
72605	3336	0
217109	2613	1657
103537	5231	1172
18103	823	4526
18102	1235	2454
100862001	398	0
70834	7779	5736
22057	2288	1880
278507	3392	1
67684	3296	2747
71452	3763	2024
76408	5002	27
12291	8223	59
217116	2589	1
71889	3884	200
104601	2928	10
237926	4151	259
264895	3069	261
12643	1653	11
98238	2780	11543
268465	2228	319
94064	730	501
217119	3424	673
432589	1681	0
217122	2693	6
544806	2187	2
544807	480	0
544808	1560	0
665174	489	0
432591	1357	1
100039739	1073	0
12842	4709	23769
20391	1693	7
54388	796	2
217124	4330	2871
100504649	540	11
217125	3318	1025
18604	2263	171
16400	4853	13335
13393	2606	25
13394	1820	10
320453	1663	2
93670	1248	1
217127	5966	3101
215512	2317	289
110172	1169	1992
20747	2882	3005
104079	2093	7
18053	3409	36
100862044	717	0
18673	1799	683
544809	2246	1
432396	537	7
320616	3188	3
268469	2667	599
237928	1910	41
66610	4075	8
14710	702	0
73906	1319	15
14422	4086	1
140486	8382	112
100526468	92	0
14607	649	0
27681	947	707
268470	3974	4544
11951	868	37
76815	1556	0
237930	3206	6
15408	1313	1
432593	1945	0
193022	617	129
387191	102	26
15417	2701	1146
15416	2645	249
15415	1269	152
15414	1322	198
15413	1896	63
723893	110	6
15412	2566	347
15410	3721	678
103889	1631	493
15407	2077	0
100038600	2063	0
78473	2190	9
69884	2495	57
74479	2581	649
12412	1274	1560
629750	683	12
18023	4867	9492
56358	930	476
387170	73	0
80280	1875	1314
100502635	2804	0
217138	1363	2
103711	2036	275
319371	2820	117
78912	3036	658
83395	3375	27
217140	1518	247
69297	1298	10
107732	1682	1442
71240	3535	286
57765	2552	0
73174	3335	3
16211	5909	16698
100502647	1392	0
19155	4143	3461
67036	2431	944
217143	9276	9
192157	7015	1053
58996	5450	2173
100141474	1425	23
56013	6965	32
69729	612	0
103551	2330	328
246198	7271	1693
217149	742	157
22658	2836	895
26446	731	1105
108083	5053	1888
67480	3307	791
72215	624	16
65019	1062	1651
100302498	128	10
16796	3433	6355
68127	1189	32
72973	1681	12
72324	2905	86
217151	1563	5
12295	2455	75
19921	805	1450
217154	3049	1220
72194	8607	1140
19014	7590	2994
69131	8704	2492
100628613	57	2
18013	3137	0
19049	1666	40
69338	1389	1
59045	2083	814
21393	948	1
18948	888	0
320655	2424	208
13866	4998	1590
103742	744	558
14786	2397	80
100862101	617	0
22780	4098	0
69376	1639	1
66612	2023	745
192852	902	0
450219	1477	0
76758	1666	0
57911	2726	1
100502779	1542	1
22123	2147	4494
12985	1363	62
23989	3410	1819
21833	2246	696
217166	2627	1174
74026	4340	2036
100037262	1401	33
192160	3742	2071
268480	4163	203
68524	7589	965
23834	4701	829
19401	4131	1316
353155	837	0
21973	5217	16856
16010	2069	16429
217169	4755	1488
12775	1975	3
100862109	465	0
57376	2919	852
268481	2735	0
75706	1689	0
70810	1651	2
320864	2600	0
16675	1539	1
70843	1489	0
16661	2094	113
100504165	903	0
268482	1854	0
66809	1930	0
94179	1539	2
237934	1449	0
406221	1320	0
66380	732	0
66708	1031	0
69473	604	0
69664	1040	25
629873	1129	0
435273	879	0
75586	759	0
100041412	663	0
100041488	396	0
71453	830	2
100502803	807	0
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	1
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	0
77914	761	0
71888	1679	3
16671	1581	0
16672	1605	0
16660	1581	3
16670	1673	2
53617	1722	0
16673	1666	0
16663	1314	50
16665	1720	517
16669	1375	171
107656	2580	0
16664	1660	13509
16666	1565	279
16667	1511	2364
68239	1547	66
20918	1213	3593
14459	455	0
15114	3706	305
16480	5009	4362
66180	1869	1437
14230	2603	3325
68106	2025	867
66720	2012	9
217194	2436	410
104112	4427	13201
74407	2818	14
12799	2678	558
56354	2312	3155
100502925	1599	39
71966	2013	215
278304	4090	0
80861	2412	331
14534	3048	2759
75482	726	10
19345	1573	3659
380728	3784	1
15171	584	0
80860	2162	321
20851	5442	830
20850	3888	605
20848	4487	4964
19285	3218	10583
11975	4029	1111
27419	2478	302
15485	1317	1
71743	2386	557
21428	1975	1046
19183	972	273
67998	3306	1638
103733	1609	1517
103768	1777	78
217198	3007	909
12777	1725	10
53321	5360	101
14055	4194	644
54409	872	2
28084	1067	936
69847	4148	93
52469	718	607
68107	2228	12
56208	2031	1956
19192	2620	3823
237940	2540	171
11754	4396	302
14377	2245	0
69684	1334	707
73635	1461	143
217201	3216	269
100862158	1321	0
19942	734	154
70110	1360	686
26949	2732	2680
100862149	744	1
11858	684	112
12189	6648	1445
17966	5133	4331
217203	2301	317
666331	472	0
66599	1098	89
19848	187	0
80981	1382	107
217207	4319	1658
18612	2336	2137
17285	2208	9
73887	1185	0
74499	2066	0
72349	4204	1077
75437	698	0
13384	2848	11
52685	2732	0
50997	4087	298
19064	480	0
217212	499	0
217214	2113	0
76547	1576	430
268490	1224	755
68401	1543	380
15184	3798	1841
217216	2543	301
217217	1362	3
72053	2096	814
217218	3707	2310
21429	4806	5004
20533	4550	0
51799	3046	109
68066	1674	3611
14824	2333	5928
217219	3099	359
16399	3437	239
237943	6830	2339
100040792	677	3
57265	3628	1018
77132	1334	6
268491	4573	5
52715	2307	933
11488	5102	38
14615	2906	644
75689	735	0
20624	3333	5985
73293	1800	18
66784	1563	3
14580	4072	0
70218	3337	1189
23829	1246	5
69739	954	0
68087	1714	1693
100862190	614	11
18107	1838	3070
72469	3031	574
67131	2076	389
192231	3401	1115
71059	1951	29
57778	3873	894
69441	1214	6
328019	1112	2
53859	4173	1067
100862195	840	0
544817	5627	248
653030	2731	3
353047	5128	852
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	1
56494	3078	2763
399609	3313	83
22412	4519	0
22415	3115	0
18195	3766	1505
667631	721	63
11841	2659	832
12921	2428	0
237958	2675	0
17762	5387	39
100303739	1618	1
76719	5510	1732
100862243	916	0
217232	5783	3801
17896	883	38
629959	351	27
16416	5781	1200
70894	1744	0
52686	2619	863
73431	2414	225
24086	5475	1632
17534	5801	7770
632687	3621	9
77097	11860	5694
13056	2474	180
11421	5102	74
192775	2853	3
71833	5750	3980
70207	1337	262
26406	3161	1351
67803	2950	1136
72149	2543	495
67163	3270	3647
72047	4012	3421
56095	2865	4532
19184	1277	3610
83796	2869	1663
75870	2985	13
100862279	314	0
14599	810	0
15985	1198	0
110880	6598	0
75573	789	0
15896	1142	1
78943	3976	1087
100216537	73	47
21763	4942	921
18613	3305	6
380732	1320	11
50776	1577	110
13207	3520	18157
100526469	67	106
320162	2727	426
66313	5331	2682
16647	2038	115
69066	1100	6
207165	11488	5312
100503350	681	0
68979	3161	1946
100503362	727	15
71795	6350	545
100503397	876	3
66997	1723	3621
442842	948	0
78455	6218	1387
12299	1203	0
54377	984	1
100503414	1145	0
140723	3834	0
18750	8369	4465
100862332	337	0
11818	1186	9
76380	3753	48
100503430	3012	0
12006	4260	251
268498	1078	0
19739	8531	29
67927	454	0
100036768	2765	10
14674	6197	3276
320509	2700	0
13929	3082	1022
100503496	1776	8
104681	4509	50
74008	3396	34
52639	1817	1620
19084	3323	15600
208659	2541	278
69324	1470	0
73257	389	0
27404	6178	110
217258	5616	44
217262	6268	81
76184	5720	7
100862355	581	0
217265	8269	989
26399	2064	503
16517	4014	0
16518	5448	257
629967	696	0
217294	1952	630
20682	4146	3742
100038732	870	0
71203	1940	0
72386	1848	198
319871	2446	7
69806	2742	833
20606	1158	6
16834	3029	1877
28081	2615	1118
276852	2196	516
52670	1575	22
56699	3375	1295
237979	6604	117
73536	395	0
319819	3402	1
67671	369	72
117160	3456	1589
432611	2871	10
286942	3433	4
72014	2260	1
217302	1098	0
70355	4672	7
217303	4642	0
217304	2880	86
387565	690	0
217305	2440	0
140497	1139	0
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	0
58222	2806	12
246746	1885	0
26941	1922	1642
66176	1130	263
320534	4566	549
14813	4895	1
14149	1866	207
328035	1239	1
237987	2335	0
16470	3183	0
69602	2422	1
217310	3237	649
237988	3700	1121
68572	734	670
71679	574	956
70382	1766	440
432613	1932	0
100628623	100	0
217316	3020	2
276905	2249	132
50773	805	1269
100503567	159	2
15374	1358	3890
170930	998	177
445007	2159	3184
260302	3681	1165
50529	1324	1789
69674	1841	618
67283	2792	350
14784	2624	2046
100503586	416	95
100043184	483	22
71947	4996	1448
140721	4722	1246
76265	1972	572
217325	3614	651
217328	7820	0
100861625	875	0
170472	3986	665
66528	940	15
68528	975	11
57230	2086	1316
100503650	2355	23
192897	6169	6568
100038636	2078	29
14635	1506	948
100503677	1644	10
15081	1993	48
217331	3715	979
70450	3967	193
22378	1795	2029
217333	2195	794
338364	3050	95
60441	1411	1481
217335	5373	2521
11430	3987	2367
69535	902	465
69681	1427	18
14027	6398	315
217337	2526	3330
14428	1940	10
53413	3344	1659
15223	2578	44
217340	4655	254
319370	1482	346
217341	2162	4
67763	1868	2510
20698	2296	1530
217342	5192	1928
11298	1455	0
217344	3934	931
114886	2331	10
100038570	801	7
66293	1997	448
100216536	78	18
100216531	77	13
100216538	76	0
20446	2033	123
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	295
107817	1668	1456
74319	1039	163
20382	1903	8829
69900	3128	845
268510	4254	0
76972	600	153
74136	5574	6200
53860	4263	8582
78403	1344	5
217351	8726	1990
217353	3144	744
217356	2908	27
77727	1078	0
20973	1524	2077
21877	1369	1641
71562	2332	218
11799	3416	2208
546519	1820	3
71776	1840	31
100503754	1850	1
12702	2732	1497
100861684	757	0
74451	2298	1838
69926	14889	90
791367	3181	38
100503797	2158	3
19157	3273	683
72344	5609	2397
21858	3622	22100
58251	1978	192
100861706	1278	0
19039	2168	283
76025	3025	1230
56745	4519	479
100126224	1648	0
217364	3922	103
52897	4545	0
238011	1370	0
12416	3740	659
30951	1393	285
12418	5197	1085
207592	6988	99
207607	4979	0
14387	3797	2043
192170	1463	1798
170720	3958	12
27029	4324	320
268512	2692	134
100316690	90	0
672511	16939	7028
338371	5277	603
18164	5284	85
100503830	1705	0
74370	6932	2704
319454	1290	5
208092	1561	512
100861714	784	0
108100	3610	6328
11302	5743	7
723844	98	0
100526518	87	0
12009	3578	534
78777	2779	379
208501	494	302
72055	5413	4789
100861721	752	3
76377	1334	5
100042332	1707	37
268515	10727	1725
100503912	575	13
100503938	878	1
11465	1894	2465
66838	619	4
238021	1718	12
71885	3175	756
217365	4685	5523
208634	2064	0
18588	899	2
66431	810	59
67291	2760	1042
70317	2023	496
15239	2908	3012
56282	949	1645
100861766	1104	18
27376	4000	1965
667716	844	0
14527	1929	0
192173	1205	1403
68701	775	0
100504013	912	5
18453	2538	23082
192662	2732	21131
21681	1132	3388
66156	3495	1388
208990	549	7
68671	1835	2857
209011	1715	998
17134	1639	1625
100504040	1275	113
209027	2914	252
68515	2307	3
77583	2020	1130
68938	1872	2044
20892	636	446
217366	2464	1998
170758	1078	122
67880	918	139
12409	1021	1138
111241	1599	4277
19719	2118	935
209318	2071	1067
68730	1909	1808
100861787	1002	3
14104	9938	26726
71276	3390	221
80879	2577	188
104318	3749	6571
12516	1042	0
58210	2322	12
209588	1615	2
637008	1771	32
70956	2046	1
73679	1740	0
217369	1703	0
66179	1243	283
238023	2379	568
217370	2591	996
67608	4412	1225
68837	5032	4048
66840	2344	1992
217371	1865	27
238024	2028	272
63828	4358	2
108903	3912	2266
319530	3243	99
210004	2851	312
210029	2468	495
74675	3238	0
674842	3069	12
74173	1073	185
19325	3513	5621
16570	6849	917
100043040	3300	68
75302	8892	1967
13528	2645	982
100503871	3331	1
13435	9852	763
100038522	1385	0
18976	1007	0
668212	6547	27
217378	4713	400
104111	4730	503
52504	4343	331
69709	4013	400
17977	7329	569
100041995	785	0
100042014	748	9
20403	6216	2051
74855	2833	0
207921	2886	24
382562	1306	4
626534	1343	764
66055	1116	1086
14226	980	60
238037	3180	161
432628	3125	17
217379	2511	576
320817	8102	1066
208439	7048	18
72669	1258	0
672098	820	0
73575	339	0
238055	13909	329
68832	3082	1472
238057	1399	13
58240	2958	648
724112	1216	2
11852	2228	3280
328059	2445	3
80913	6686	6598
208941	2647	3
20969	3057	5663
100862277	1032	0
319503	3869	1
17775	2130	9494
17182	3014	2
74682	4392	1219
75516	1000	86
69420	476	0
23967	2011	761
70881	1855	0
105014	1472	263
238074	786	1338
71457	736	0
238076	3059	0
56184	567	0
73304	744	0
209334	3283	476
67241	5603	3597
26950	1936	167
74712	1935	0
209550	3175	9
628327	507	7
627110	704	383
76820	4850	63
70858	1341	0
18109	2596	45
104721	2469	4781
71169	7240	1508
105005	3380	934
791361	2842	0
73972	806	0
217410	4198	1340
14245	5725	833
18217	1547	0
268527	8260	400
50496	2496	644
19878	8012	6355
217430	2305	366
73667	1798	1
382571	4789	415
71853	2125	13687
68775	1597	168
217431	2986	1525
100526470	83	0
100503365	328	0
18263	2547	1489
53602	1561	1163
668525	1485	97
245297	3232	3
668539	972	0
100043324	724	406
236366	2542	7
668558	2349	2
668413	581	1
546524	2616	1
544848	509	1
629055	830	0
100042706	1104	0
100042727	1824	0
668605	564	0
100861711	1290	82
668455	738	166
100503846	632	0
675713	573	5
69513	1727	152
382686	632	22
100503913	896	2
211914	5679	1745
16413	1874	456
54451	2560	1480
67732	926	173
11491	4410	2721
22630	2110	1574
100043407	885	4
628850	1263	1
434693	738	163
100043416	1176	0
69732	1407	0
100862386	525	0
668662	1886	6
100861601	1245	1
66808	2268	3
668714	971	3
21340	2019	337
195733	3530	125
194655	3982	288
12879	1838	6
20135	2180	3000
100861907	474	0
67216	2802	540
77480	7402	2846
15902	1272	1139
432641	1115	2
100502727	342	0
74930	550	0
108089	5163	4
58185	3785	130
22169	3189	56
100504347	1973	0
636791	2087	0
20666	8451	640
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	1
20115	961	745
19819	1457	306
104923	1676	613
217449	4259	777
380752	1692	459
100504402	1291	0
17933	7523	1
328075	3057	0
69675	6614	6885
22018	3282	1
268534	2337	0
69566	1547	0
211986	2958	567
100294583	1507	4
11431	3221	138
24057	1736	71
104943	2670	347
629667	210	0
16777	5778	12619
13382	2243	3025
13487	2628	0
104836	4007	565
23985	3083	0
12033	2008	450
71916	1768	174
238123	2997	416
73010	4587	0
73389	4240	1653
19088	3358	2462
100504461	1076	0
30955	6954	5
100504475	298	1
72123	4155	258
59027	4547	2197
100504486	2804	62
74076	1633	12
19027	4689	2785
68764	2953	0
320046	1551	73
380753	4278	451
100504517	1831	0
75040	675	0
28071	2324	611
114712	886	0
22160	1630	1252
100861990	2847	19
79221	4428	94
75456	1676	6
217463	6226	2023
100169866	1859	3
751520	87	0
11622	5494	998
71581	1058	0
403205	819	0
23795	760	0
66109	1923	201
100862018	317	0
432649	1451	167
66912	1871	3342
217473	2446	565
71156	1323	0
66042	1751	155
75847	2690	100
100628578	74	0
17286	2348	4
319660	2155	17
217480	5544	7
73867	919	0
14009	4223	149
11861	3807	212
20259	2999	70
380755	1213	2
15982	1816	3156
100316693	100	3
629820	401	2
246196	2454	431
238130	8072	388
93757	1177	42
16981	3185	22
27362	1865	525
100039062	3025	234
67452	4406	964
319504	7581	3
217517	4325	147
664883	7000	2
217536	1728	370
15228	3985	781
67293	854	143
620583	2931	23
69054	708	0
18760	3778	873
217558	6726	1457
76983	2091	2015
12810	2683	5
94186	4164	2605
11782	1113	227
207304	8988	6952
544864	3627	38
320487	7761	2639
328092	2564	256
14762	1388	0
76826	1193	70
11855	5197	2631
73278	304	0
238161	10263	105
27386	5879	31
67335	282	0
112407	2676	1047
665239	591	0
100038648	3622	0
104725	1363	1182
100316682	80	0
66266	1043	500
72183	1879	2371
12632	2940	2606
217578	6179	2162
72658	1187	138
665137	778	217
24067	4264	101
73385	3863	30
100039815	912	8
665155	3286	62
100101807	3863	59
100039830	912	18
100101806	2516	533
100503822	1075	72
59032	2395	389
66132	3117	324
26443	997	3022
18035	1579	1773
79459	1575	515
56856	3102	0
56784	7904	1617
52592	2566	981
100503961	1221	0
217588	1509	378
621837	231	912
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	4
217593	2766	0
328099	4006	2360
73490	1454	72
100504018	1480	1
100040044	1040	1
15375	3188	20
70846	1475	0
100504027	1426	0
100503562	3217	5
20605	3869	0
66864	4539	1
100504043	3093	20
20334	4108	2469
66603	1106	266
78232	1255	459
18949	3469	4067
338320	1628	20
217615	3082	1988
70611	3446	595
100504078	1246	0
100504101	1089	0
238205	3726	0
73309	521	0
623046	3566	0
217648	1463	52
66689	2854	188
328108	6434	1384
328110	4068	1916
30795	945	1028
104806	7775	803
217653	4017	939
70948	2228	2
238217	1023	0
320772	9834	0
100316870	12530	0
20090	390	85
69706	1501	163
66483	517	1095
217664	2616	2104
109065	2639	427
414085	2546	51
18974	1695	494
271005	1949	82
69554	1946	1576
66244	3722	2078
11845	3731	4883
76062	1037	6
207965	1027	427
20663	5612	1197
217666	3338	468
68055	1485	125
71091	1689	0
751538	110	0
74724	1421	14
399510	4454	1867
70934	1852	5
73991	2818	73
100040999	628	14
64010	2524	2256
18080	10344	2127
791312	2278	5
100504285	1080	0
110095	2821	45
414124	1296	0
94090	7430	0
72736	2320	1485
100861697	1220	29
319710	4662	4147
56444	4022	1912
19167	1434	568
73204	1589	72
238247	5780	836
75266	596	0
30056	1117	373
76967	5763	609
59036	3761	52
67348	637	0
73815	767	0
208846	6004	1019
238252	1374	13
67217	1705	165
104771	1976	782
73936	2630	0
104001	3710	6
78257	5247	5
67708	4420	628
66375	1304	575
19042	2789	1473
100861726	1074	1
75801	1910	0
20476	3956	0
20471	2849	220
20474	5572	518
17420	2505	739
76357	1669	359
625098	2959	293
380765	689	0
238257	3282	38
73644	1039	0
18755	3301	79
666385	682	0
15251	4761	5390
100504452	3947	6
277089	675	2
75627	2125	546
238266	2705	3
100504476	1161	0
74284	1046	0
386753	2995	0
238271	4061	5
80837	2358	881
217674	1614	0
26932	4810	2153
72338	2981	113
665931	832	0
81535	3324	1278
319565	21718	3363
100628610	83	0
13983	3362	57
80384	2246	1
108156	3324	3005
238276	6685	40
109929	1777	282
268564	3987	1395
100504512	984	0
15512	2683	507
210762	1453	0
100041694	893	0
100628604	79	0
263406	4955	1795
100504549	540	3
20741	10394	66
211151	641	420
14776	1067	218
104886	3126	184
110606	2560	548
17187	2005	1452
53618	3982	2624
626215	531	0
268566	3402	678
70897	1778	2
56217	5515	1667
73834	1410	1258
13665	3152	3078
27260	1551	175
268567	3961	84
211945	6439	250
110417	2353	133
11847	1417	69
53612	1281	1330
17252	1574	1050
77974	1674	19
211978	9368	1328
19363	2837	97
12192	2984	12304
69548	4845	79
109711	3739	15777
320808	5707	1385
100217447	124	0
97827	3323	499
69522	508	0
108760	3920	15
13877	812	802
328133	5230	1821
68354	941	0
217682	3527	1
380768	4399	4
217684	5065	4273
67340	377	0
100504661	1142	7
20384	1653	3541
20493	2102	12
64075	3496	29
100526532	84	0
110893	5068	10
100042143	2865	0
214321	2496	15
11498	2330	23
66272	1997	353
100504690	622	0
24071	10398	931
56622	2911	9
69792	1004	640
100504704	757	0
69480	2042	178
338372	11896	123
54604	12139	1167
217692	7701	5375
50779	2626	1
791340	968	0
74283	1082	0
70127	1298	1
73828	2182	617
217695	3869	952
67039	4244	4998
19164	3023	1754
170721	4375	399
18222	1962	546
71952	2346	381
171210	2200	130
26897	1559	382
171282	2325	6
171281	2594	1
217698	1518	0
217700	1822	30
105000	5765	615
70481	2359	40
238317	7373	1776
100502697	3342	8
77219	3290	584
52708	5236	927
217705	3357	52
217707	1602	447
12499	4990	575
72873	2190	40
66381	1379	192
104776	3346	245
100861863	582	0
217708	2144	118
12677	3180	0
19300	2527	800
432677	3608	0
627191	2499	0
67963	3262	4627
74316	868	332
16997	6603	2099
100303738	3954	45
68497	5434	1894
73736	716	269
56531	7034	2918
100502763	1133	17
73422	2682	60
78920	2767	3983
238323	2534	16
18654	1569	135
217715	1573	1351
217716	5428	403
66204	648	131
72350	4482	62
217718	5386	2770
100502783	668	0
68581	3526	1213
14281	2093	9719
81703	1881	744
53314	904	1
217721	3435	18
58520	1185	1261
320244	4841	1098
21809	3385	2604
100861892	920	3
76411	809	474
328136	3160	0
70373	3919	706
26380	4621	1
238328	6189	142
68737	3850	140
627607	1949	0
238330	4112	2637
217732	4409	893
238331	792	0
217733	3335	0
64242	1616	4
217734	5059	736
14874	2108	507
382620	7179	765
238333	2066	11
71275	1412	7
104799	2701	777
217737	1320	3010
217738	1425	4
20773	3754	1975
211064	1949	512
100526546	79	9
654309	1170	22
380773	419	428
66354	2257	2334
666806	1872	3
193322	1812	0
100042776	998	0
100042786	689	1
100862206	930	40
100861908	435	0
100861898	530	1
544881	1851	3
100038992	222	37
100038982	4341	23
100039042	1766	3
100039052	1822	1
100039076	798	4
100039087	1899	0
100039100	435	0
100039162	435	0
100039129	435	0
667350	930	33
546543	222	0
100039315	1893	0
666862	435	0
435337	1842	11
633093	4204	2
266459	1641	3
100503047	438	1
72113	2287	299
71818	2283	11
18191	9782	1
13371	5815	1093
75216	4807	396
71349	1023	0
22095	4874	0
83602	5806	681
108800	9896	949
666955	2624	2
20338	6300	3456
399558	7099	2087
100862089	695	0
69423	613	0
14420	3704	510
14744	2035	0
72258	2533	8
104871	2025	203
24000	5738	1951
75553	4184	2519
319670	10136	373
76260	2308	483
67639	1176	1
71375	2611	388
100503855	3630	1
100503812	646	0
73457	645	2
78767	2069	89
104884	2058	595
217826	3112	0
19179	1502	2834
217827	3708	689
100038378	1982	3
12313	4001	11017
100861669	753	0
100038713	4791	0
104718	3442	252
73086	4406	282
100040123	408	1098
217830	3229	331
667148	701	0
238377	3505	12
68339	6292	393
100038467	3405	1
100316805	121	0
68734	4594	2494
319760	3100	16
74947	3665	14
271036	3716	0
74413	2584	119
23876	5829	4941
109181	6448	1524
100504056	2370	20
110616	5404	940
100040297	1174	816
51786	5315	3114
238384	2092	0
217835	4007	544
19141	1874	1810
27277	2902	1105
12652	1882	0
217837	2856	360
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	2
320351	1205	281
100233175	1162	103
66622	3247	1164
238386	4306	1693
75483	476	0
217843	8870	5
170952	905	0
100504156	1406	0
65256	2690	5
68149	3715	179
27225	3157	3210
52668	1053	1553
76933	463	12
217845	1093	0
74521	3683	33
217847	1570	1
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	1
20703	1442	0
20700	1939	0
20702	1424	0
20704	1374	1
380780	1489	0
71907	1694	1
68054	3690	0
321018	1353	1
268591	2162	1
74069	1864	0
271047	2070	0
16625	1690	0
238393	2290	0
20715	1949	8
546546	2051	36
628900	2193	12
238395	1999	0
20714	1652	0
100504264	762	0
20717	1659	2
20716	2085	70
14836	1174	1
791311	3002	0
192119	9851	2354
100504301	717	10
94040	11962	501
212073	5532	718
69434	529	24
100306943	275	3
100526471	65	0
73046	930	0
100504315	801	0
27381	1009	0
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	0
12062	1680	306
12061	1338	29
76559	10173	1594
66787	2787	567
78801	3093	1
18789	4509	6099
100503099	2076	0
22367	3796	857
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	135
100503150	980	0
52690	2725	1281
12454	2632	1108
668158	1547	113
100861813	1116	0
214305	2605	72
13116	2118	47
68519	4201	1922
100504467	1549	16
14026	2698	901
723909	99	0
70059	3574	88
22632	2324	2248
214663	1964	165
100503195	604	20
723946	96	1
104910	1580	67
22375	2883	2021
212198	2657	68
380785	2712	15
13386	4811	1
17263	12906	15
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	0
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	3
100316669	120	1
723854	79	0
449562	69	0
449561	67	0
100861570	71	0
100303647	30	0
100861571	72	0
100303646	71	0
100861572	71	0
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	0
723875	73	0
100040724	1300	2
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	0
67280	1621	10
353504	1280	12
100526515	82	0
107585	1868	13
629595	385	1361
26931	5591	2843
100503237	2404	44
319786	1306	8
13424	14398	19181
66323	954	21
100861856	712	0
15519	2850	5794
69641	2427	499
26448	1693	75
66709	1653	5
72805	3725	203
100041649	398	400
67236	2179	872
104859	7830	777
74251	2558	149
77878	1093	0
217864	2725	1452
22031	6975	2072
93835	1685	8
100503323	1310	3
217866	6718	3798
380787	657	0
74190	2923	48
21928	3570	805
212539	1215	1
217869	3966	7590
100316932	122	73
100504687	1954	63
17169	3388	2785
12709	1478	181
328162	2433	356
70369	2138	612
68020	1242	242
16593	3067	2499
74335	2422	420
68520	1310	365
21981	4333	499
77675	1729	8
70257	365	1228
74691	4809	0
217874	761	0
104816	2732	1
100526547	85	0
387199	76	0
668303	6918	338
100504733	1752	0
100126692	3223	0
319942	2636	0
104885	2373	22
70435	4601	5109
11565	1791	59
30954	782	575
11651	2690	7556
382639	3478	111
217882	6640	2508
104759	1978	2
100041194	3572	1339
100047183	10677	669
217887	1915	294
71963	2420	1734
56696	2439	1
16450	4054	1554
66174	793	295
72308	2755	1117
399566	2098	282
217893	5480	1879
75671	1267	0
116870	2775	1637
100861919	848	0
68337	1439	737
12925	447	151
104732	3355	830
69195	1601	28
238447	1225	0
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	0
777656	54	0
777655	48	0
777654	48	0
