A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
5.07	0.017	0.2	0.84034	1	0.04	0.84034	0	226708_at	93100	NAPRT
5.61	0.011	0.1	0.92284	1	0.01	0.92284	0	226709_at	6092	ROBO2
6.87	-0.056	-0.63	0.53457	1	0.4	0.53457	0	226710_at	414919	C8orf82
8.41	0.033	0.2	0.84686	1	0.04	0.84686	0	226711_at	3344	FOXN2
7.86	0.003	0.04	0.96776	1	0	0.96776	0	226712_at	6745	SSR1
8.11	0.003	0.05	0.96401	1	0	0.96401	0	226713_at	152137	CCDC50
6.99	-0.005	-0.05	0.95867	1	0	0.95867	0	226714_at	55095	SAMD4B
6.7	-0.201	-2.27	0.0318	1	5.16	0.0318	0	226715_at	221937	FOXK1
7.36	-0.031	-0.31	0.75872	1	0.1	0.75872	0	226716_at	57479	PRR12
7.54	-0.043	-0.63	0.53353	1	0.4	0.53353	0	226717_at	220074	LRTOMT
6.8	0.013	0.14	0.889	1	0.02	0.889	0	226718_at	57463	AMIGO1
8.77	-0.029	-0.45	0.65985	1	0.2	0.65985	0	226719_at	51009	DERL2
5.06	0.053	0.66	0.51633	1	0.43	0.51633	0	226720_at	114825	PWWP2A
6.27	0.044	0.47	0.64527	1	0.22	0.64527	0	226721_at	286148	DPY19L4
6.37	-0.215	-2.21	0.03651	1	4.87	0.03651	0	226722_at	56975	FAM20C
7.52	0.081	0.78	0.44522	1	0.6	0.44522	0	226723_at	374969	SVBP
5.96	-0.009	-0.11	0.91585	1	0.01	0.91585	0	226724_s_at	55269	PSPC1
6.81	-0.163	-1.75	0.09195	1	3.07	0.09195	0	226725_at	162394	SLFN5
6.29	-0.036	-0.53	0.59743	1	0.29	0.59743	0	226726_at	129642	MBOAT2
6.15	-0.161	-1.8	0.08441	1	3.22	0.08441	0	226727_at	284106	CISD3
7.83	-0.012	-0.13	0.89849	1	0.02	0.89849	0	226728_at	376497	SLC27A1
6.4	0.047	0.52	0.6056	1	0.27	0.6056	0	226729_at	57695	USP37
5.93	-0.12	-1.33	0.19587	1	1.76	0.19587	0	226730_s_at	57695	USP37
7.7	-0.294	-1.5	0.14536	1	2.26	0.14536	0	226731_at	53918 /// 3672	PELO /// ITGA1
6.29	-0.073	-0.71	0.48396	1	0.5	0.48396	0	226732_at	155435	RBM33
6	0.068	0.85	0.40427	1	0.72	0.40427	0	226734_at	9470	EIF4E2
7.38	-0.04	-0.41	0.68421	1	0.17	0.68421	0	226735_at	202018	TAPT1
8.33	-0.201	-1.15	0.25922	1	1.33	0.25922	0	226736_at	91612	CHURC1
7.1	-0.07	-1.05	0.30521	1	1.09	0.30521	0	226737_at	284439	SLC25A42
8.01	-0.027	-0.22	0.82387	1	0.05	0.82387	0	226738_at	124997	WDR81
6.41	0.002	0.03	0.97716	1	0	0.97716	0	226739_at	143570 /// 254225	XRRA1 /// RNF169
10.37	-0.164	-1.24	0.22623	1	1.54	0.22623	0	226740_x_at	55672 /// 25832 /// 100132406 /// 101060684	NBPF1 /// NBPF14 /// NBPF10 /// NBPF26
7.62	-0.004	-0.07	0.94334	1	0.01	0.94334	0	226741_at	9990	SLC12A6
7.01	-0.043	-0.26	0.80071	1	0.07	0.80071	0	226742_at	51128	SAR1B
6.62	0.002	0.03	0.97783	1	0	0.97783	0	226743_at	91607	SLFN11
7.4	0.012	0.22	0.82708	1	0.05	0.82708	0	226744_at	79066 /// 284009	METTL16 /// LOC284009
6.18	-0.112	-1.78	0.0864	1	3.18	0.0864	0	226745_at	285440	CYP4V2
6.57	-0.164	-1.22	0.23207	1	1.5	0.23207	0	226746_s_at	10277	UBE4B
5.61	-0.042	-0.36	0.72547	1	0.13	0.72547	0	226747_at	57544	TXNDC16
7.03	0.024	0.31	0.76266	1	0.09	0.76266	0	226748_at	256586	LYSMD2
5.91	-0.098	-0.96	0.344	1	0.93	0.344	0	226749_at	64965	MRPS9
7.73	0.17	1.05	0.3043	1	1.1	0.3043	0	226750_at	55132	LARP1B
7.38	-0.14	-1.4	0.17352	1	1.96	0.17352	0	226751_at	25927	CNRIP1
6.32	-0.062	-0.37	0.71169	1	0.14	0.71169	0	226752_at	345757	FAM174A
7.17	-0.06	-0.46	0.64899	1	0.21	0.64899	0	226753_at	143684	FAM76B
5.82	-0.026	-0.35	0.73211	1	0.12	0.73211	0	226754_at	90987	ZNF251
6.63	-0.032	-0.4	0.69336	1	0.16	0.69336	0	226755_at	642587	MIR205HG
5.87	0.007	0.07	0.94685	1	0	0.94685	0	226756_at	168455	CCDC71L
6.44	0.346	2.72	0.01154	1	7.4	0.01154	0	226757_at	3433	IFIT2
8.16	-0.065	-0.8	0.42846	1	0.65	0.42846	0	226758_at	51631	LUC7L2
6.46	-0.03	-0.64	0.52876	1	0.41	0.52876	0	226759_at	64375	IKZF4
8.26	-0.028	-0.17	0.86991	1	0.03	0.86991	0	226760_at	51360	MBTPS2
6.96	-0.003	-0.06	0.95441	1	0	0.95441	0	226761_at	64375	IKZF4
6.42	0.245	1.27	0.21546	1	1.61	0.21546	0	226762_at	5814 /// 100616393	PURB /// MIR4657
7.45	-0.113	-0.83	0.41491	1	0.69	0.41491	0	226763_at	91404	SESTD1
5.76	-0.052	-0.76	0.45622	1	0.57	0.45622	0	226764_at	152485	ZNF827
8.67	0.058	0.7	0.489	1	0.49	0.489	0	226768_at	64599	GIGYF1
7.27	-0.129	-1.15	0.26247	1	1.31	0.26247	0	226769_at	387758	FIBIN
6.9	-0.052	-0.43	0.67134	1	0.18	0.67134	0	226770_at	260425	MAGI3
6.49	-0.084	-0.84	0.40965	1	0.7	0.40965	0	226771_at	57198	ATP8B2
6.7	0.103	1.72	0.09829	1	2.94	0.09829	0	226772_s_at	79685	SAP30L
8.3	-0.157	-1.78	0.08645	1	3.18	0.08645	0	226773_at	152926	PPM1K
7.33	-0.051	-0.58	0.56746	1	0.34	0.56746	0	226774_at	84498	FAM120B
6.96	-0.155	-2.62	0.01442	1	6.89	0.01442	0	226775_at	56943	ENY2
11.57	0.353	2.18	0.03857	1	4.76	0.03857	0	226777_at	8038	ADAM12
7.85	-0.061	-0.54	0.59497	1	0.29	0.59497	0	226778_at	157695	TDRP
7.97	0.019	0.12	0.90701	1	0.01	0.90701	0	226779_at	92255	LMBRD2
6.61	-0.209	-1.67	0.10704	1	2.79	0.10704	0	226780_s_at	154791	FMC1
6.08	-0.171	-1.94	0.06307	1	3.78	0.06307	0	226781_at	154791 /// 51631 /// 100996928	FMC1 /// LUC7L2 /// C7orf55-LUC7L2
6.01	0.199	2.06	0.04934	1	4.26	0.04934	0	226782_at	253512	SLC25A30
6.64	0.053	0.29	0.77665	1	0.08	0.77665	0	226783_at	85007	PHYKPL
6.38	-0.133	-1.19	0.2434	1	1.43	0.2434	0	226784_at	221830	TWISTNB
5.89	0.084	0.73	0.47105	1	0.54	0.47105	0	226785_at	286410	ATP11C
8.26	-0.017	-0.21	0.83446	1	0.04	0.83446	0	226786_at	5989	RFX1
6.81	-0.018	-0.28	0.77893	1	0.08	0.77893	0	226787_at	7566	ZNF18
5.99	-0.084	-0.88	0.38685	1	0.78	0.38685	0	226788_at	57215 /// 80152	THAP11 /// CENPT
7.62	-0.103	-1.47	0.15431	1	2.15	0.15431	0	226789_at	133418	EMB
5.56	-0.109	-1.07	0.29392	1	1.15	0.29392	0	226790_at	729967	MORN2
7.04	0.059	0.66	0.51806	1	0.43	0.51806	0	226791_at	90990	KIFC2
7.23	0.01	0.1	0.92312	1	0.01	0.92312	0	226792_s_at	90990	KIFC2
7.83	-0.079	-1	0.32589	1	1	0.32589	0	226793_at	283267	LINC00294
4.6	-0.103	-1.16	0.25867	1	1.33	0.25867	0	226794_at	134957	STXBP5
7.57	-0.1	-0.96	0.34849	1	0.91	0.34849	0	226795_at	23143	LRCH1
5.74	0.028	0.32	0.74892	1	0.1	0.74892	0	226796_at	116236	ABHD15
7.59	0.03	0.23	0.81955	1	0.05	0.81955	0	226797_at	54799	MBTD1
7.18	0.045	0.6	0.55195	1	0.36	0.55195	0	226798_at	23786	BCL2L13
6.23	0.105	1.27	0.21594	1	1.61	0.21594	0	226799_at	55785	FGD6
8.62	-0.156	-0.96	0.346	1	0.92	0.346	0	226801_s_at	64853	AIDA
6.59	-0.042	-0.34	0.74026	1	0.11	0.74026	0	226802_s_at	96610	BMS1P20
7.66	-0.01	-0.08	0.93811	1	0.01	0.93811	0	226803_at	92421	CHMP4C
6.64	-0.071	-0.65	0.51879	1	0.43	0.51879	0	226804_at	54757	FAM20A
7.51	0.073	1.19	0.24518	1	1.41	0.24518	0	226805_at	128486	FITM2
6.86	-0.087	-1.11	0.27632	1	1.24	0.27632	0	226806_s_at	4774	NFIA
6.53	0.117	0.83	0.41286	1	0.69	0.41286	0	226807_at	162239	ZFP1
6.5	0.035	0.46	0.65043	1	0.21	0.65043	0	226808_at	643641	ZNF862
7.33	-0.065	-0.52	0.60654	1	0.27	0.60654	0	226809_at	100216479 /// 100288897	FAR2P2 /// FAR2P3
7.22	0.059	0.41	0.68349	1	0.17	0.68349	0	226810_at	79627	OGFRL1
6.84	-0.135	-0.86	0.39743	1	0.74	0.39743	0	226811_at	54855	FAM46C
7.09	0.081	1.3	0.20639	1	1.68	0.20639	0	226812_at	1270	CNTF
6.97	-0.064	-1.04	0.30743	1	1.08	0.30743	0	226813_at	84284	NTPCR
7.18	0.003	0.02	0.98054	1	0	0.98054	0	226814_at	56999	ADAMTS9
5.71	-0.074	-1.14	0.26632	1	1.29	0.26632	0	226815_at	132001	TAMM41
6.57	-0.094	-0.71	0.48508	1	0.5	0.48508	0	226816_s_at	57456	KIAA1143
8.72	0.034	0.26	0.796	1	0.07	0.796	0	226817_at	1824	DSC2
7.66	-0.073	-0.65	0.52138	1	0.42	0.52138	0	226818_at	219972	MPEG1
6.9	0.019	0.32	0.75458	1	0.1	0.75458	0	226819_at	134353	LSM11
9.23	-0.054	-0.34	0.73491	1	0.12	0.73491	0	226820_at	149076	ZNF362
6.1	0.034	0.35	0.73201	1	0.12	0.73201	0	226821_at	55183	RIF1
5.33	0.071	0.72	0.47755	1	0.52	0.47755	0	226822_at	56977	STOX2
8.47	-0.12	-1.28	0.21183	1	1.64	0.21183	0	226823_at	65979	PHACTR4
8.63	0.295	1.57	0.12983	1	2.45	0.12983	0	226824_at	119587	CPXM2
9.69	-0.199	-1.65	0.11086	1	2.73	0.11086	0	226825_s_at	55858	TMEM165
6.22	-0.016	-0.22	0.82631	1	0.05	0.82631	0	226826_at	134353	LSM11
5.98	-0.193	-2.07	0.04881	1	4.28	0.04881	0	226827_at	55858	TMEM165
7.55	-0.021	-0.21	0.83711	1	0.04	0.83711	0	226828_s_at	26508	HEYL
6.55	-0.068	-0.76	0.45663	1	0.57	0.45663	0	226829_at	84632	AFAP1L2
6.56	0	0	0.99981	1	0	0.99981	0	226831_at	91137	SLC25A46
6.12	-0.014	-0.08	0.94001	1	0.01	0.94001	0	226832_at	165918	RNF168
7.75	-0.014	-0.31	0.76263	1	0.09	0.76263	0	226833_at	124637	CYB5D1
6.89	-0.192	-0.98	0.33649	1	0.96	0.33649	0	226834_at	79827	CLMP
8.51	0.014	0.09	0.93188	1	0.01	0.93188	0	226835_s_at	441951	ZFAS1
6.79	-0.037	-0.44	0.66606	1	0.19	0.66606	0	226836_at	113402	SFT2D1
6.08	0.215	1.84	0.07722	1	3.39	0.07722	0	226838_at	130502	TTC32
6.93	-0.037	-0.34	0.73533	1	0.12	0.73533	0	226839_at	126382	NR2C2AP
7.78	-0.058	-1	0.32536	1	1.01	0.32536	0	226840_at	9555	H2AFY
7.16	-0.267	-2.7	0.01208	1	7.3	0.01208	0	226841_at	219972	MPEG1
8.08	-0.134	-1.45	0.15938	1	2.1	0.15938	0	226842_at	84961	FBXL20
7.11	-0.087	-1.46	0.15545	1	2.14	0.15545	0	226843_s_at	64282	PAPD5
8.46	-0.123	-1.18	0.25036	1	1.38	0.25036	0	226844_at	79817	MOB3B
8.03	-0.18	-1.26	0.21883	1	1.59	0.21883	0	226845_s_at	150678	COPS9
6.34	-0.073	-0.92	0.36801	1	0.84	0.36801	0	226846_at	254295	PHYHD1
6.04	0.122	0.88	0.38747	1	0.77	0.38747	0	226847_at	10468	FST
6.31	0.011	0.2	0.84118	1	0.04	0.84118	0	NA	NA	NA
7.41	-0.028	-0.39	0.70293	1	0.15	0.70293	0	226849_at	57706	DENND1A
8.46	-0.001	0	0.99651	1	0	0.99651	0	226850_at	285362	SUMF1
7.03	-0.188	-1.41	0.17143	1	1.98	0.17143	0	226851_at	127018	LYPLAL1
6.75	-0.095	-1.32	0.19811	1	1.75	0.19811	0	226852_at	57504	MTA3
6.66	-0.151	-1.01	0.3234	1	1.01	0.3234	0	226853_at	55589	BMP2K
7.34	0.013	0.18	0.85776	1	0.03	0.85776	0	226854_at	26164	MTG2
5.61	-0.155	-1.86	0.07418	1	3.47	0.07418	0	226855_at	57546	PDP2
5.8	-0.012	-0.16	0.87189	1	0.03	0.87189	0	226856_at	375346 /// 389125 /// 100526772	TMEM110 /// MUSTN1 /// TMEM110-MUSTN1
7.02	-0.133	-1.18	0.25007	1	1.38	0.25007	0	226857_at	128272	ARHGEF19
8.41	0.225	1.7	0.10102	1	2.89	0.10102	0	226858_at	1454	CSNK1E
6.39	0.014	0.23	0.81648	1	0.05	0.81648	0	226859_at	2790 /// 548645 /// 552891	GNG10 /// DNAJC25 /// DNAJC25-GNG10
6.86	-0.151	-1.94	0.06316	1	3.77	0.06316	0	226860_at	55266	TMEM19
7.1	-0.08	-0.69	0.49668	1	0.48	0.49668	0	226861_at	140461	ASB8
7.35	0.099	1.17	0.25181	1	1.37	0.25181	0	226862_at	4152	MBD1
4.65	-0.099	-1.07	0.29282	1	1.15	0.29282	0	226864_at	5569	PKIA
6.44	-0.201	-1.82	0.07986	1	3.33	0.07986	0	226865_at	84898	PLXDC2
8.03	-0.034	-0.33	0.74764	1	0.11	0.74764	0	226866_at	114799	ESCO1
8.39	-0.073	-0.37	0.71775	1	0.13	0.71775	0	226867_at	55667	DENND4C
6.88	0.231	1.82	0.08014	1	3.32	0.08014	0	226868_at	283464	GXYLT1
6.04	-0.004	-0.05	0.96025	1	0	0.96025	0	226869_at	1953	MEGF6
7.72	0.079	1	0.3273	1	1	0.3273	0	226870_at	118881	COMTD1
7.06	-0.137	-1.27	0.21588	1	1.61	0.21588	0	226871_s_at	84971	ATG4D
5.48	-0.102	-1.03	0.31426	1	1.05	0.31426	0	226872_at	5990	RFX2
7.38	0.161	0.57	0.57399	1	0.32	0.57399	0	226873_at	54629	MINDY2
8.11	0.273	1.59	0.12389	1	2.53	0.12389	0	226874_at	57563	KLHL8
8.28	0.225	1.35	0.18807	1	1.83	0.18807	0	226875_at	139818	DOCK11
7.39	-0.057	-0.63	0.53564	1	0.39	0.53564	0	226876_at	359845	RFLNB
6.09	-0.088	-1.62	0.11741	1	2.63	0.11741	0	226877_at	132241	RPL32P3
7.41	0.055	0.75	0.46052	1	0.56	0.46052	0	226878_at	3111	HLA-DOA
8.64	0.008	0.11	0.91108	1	0.01	0.91108	0	226879_at	84329	HVCN1
8.65	-0.025	-0.13	0.8965	1	0.02	0.8965	0	226880_at	64710	NUCKS1
6.97	-0.023	-0.3	0.76554	1	0.09	0.76554	0	226881_at	134266	GRPEL2
6.64	-0.019	-0.32	0.75498	1	0.1	0.75498	0	226882_x_at	10785	WDR4
8.36	-0.02	-0.17	0.86353	1	0.03	0.86353	0	NA	NA	NA
7.13	0.021	0.17	0.86869	1	0.03	0.86869	0	226885_at	154214	RNF217
7.5	-0.103	-0.63	0.53423	1	0.4	0.53423	0	226886_at	2673	GFPT1
7.13	0.119	1.18	0.24974	1	1.39	0.24974	0	226887_at	51182	HSPA14
7.11	-0.082	-1.32	0.19998	1	1.73	0.19998	0	226888_at	53944	CSNK1G1
7.65	-0.001	-0.02	0.98783	1	0	0.98783	0	226889_at	57539	WDR35
7.41	-0.146	-1.75	0.09255	1	3.05	0.09255	0	226891_at	152002	XXYLT1
7.17	0.109	1.09	0.28545	1	1.19	0.28545	0	NA	NA	NA
7.33	0.061	0.64	0.52843	1	0.41	0.52843	0	226893_at	27	ABL2
7.74	-0.075	-0.35	0.7301	1	0.12	0.7301	0	226894_at	23443	SLC35A3
6.88	-0.267	-2.3	0.02973	1	5.3	0.02973	0	226895_at	4782	NFIC
7.81	0.001	0	0.99641	1	0	0.99641	0	226896_at	118487	CHCHD1
6.36	0.162	1.2	0.2418	1	1.44	0.2418	0	226897_s_at	29066	ZC3H7A
6.51	0.02	0.17	0.86937	1	0.03	0.86937	0	226898_s_at	6421	SFPQ
5.63	-0.076	-0.61	0.54578	1	0.37	0.54578	0	226899_at	219699	UNC5B
4.68	-0.076	-0.76	0.45391	1	0.58	0.45391	0	226900_at	55056 /// 100129387	FLJ10038 /// GABPB1-AS1
6.68	0.071	0.37	0.7173	1	0.13	0.7173	0	226901_at	284018	C17orf58
6.11	0.009	0.12	0.90471	1	0.01	0.90471	0	226902_at	8975	USP13
7	-0.036	-0.35	0.73156	1	0.12	0.73156	0	226903_s_at	6535 /// 386757	SLC6A8 /// SLC6A10P
5.11	-0.057	-0.52	0.60579	1	0.27	0.60579	0	226904_at	6535 /// 386757	SLC6A8 /// SLC6A10P
7.65	-0.421	-3.02	0.00568	0.972321	9.11	0.00568	0	226905_at	359845	RFLNB
8.22	0.053	0.34	0.73604	1	0.12	0.73604	0	226907_at	81706	PPP1R14C
7.1	-0.051	-0.61	0.54583	1	0.37	0.54583	0	226909_at	85460	ZNF518B
6.31	0.066	0.58	0.56943	1	0.33	0.56943	0	226910_at	51122	COMMD2
7.19	-0.212	-2.33	0.02801	1	5.43	0.02801	0	226911_at	133584	EGFLAM
5.67	0.043	0.59	0.55945	1	0.35	0.55945	0	226912_at	254887	ZDHHC23
5.07	0.061	0.79	0.43914	1	0.62	0.43914	0	226913_s_at	30812	SOX8
6.74	0.026	0.26	0.79334	1	0.07	0.79334	0	226914_at	81873	ARPC5L
7.73	-0.02	-0.16	0.87379	1	0.03	0.87379	0	226915_s_at	81873	ARPC5L
6.63	-0.001	-0.01	0.99126	1	0	0.99126	0	226916_x_at	91039	DPP9
7.7	-0.273	-2.33	0.02815	1	5.42	0.02815	0	226917_s_at	29945	ANAPC4
6.94	-0.022	-0.27	0.78987	1	0.07	0.78987	0	226918_at	84502 /// 8906	JPH4 /// AP1G2
6.34	-0.104	-1.31	0.20182	1	1.72	0.20182	0	226919_at	57226	LYRM2
7.36	-0.031	-0.34	0.73985	1	0.11	0.73985	0	226920_at	1452	CSNK1A1
8	0.324	1.81	0.08203	1	3.28	0.08203	0	226921_at	197131	UBR1
6.91	0.175	1.54	0.13638	1	2.36	0.13638	0	226922_at	5903	RANBP2
7.35	-0.158	-1.72	0.09724	1	2.96	0.09724	0	226923_at	152579	SCFD2
6.96	-0.153	-1.44	0.16149	1	2.08	0.16149	0	226924_at	400657	LINC00909
7.98	-0.227	-1.45	0.15855	1	2.11	0.15855	0	226925_at	92370	PXYLP1
7.18	-0.053	-0.57	0.57595	1	0.32	0.57595	0	226927_at	728568	C12orf73
7.25	-0.037	-0.35	0.72898	1	0.12	0.72898	0	226928_x_at	51312	SLC25A37
6.84	-0.051	-0.71	0.48598	1	0.5	0.48598	0	226929_at	4524	MTHFR
5.37	-0.02	-0.14	0.8866	1	0.02	0.8866	0	226930_at	84624	FNDC1
5.78	-0.091	-0.89	0.38154	1	0.79	0.38154	0	226931_at	83857	TMTC1
7.28	-0.02	-0.23	0.82069	1	0.05	0.82069	0	226932_at	8082	SSPN
6.55	0.052	0.46	0.65114	1	0.21	0.65114	0	226933_s_at	3400	ID4
5.49	-0.06	-0.44	0.66411	1	0.19	0.66411	0	226934_at	11052	CPSF6
8.69	-0.176	-1.36	0.18435	1	1.86	0.18435	0	226935_s_at	81037	CLPTM1L
5.65	-0.102	-0.93	0.36067	1	0.87	0.36067	0	226936_at	387103	CENPW
7.77	-0.053	-0.53	0.60393	1	0.28	0.60393	0	226938_at	26094	DCAF4
6.09	0.009	0.05	0.95682	1	0	0.95682	0	226939_at	132864	CPEB2
5.45	0.048	0.76	0.45248	1	0.58	0.45248	0	226940_at	138311	FAM69B
8.43	-0.116	-1.06	0.29896	1	1.12	0.29896	0	226941_at	22926	ATF6
8.08	-0.005	-0.05	0.95827	1	0	0.95827	0	226942_at	51105	PHF20L1
6.02	0.018	0.2	0.84547	1	0.04	0.84547	0	226943_at	728568	C12orf73
6.99	-0.048	-0.44	0.66513	1	0.19	0.66513	0	226944_at	94031	HTRA3
7.16	-0.041	-0.58	0.56429	1	0.34	0.56429	0	226945_at	84236	RHBDD1
5.65	-0.086	-1.11	0.27818	1	1.23	0.27818	0	226947_at	375513 /// 728411	GUSBP4 /// GUSBP1
7.12	-0.047	-0.48	0.63746	1	0.23	0.63746	0	226948_at	84236	RHBDD1
7.7	-0.012	-0.19	0.84883	1	0.04	0.84883	0	226949_at	2802	GOLGA3
9.01	-0.375	-2.35	0.02668	1	5.53	0.02668	0	226950_at	94	ACVRL1
6.92	0.041	0.31	0.76165	1	0.09	0.76165	0	226951_at	79074	C2orf49
5.79	0.23	1.6	0.12183	1	2.56	0.12183	0	226952_at	85403	EAF1
5.9	0.068	1.16	0.25529	1	1.35	0.25529	0	226953_at	57863 /// 2532	CADM3 /// ACKR1
7.38	-0.04	-0.41	0.6863	1	0.17	0.6863	0	226954_at	54926	UBE2R2
7.09	-0.131	-1.37	0.18218	1	1.88	0.18218	0	226955_at	134265	AFAP1L1
7.63	-0.131	-1.08	0.29159	1	1.16	0.29159	0	226956_at	8897	MTMR3
6.74	-0.151	-1.15	0.25963	1	1.33	0.25963	0	226957_x_at	10928	RALBP1
7.81	-0.073	-1	0.32538	1	1.01	0.32538	0	226958_s_at	400569	MED11
6.97	0.05	0.57	0.57254	1	0.33	0.57254	0	NA	NA	NA
8.1	-0.021	-0.35	0.72691	1	0.12	0.72691	0	226960_at	284340	CXCL17
6.93	-0.162	-1.12	0.27203	1	1.26	0.27203	0	226961_at	222171	PRR15
6.99	0.116	0.7	0.49238	1	0.49	0.49238	0	226962_at	360023	ZBTB41
7.57	0.064	0.41	0.68375	1	0.17	0.68375	0	226963_at	91408	BTF3L4
6.96	-0.002	-0.01	0.99252	1	0	0.99252	0	226964_at	146057	TTBK2
7.28	-0.138	-0.64	0.52492	1	0.42	0.52492	0	226965_at	201627	DENND6A
7.6	0.044	0.6	0.55701	1	0.35	0.55701	0	226966_at	91010 /// 25766	FMNL3 /// PRPF40B
8.4	-0.11	-0.75	0.46096	1	0.56	0.46096	0	226967_at	84922	FIZ1
6.87	-0.018	-0.18	0.85557	1	0.03	0.85557	0	226968_at	23095	KIF1B
6.96	-0.063	-0.69	0.49431	1	0.48	0.49431	0	226969_at	4548	MTR
6.15	-0.118	-1.32	0.19844	1	1.74	0.19844	0	226970_at	254170	FBXO33
5.28	-0.15	-1.4	0.17481	1	1.95	0.17481	0	226971_at	64753	CCDC136
5.25	0.013	0.22	0.8272	1	0.05	0.8272	0	226972_s_at	64753	CCDC136
7.09	-0.137	-1.19	0.24638	1	1.41	0.24638	0	226973_at	128434	VSTM2L
5.9	-0.305	-3.11	0.00457	0.908392	9.66	0.00457	0	226974_at	23327	NEDD4L
6.56	0.002	0.03	0.97865	1	0	0.97865	0	226975_at	55599	RNPC3
6.79	0.004	0.03	0.97608	1	0	0.97608	0	226976_at	23633	KPNA6
7.62	0.066	0.58	0.56808	1	0.33	0.56808	0	226977_at	492311	IGIP
6.59	-0.109	-1.53	0.13812	1	2.34	0.13812	0	226978_at	5465	PPARA
8.65	0.145	1.07	0.29625	1	1.14	0.29625	0	226979_at	10746	MAP3K2
8.58	0.264	0.88	0.3857	1	0.78	0.3857	0	226980_at	55789	DEPDC1B
7.05	-0.102	-1.39	0.17648	1	1.93	0.17648	0	226981_at	4297	KMT2A
8.02	0.186	1.11	0.27734	1	1.23	0.27734	0	226982_at	22936	ELL2
5.76	0.107	0.83	0.41589	1	0.68	0.41589	0	226983_at	27153	ZNF777
7.71	0.019	0.32	0.75421	1	0.1	0.75421	0	226984_at	152273	FGD5
7.4	0.015	0.24	0.81316	1	0.06	0.81316	0	226985_at	152273	FGD5
7.08	-0.13	-2.03	0.05237	1	4.14	0.05237	0	226986_at	26100	WIPI2
7.76	0.006	0.11	0.91565	1	0.01	0.91565	0	226987_at	29890	RBM15B
6.54	-0.091	-0.99	0.33237	1	0.98	0.33237	0	226988_s_at	79784	MYH14
6.96	-0.025	-0.28	0.78325	1	0.08	0.78325	0	226989_at	285704	RGMB
5.94	-0.181	-1.62	0.1184	1	2.61	0.1184	0	226990_at	4076	CAPRIN1
7.01	-0.079	-1.75	0.09175	1	3.07	0.09175	0	226991_at	4773	NFATC2
6.28	0.015	0.15	0.8841	1	0.02	0.8841	0	226992_at	115677	NOSTRIN
6.33	-0.136	-0.98	0.33388	1	0.97	0.33388	0	226993_at	9320	TRIP12
7.46	-0.049	-0.34	0.73657	1	0.12	0.73657	0	226994_at	10294	DNAJA2
6.7	-0.03	-0.44	0.66599	1	0.19	0.66599	0	226995_at	642852	LOC642852
6.63	-0.218	-2.79	0.00987	1	7.77	0.00987	0	226996_at	253558	LCLAT1
7.4	-0.023	-0.45	0.65962	1	0.2	0.65962	0	226997_at	81792	ADAMTS12
6.94	0.051	0.65	0.52461	1	0.42	0.52461	0	226998_at	80155	NAA15
7.22	0.136	1.43	0.16622	1	2.03	0.16622	0	227000_at	222166	MTURN
6.54	-0.111	-1.14	0.26302	1	1.31	0.26302	0	227001_at	79815	NIPAL2
5.81	-0.029	-0.45	0.65805	1	0.2	0.65805	0	227002_at	286336	FAM78A
7.3	-0.025	-0.14	0.89165	1	0.02	0.89165	0	227003_at	9364	RAB28
5.64	-0.456	-2.31	0.02935	1	5.33	0.02935	0	NA	NA	NA
7.1	-0.059	-0.59	0.55711	1	0.35	0.55711	0	227005_at	11102	RPP14
5.65	-0.127	-1.11	0.27666	1	1.24	0.27666	0	227006_at	94274	PPP1R14A
8.29	-0.154	-1.57	0.12802	1	2.47	0.12802	0	227007_at	255104	TMCO4
7.54	-0.04	-0.35	0.7272	1	0.12	0.7272	0	227008_at	374659	HDDC3
8.12	-0.12	-1.89	0.06954	1	3.59	0.06954	0	227009_at	103611081 /// 100507431	LOC103611081 /// LOC100507431
6.8	0.153	2.39	0.0246	1	5.7	0.0246	0	NA	NA	NA
6.76	-0.001	-0.01	0.99231	1	0	0.99231	0	227011_at	79894	ZNF672
5.08	0.042	0.38	0.70799	1	0.14	0.70799	0	227012_at	55972	SLC25A40
9.29	-0.109	-1	0.32855	1	0.99	0.32855	0	227013_at	26524	LATS2
7.03	-0.071	-0.59	0.55931	1	0.35	0.55931	0	227014_at	57168	ASPHD2
6.79	-0.067	-0.7	0.49119	1	0.49	0.49119	0	227015_at	57168	ASPHD2
5.76	-0.005	-0.06	0.94912	1	0	0.94912	0	227016_at	157697	ERICH1
6.7	-0.047	-0.39	0.70289	1	0.15	0.70289	0	227017_at	157697	ERICH1
8.09	0.069	0.5	0.62069	1	0.25	0.62069	0	227018_at	54878	DPP8
5.6	-0.054	-0.74	0.46608	1	0.55	0.46608	0	227019_at	400793	C1orf226
7.81	-0.161	-1.06	0.3003	1	1.12	0.3003	0	227020_at	388403	YPEL2
6.31	0.029	0.44	0.6668	1	0.19	0.6668	0	227022_at	132789	GNPDA2
5.55	-0.022	-0.25	0.8059	1	0.06	0.8059	0	227024_s_at	128308	MRPL55
6.16	-0.074	-0.7	0.48891	1	0.49	0.48891	0	227025_at	51535	PPHLN1
