A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
9.86	0.105	0.12	0.90594	0.992083	0.01	0.90594	0	ILMN_1656670	ILMN_1656670	HLA-G
4.98	0.278	0.5	0.62645	0.934105	0.25	0.62645	0	ILMN_1656672	ILMN_1656672	MYLK
11.28	0.004	0.03	0.97822	0.997207	0	0.97822	0	ILMN_1656676	ILMN_1656676	ZYG11B
5.39	0.119	0.44	0.6671	0.946618	0.19	0.6671	0	ILMN_1656678	ILMN_1656678	SUZ12P1
13.35	-0.331	-1.41	0.18597	0.845981	1.98	0.18597	0	ILMN_1656682	ILMN_1656682	AZIN1
8.1	0.245	1.45	0.17335	0.845981	2.11	0.17335	0	ILMN_1656691	ILMN_1656691	FBXO4
1.38	-1.168	-1.05	0.31684	0.845981	1.1	0.31684	0	ILMN_1656698	ILMN_1656698	NA
3.38	-0.017	-0.02	0.98793	0.998704	0	0.98793	0	ILMN_1656715	ILMN_1656715	THSD7A
5.95	0.778	2.1	0.05898	0.840944	4.39	0.05898	0	ILMN_1656718	ILMN_1656718	DEF8
1.28	1.081	1	0.33765	0.849992	1	0.33765	0	ILMN_1656720	ILMN_1656720	PTPN11
2.77	-0.636	-0.5	0.62795	0.934105	0.25	0.62795	0	ILMN_1656722	ILMN_1656722	NA
0.42	-0.832	-1.06	0.31038	0.845981	1.13	0.31038	0	ILMN_1656724	ILMN_1656724	OR14A16
5.39	-0.192	-0.48	0.64271	0.937573	0.23	0.64271	0	ILMN_1656732	ILMN_1656732	LOC440300
5.14	0.862	2.8	0.0168	0.824109	7.82	0.0168	0	ILMN_1656743	ILMN_1656743	NA
5.86	0.095	0.33	0.74685	0.969326	0.11	0.74685	0	ILMN_1656761	ILMN_1656761	TGIF1
4.24	-0.49	-0.56	0.58637	0.930664	0.31	0.58637	0	ILMN_1656767	ILMN_1656767	NA
2.82	-1.204	-1.06	0.30905	0.845981	1.13	0.30905	0	ILMN_1656772	ILMN_1656772	LOC100288069
1.12	1.173	1.15	0.27403	0.845981	1.32	0.27403	0	ILMN_1656779	ILMN_1656779	SPATA31D3
14.61	-0.007	-0.05	0.96134	0.995095	0	0.96134	0	ILMN_1656791	ILMN_1656791	RPS6
5.45	-0.295	-0.9	0.38585	0.859019	0.81	0.38585	0	ILMN_1656792	ILMN_1656792	FLYWCH1
6.28	-0.041	-0.2	0.84387	0.987139	0.04	0.84387	0	ILMN_1656798	ILMN_1656798	TIMM17A
5.22	-0.609	-1.69	0.1171	0.845981	2.87	0.1171	0	ILMN_1656801	ILMN_1656801	NA
14.66	0.115	0.86	0.40678	0.872525	0.74	0.40678	0	ILMN_1656807	ILMN_1656807	RPL27
4.64	0.296	0.59	0.5677	0.922905	0.35	0.5677	0	ILMN_1656817	ILMN_1656817	NA
2.63	0.98	0.97	0.35283	0.853732	0.94	0.35283	0	ILMN_1656818	ILMN_1656818	GPR141
10.33	0.023	0.16	0.87326	0.991888	0.03	0.87326	0	ILMN_1656822	ILMN_1656822	DNM2
7.5	0.174	0.74	0.47175	0.890435	0.55	0.47175	0	ILMN_1656826	ILMN_1656826	SH3RF1
10.64	-0.896	-1.58	0.14116	0.845981	2.5	0.14116	0	ILMN_1656837	ILMN_1656837	RBP1
6.96	-0.016	-0.06	0.95028	0.994161	0	0.95028	0	ILMN_1656840	ILMN_1656840	VPS13D
4.67	-0.528	-0.52	0.61511	0.934105	0.27	0.61511	0	ILMN_1656842	ILMN_1656842	LINC00452
6.08	-0.128	-0.56	0.5837	0.930664	0.32	0.5837	0	ILMN_1656846	ILMN_1656846	NA
3.6	0.937	1.21	0.24936	0.845981	1.47	0.24936	0	ILMN_1656847	ILMN_1656847	NA
0.31	-0.04	-0.1	0.92526	0.994161	0.01	0.92526	0	ILMN_1656853	ILMN_1656853	NA
2.14	0.145	0.13	0.89861	0.991888	0.02	0.89861	0	ILMN_1656863	ILMN_1656863	NA
0.97	1.932	2.72	0.01918	0.824109	7.41	0.01918	0	ILMN_1656865	ILMN_1656865	NA
2.35	0.247	0.24	0.8166	0.980482	0.06	0.8166	0	ILMN_1656867	ILMN_1656867	PLA2G2C
13.6	-0.421	-2.38	0.03546	0.840944	5.68	0.03546	0	ILMN_1656868	ILMN_1656868	NA
7.03	0.126	0.65	0.52565	0.914485	0.43	0.52565	0	ILMN_1656869	ILMN_1656869	NA
3.82	-0.603	-0.99	0.34146	0.851324	0.98	0.34146	0	ILMN_1656871	ILMN_1656871	NA
5.35	0.253	0.93	0.37307	0.854814	0.86	0.37307	0	ILMN_1656879	ILMN_1656879	NA
4.15	-1.081	-1.54	0.15125	0.845981	2.36	0.15125	0	ILMN_1656882	ILMN_1656882	NA
3.7	-0.224	-0.43	0.67832	0.947847	0.18	0.67832	0	ILMN_1656883	ILMN_1656883	LOC643201
7.55	-0.04	-0.14	0.88999	0.991888	0.02	0.88999	0	ILMN_1656886	ILMN_1656886	LIN37
3.87	1.981	2.11	0.05752	0.840944	4.45	0.05752	0	ILMN_1656898	ILMN_1656898	NA
9.88	-0.002	-0.01	0.99419	0.99902	0	0.99419	0	ILMN_1656900	ILMN_1656900	NA
7.82	0.075	0.4	0.69583	0.952454	0.16	0.69583	0	ILMN_1656902	ILMN_1656902	HECTD3
5.85	0.643	1.15	0.27171	0.845981	1.33	0.27171	0	ILMN_1656904	ILMN_1656904	SLC1A4
1.03	1.007	1.22	0.24746	0.845981	1.49	0.24746	0	ILMN_1656907	ILMN_1656907	NA
5.78	-0.106	-0.32	0.75315	0.971049	0.1	0.75315	0	ILMN_1656909	ILMN_1656909	NA
9.74	-0.019	-0.09	0.92823	0.994161	0.01	0.92823	0	ILMN_1656910	ILMN_1656910	TRIM6
12.66	0.098	0.8	0.44225	0.87898	0.63	0.44225	0	ILMN_1656913	ILMN_1656913	MDH1
6.49	0.204	0.83	0.42268	0.876772	0.69	0.42268	0	ILMN_1656915	ILMN_1656915	PSD3
11.94	-0.841	-2.25	0.04464	0.840944	5.08	0.04464	0	ILMN_1656920	ILMN_1656920	CRIP1
1.73	-0.905	-0.93	0.3726	0.854814	0.86	0.3726	0	ILMN_1656921	ILMN_1656921	NA
5.49	0.249	0.96	0.35495	0.853732	0.93	0.35495	0	ILMN_1656925	ILMN_1656925	NA
2.03	-0.908	-0.67	0.51747	0.910656	0.45	0.51747	0	ILMN_1656927	ILMN_1656927	SEMA5A
7.36	-0.056	-0.14	0.89013	0.991888	0.02	0.89013	0	ILMN_1656934	ILMN_1656934	REPS2
7.58	-0.068	-0.25	0.80614	0.977007	0.06	0.80614	0	ILMN_1656938	ILMN_1656938	SLC37A2
1.03	0.202	0.18	0.86147	0.991888	0.03	0.86147	0	ILMN_1656939	ILMN_1656939	LOC400099
9.24	0.222	0.65	0.52981	0.915344	0.42	0.52981	0	ILMN_1656940	ILMN_1656940	ABLIM3
4.93	-0.806	-2.21	0.04815	0.840944	4.89	0.04815	0	ILMN_1656942	ILMN_1656942	PRICKLE3
5.17	0.184	0.59	0.56693	0.922565	0.35	0.56693	0	ILMN_1656949	ILMN_1656949	SLFN14
10.46	-0.03	-0.08	0.9353	0.994161	0.01	0.9353	0	ILMN_1656951	ILMN_1656951	APCDD1
4.43	-0.606	-0.66	0.51939	0.911333	0.44	0.51939	0	ILMN_1656955	ILMN_1656955	PCDHGC3
14.31	0.196	1.34	0.20495	0.845981	1.81	0.20495	0	ILMN_1656962	ILMN_1656962	RPS15
1.54	-0.083	-0.08	0.94	0.994161	0.01	0.94	0	ILMN_1656963	ILMN_1656963	NA
9.69	0.326	1.59	0.14002	0.845981	2.51	0.14002	0	ILMN_1656977	ILMN_1656977	HIBCH
1.42	-0.41	-0.38	0.71152	0.954481	0.14	0.71152	0	ILMN_1656981	ILMN_1656981	UBE2Q2L
5.64	-0.52	-1.47	0.16968	0.845981	2.15	0.16968	0	ILMN_1656988	ILMN_1656988	FAM90A27P
4.18	-0.43	-0.7	0.49709	0.898511	0.49	0.49709	0	ILMN_1656993	ILMN_1656993	NA
2.72	2.207	1.82	0.09515	0.845981	3.31	0.09515	0	ILMN_1656998	ILMN_1656998	CHMP4B
1.73	-0.224	-0.2	0.84195	0.98706	0.04	0.84195	0	ILMN_1657002	ILMN_1657002	OR51B5
5.34	0.428	0.91	0.38385	0.859019	0.82	0.38385	0	ILMN_1657009	ILMN_1657009	NFASC
5.94	-0.303	-1.28	0.22498	0.845981	1.64	0.22498	0	ILMN_1657010	ILMN_1657010	NA
9.1	-0.233	-1.22	0.24613	0.845981	1.49	0.24613	0	ILMN_1657011	ILMN_1657011	SLC25A25-AS1
6.5	0.143	0.34	0.73678	0.966058	0.12	0.73678	0	ILMN_1657022	ILMN_1657022	NUS1
3.49	-0.078	-0.1	0.92353	0.994161	0.01	0.92353	0	ILMN_1657033	ILMN_1657033	NA
7.49	0.095	0.31	0.76339	0.973529	0.1	0.76339	0	ILMN_1657039	ILMN_1657039	FILIP1
4.43	0.292	0.48	0.64126	0.937573	0.23	0.64126	0	ILMN_1657041	ILMN_1657041	NA
5	-0.681	-2.29	0.04209	0.840944	5.23	0.04209	0	ILMN_1657044	ILMN_1657044	STARD6
2.14	-1.94	-1.97	0.07302	0.845981	3.9	0.07302	0	ILMN_1657045	ILMN_1657045	ABR
7.82	0.184	0.94	0.36902	0.854465	0.87	0.36902	0	ILMN_1657050	ILMN_1657050	ARSK
1.79	-0.095	-0.09	0.93315	0.994161	0.01	0.93315	0	ILMN_1657056	ILMN_1657056	NA
2.44	-1.671	-1.85	0.09038	0.845981	3.42	0.09038	0	ILMN_1657058	ILMN_1657058	PPIL6
9.35	0.045	0.35	0.73633	0.965976	0.12	0.73633	0	ILMN_1657064	ILMN_1657064	ERMARD
2.11	-2.573	-2.5	0.02879	0.840944	6.24	0.02879	0	ILMN_1657074	ILMN_1657074	NA
6.71	-0.162	-0.47	0.64885	0.93935	0.22	0.64885	0	ILMN_1657077	ILMN_1657077	SOCS6
0.21	0.39	0.99	0.34441	0.8521	0.97	0.34441	0	ILMN_1657079	ILMN_1657079	NA
4.91	-0.375	-0.87	0.40451	0.87194	0.75	0.40451	0	ILMN_1657086	ILMN_1657086	NA
6.29	-0.473	-1.01	0.33455	0.847784	1.01	0.33455	0	ILMN_1657087	ILMN_1657087	ZNF385B
8.13	0.046	0.23	0.82015	0.981368	0.05	0.82015	0	ILMN_1657095	ILMN_1657095	STARD3
3.99	0.617	0.79	0.44387	0.87898	0.63	0.44387	0	ILMN_1657096	ILMN_1657096	NA
6.72	-0.445	-0.82	0.42979	0.876772	0.67	0.42979	0	ILMN_1657111	ILMN_1657111	AHNAK2
0.21	-0.423	-1.04	0.32167	0.845981	1.07	0.32167	0	ILMN_1657125	ILMN_1657125	GAGE1
3.98	-2.636	-2.19	0.04998	0.840944	4.8	0.04998	0	ILMN_1657128	ILMN_1657128	PTPRU
9.3	0.092	0.55	0.59582	0.93239	0.3	0.59582	0	ILMN_1657129	ILMN_1657129	SKAP2
9.38	0.058	0.35	0.7292	0.961322	0.13	0.7292	0	ILMN_1657139	ILMN_1657139	ADAT1
7.55	0.246	1.54	0.15173	0.845981	2.36	0.15173	0	ILMN_1657144	ILMN_1657144	IBA57
0.24	0.479	1.19	0.25787	0.845981	1.42	0.25787	0	ILMN_1657145	ILMN_1657145	MEOX1
0.71	-0.243	-0.28	0.7832	0.976773	0.08	0.7832	0	ILMN_1657147	ILMN_1657147	NA
0.33	0.657	1.06	0.3128	0.845981	1.11	0.3128	0	ILMN_1657148	ILMN_1657148	CIRBP-AS1
2.73	-1.726	-1.11	0.28835	0.845981	1.24	0.28835	0	ILMN_1657149	ILMN_1657149	C8orf46
7.74	-0.318	-1.34	0.20644	0.845981	1.79	0.20644	0	ILMN_1657153	ILMN_1657153	ACTR3
3.94	0.215	0.15	0.87956	0.991888	0.02	0.87956	0	ILMN_1657157	ILMN_1657157	NA
3.36	-0.207	-0.3	0.76851	0.974938	0.09	0.76851	0	ILMN_1657158	ILMN_1657158	RNF168
2.21	-0.68	-0.61	0.55439	0.921055	0.37	0.55439	0	ILMN_1657191	ILMN_1657191	KRTAP10-5
2.15	-1.289	-1.05	0.31711	0.845981	1.09	0.31711	0	ILMN_1657194	ILMN_1657194	TSNAXIP1
4.2	-1.023	-1.06	0.31024	0.845981	1.13	0.31024	0	ILMN_1657199	ILMN_1657199	NFASC
12.67	0.175	1.18	0.26359	0.845981	1.38	0.26359	0	ILMN_1657204	ILMN_1657204	SAE1
4.71	-0.337	-0.71	0.49135	0.896886	0.51	0.49135	0	ILMN_1657210	ILMN_1657210	NA
4.9	0.616	1.4	0.18685	0.845981	1.97	0.18685	0	ILMN_1657222	ILMN_1657222	NA
5.09	-0.076	-0.25	0.81067	0.978678	0.06	0.81067	0	ILMN_1657230	ILMN_1657230	NA
6.29	-0.837	-1.46	0.17113	0.845981	2.13	0.17113	0	ILMN_1657235	ILMN_1657235	PALM3
7.07	0.263	0.8	0.44275	0.87898	0.63	0.44275	0	ILMN_1657237	ILMN_1657237	NUBP2
6.29	0.307	1.72	0.11292	0.845981	2.95	0.11292	0	ILMN_1657238	ILMN_1657238	NA
2.3	1.441	1.28	0.22738	0.845981	1.63	0.22738	0	ILMN_1657247	ILMN_1657247	NA
5.83	-0.018	-0.06	0.95323	0.994161	0	0.95323	0	ILMN_1657248	ILMN_1657248	EREG
0.53	0.225	0.34	0.74217	0.967493	0.11	0.74217	0	ILMN_1657249	ILMN_1657249	NA
2.18	-1.354	-1.3	0.22003	0.845981	1.68	0.22003	0	ILMN_1657266	ILMN_1657266	LINC00461
8.37	-1.863	-2.24	0.04592	0.840944	5.01	0.04592	0	ILMN_1657273	ILMN_1657273	LINC02291
6.67	0.026	0.15	0.88619	0.991888	0.02	0.88619	0	ILMN_1657278	ILMN_1657278	DVL1
4.7	0.563	1.66	0.12347	0.845981	2.76	0.12347	0	ILMN_1657279	ILMN_1657279	HP1BP3
12.73	-0.136	-0.97	0.35221	0.853732	0.94	0.35221	0	ILMN_1657283	ILMN_1657283	ALKBH5
0.53	0.764	0.88	0.39524	0.864981	0.78	0.39524	0	ILMN_1657285	ILMN_1657285	NA
3.93	0.347	0.49	0.63318	0.936199	0.24	0.63318	0	ILMN_1657286	ILMN_1657286	NPIPB9
7.93	0.057	0.32	0.75311	0.971049	0.1	0.75311	0	ILMN_1657288	ILMN_1657288	GUSBP4
1.96	-0.338	-0.31	0.76453	0.974108	0.09	0.76453	0	ILMN_1657295	ILMN_1657295	CPA6
1.29	0.644	0.74	0.47154	0.890392	0.55	0.47154	0	ILMN_1657302	ILMN_1657302	SULT1A1
1.01	0.048	0.06	0.9541	0.99441	0	0.9541	0	ILMN_1657312	ILMN_1657312	CBWD2
7.28	0.066	0.26	0.8005	0.977007	0.07	0.8005	0	ILMN_1657317	ILMN_1657317	POLR2J
7.48	-0.115	-0.5	0.62783	0.934105	0.25	0.62783	0	ILMN_1657332	ILMN_1657332	CCDC85B
6.39	0.097	0.28	0.78678	0.976773	0.08	0.78678	0	ILMN_1657344	ILMN_1657344	PLAG1
2.67	-0.503	-0.39	0.70514	0.954481	0.15	0.70514	0	ILMN_1657347	ILMN_1657347	PODXL2
7.35	-0.242	-1.02	0.32861	0.845981	1.04	0.32861	0	ILMN_1657348	ILMN_1657348	NA
4.9	-0.477	-1.36	0.20054	0.845981	1.84	0.20054	0	ILMN_1657349	ILMN_1657349	EPHA6
4.23	-0.022	-0.05	0.96328	0.995352	0	0.96328	0	ILMN_1657358	ILMN_1657358	CD200R1L
10.13	-0.356	-1.47	0.16731	0.845981	2.17	0.16731	0	ILMN_1657361	ILMN_1657361	CBX7
10.11	-0.023	-0.07	0.9461	0.994161	0	0.9461	0	ILMN_1657373	ILMN_1657373	P3H2
1.32	0.454	0.44	0.6653	0.945174	0.2	0.6653	0	ILMN_1657374	ILMN_1657374	NA
4.26	-0.544	-1.4	0.18739	0.845981	1.97	0.18739	0	ILMN_1657378	ILMN_1657378	NA
4.98	-0.521	-0.48	0.64204	0.937573	0.23	0.64204	0	ILMN_1657381	ILMN_1657381	RASSF6
10.1	0.208	1.43	0.18051	0.845981	2.03	0.18051	0	ILMN_1657395	ILMN_1657395	HMGCR
0.33	0.667	1.06	0.3126	0.845981	1.12	0.3126	0	ILMN_1657398	ILMN_1657398	NA
5.48	0.117	0.29	0.78065	0.976773	0.08	0.78065	0	ILMN_1657399	ILMN_1657399	RFX6
8.32	-0.2	-1.09	0.29745	0.845981	1.19	0.29745	0	ILMN_1657405	ILMN_1657405	SPPL3
6.21	-0.086	-0.42	0.68554	0.951092	0.17	0.68554	0	ILMN_1657409	ILMN_1657409	NA
3.84	1.214	1.56	0.14636	0.845981	2.43	0.14636	0	ILMN_1657421	ILMN_1657421	YWHAE
11.28	-0.05	-0.29	0.77827	0.976773	0.08	0.77827	0	ILMN_1657423	ILMN_1657423	SPG21
7.47	0.129	0.35	0.73115	0.962508	0.12	0.73115	0	ILMN_1657429	ILMN_1657429	SMAGP
1.41	2.825	1.69	0.11893	0.845981	2.84	0.11893	0	ILMN_1657435	ILMN_1657435	MT1M
7.21	-0.066	-0.21	0.83655	0.984862	0.04	0.83655	0	ILMN_1657436	ILMN_1657436	FGFR1OP2
5.68	0.231	1.01	0.33275	0.84774	1.02	0.33275	0	ILMN_1657440	ILMN_1657440	KCNC2
6.64	-0.039	-0.08	0.93525	0.994161	0.01	0.93525	0	ILMN_1657443	ILMN_1657443	NA
9.51	0.059	0.26	0.79839	0.977007	0.07	0.79839	0	ILMN_1657446	ILMN_1657446	NTPCR
7.47	-0.497	-2.72	0.01937	0.824109	7.38	0.01937	0	ILMN_1657451	ILMN_1657451	SRPK2
5.87	-0.385	-1.71	0.11478	0.845981	2.91	0.11478	0	ILMN_1657455	ILMN_1657455	CEACAM4
9.28	0.211	1.15	0.27439	0.845981	1.32	0.27439	0	ILMN_1657470	ILMN_1657470	YTHDF3
3.91	-0.831	-1.07	0.30871	0.845981	1.13	0.30871	0	ILMN_1657472	ILMN_1657472	NA
10.69	0.102	0.42	0.68301	0.949783	0.18	0.68301	0	ILMN_1657475	ILMN_1657475	GALT
0.81	0.502	0.6	0.56064	0.921806	0.36	0.56064	0	ILMN_1657476	ILMN_1657476	C7orf72
8.26	0.165	1.15	0.27329	0.845981	1.32	0.27329	0	ILMN_1657478	ILMN_1657478	MAGEL2
10.26	0.151	1.2	0.2546	0.845981	1.44	0.2546	0	ILMN_1657483	ILMN_1657483	SEC23B
3.23	-0.089	-0.08	0.9345	0.994161	0.01	0.9345	0	ILMN_1657486	ILMN_1657486	OR2AG2
11.82	0.141	1.09	0.29906	0.845981	1.18	0.29906	0	ILMN_1657495	ILMN_1657495	MLEC
2.05	-0.332	-0.22	0.83011	0.983781	0.05	0.83011	0	ILMN_1657497	ILMN_1657497	KIAA0319
3.73	-0.637	-1.38	0.1926	0.845981	1.92	0.1926	0	ILMN_1657505	ILMN_1657505	HR
7.84	0.167	0.97	0.35255	0.853732	0.94	0.35255	0	ILMN_1657509	ILMN_1657509	TSEN54
11.92	-0.35	-1.07	0.30858	0.845981	1.14	0.30858	0	ILMN_1657515	ILMN_1657515	RPS6KA5
0.36	-0.712	-1.06	0.31185	0.845981	1.12	0.31185	0	ILMN_1657529	ILMN_1657529	CYP2B6
9.62	0.279	0.82	0.42796	0.876772	0.68	0.42796	0	ILMN_1657547	ILMN_1657547	CCDC34
6.91	0.436	1.64	0.12889	0.845981	2.68	0.12889	0	ILMN_1657550	ILMN_1657550	MVD
7.55	0.342	1.61	0.13565	0.845981	2.58	0.13565	0	ILMN_1657554	ILMN_1657554	TSPYL2
4.77	0.512	0.8	0.4421	0.87898	0.63	0.4421	0	ILMN_1657571	ILMN_1657571	ASNA1
5.42	0.083	0.29	0.77925	0.976773	0.08	0.77925	0	ILMN_1657572	ILMN_1657572	GRIN1
3.33	0.609	0.55	0.5905	0.930664	0.31	0.5905	0	ILMN_1657589	ILMN_1657589	NA
0.52	-0.455	-0.63	0.54122	0.918599	0.4	0.54122	0	ILMN_1657595	ILMN_1657595	NA
4.21	-0.069	-0.17	0.86892	0.991888	0.03	0.86892	0	ILMN_1657603	ILMN_1657603	NA
0.37	0.74	1.27	0.23004	0.845981	1.61	0.23004	0	ILMN_1657607	ILMN_1657607	NRG1
0.65	1.295	1.67	0.12144	0.845981	2.8	0.12144	0	ILMN_1657611	ILMN_1657611	SH3RF3
12.87	0.206	1.27	0.22829	0.845981	1.62	0.22829	0	ILMN_1657612	ILMN_1657612	RPL6
0.35	-0.692	-1.06	0.31217	0.845981	1.12	0.31217	0	ILMN_1657618	ILMN_1657618	WTAP
8.31	-0.243	-1.37	0.19817	0.845981	1.87	0.19817	0	ILMN_1657619	ILMN_1657619	DNAJB14
9.92	-0.004	-0.02	0.98098	0.997269	0	0.98098	0	ILMN_1657624	ILMN_1657624	NSFL1C
4.99	0.376	0.69	0.50315	0.902091	0.48	0.50315	0	ILMN_1657627	ILMN_1657627	CBFA2T3
7.03	0.08	0.27	0.79179	0.976773	0.07	0.79179	0	ILMN_1657631	ILMN_1657631	STAP2
11.08	0.01	0.05	0.96141	0.995095	0	0.96141	0	ILMN_1657632	ILMN_1657632	TMEM35B
0.41	-0.83	-1.58	0.14081	0.845981	2.5	0.14081	0	ILMN_1657639	ILMN_1657639	EDEM3
0.22	0.433	1.04	0.32098	0.845981	1.08	0.32098	0	ILMN_1657652	ILMN_1657652	NA
1.96	2.413	2.2	0.04904	0.840944	4.85	0.04904	0	ILMN_1657656	ILMN_1657656	NDOR1
5.21	1.127	2.62	0.02304	0.824109	6.88	0.02304	0	ILMN_1657662	ILMN_1657662	ERI2
3.1	-0.883	-1.26	0.2325	0.845981	1.59	0.2325	0	ILMN_1657665	ILMN_1657665	ZNF644
6.7	0.248	1.34	0.20582	0.845981	1.8	0.20582	0	ILMN_1657673	ILMN_1657673	TMEM250
11.91	-0.316	-1.88	0.08562	0.845981	3.54	0.08562	0	ILMN_1657679	ILMN_1657679	VAV3
8.64	-0.641	-1.87	0.08721	0.845981	3.5	0.08721	0	ILMN_1657680	ILMN_1657680	CCDC69
10.42	0.175	1.22	0.24763	0.845981	1.48	0.24763	0	ILMN_1657682	ILMN_1657682	GFM1
10.31	0.119	0.8	0.44089	0.87898	0.64	0.44089	0	ILMN_1657683	ILMN_1657683	C1orf198
3.9	0.493	0.56	0.58307	0.930664	0.32	0.58307	0	ILMN_1657686	ILMN_1657686	NA
9.57	-0.089	-0.6	0.55811	0.921806	0.36	0.55811	0	ILMN_1657697	ILMN_1657697	SAR1A
9.15	-0.273	-1.03	0.32443	0.845981	1.06	0.32443	0	ILMN_1657701	ILMN_1657701	RBM14
9.64	-0.064	-0.31	0.76202	0.973249	0.1	0.76202	0	ILMN_1657708	ILMN_1657708	MGLL
3.71	1.566	1.72	0.11207	0.845981	2.96	0.11207	0	ILMN_1657711	ILMN_1657711	NA
5.38	0.105	0.39	0.70627	0.954481	0.15	0.70627	0	ILMN_1657715	ILMN_1657715	NA
13.38	0.009	0.06	0.95327	0.994161	0	0.95327	0	ILMN_1657722	ILMN_1657722	RPS3A
5.87	-0.45	-1.33	0.20838	0.845981	1.78	0.20838	0	ILMN_1657728	ILMN_1657728	NA
3.33	-0.998	-1.05	0.31613	0.845981	1.1	0.31613	0	ILMN_1657729	ILMN_1657729	ZNF254
9.44	0.067	0.42	0.68038	0.949306	0.18	0.68038	0	ILMN_1657744	ILMN_1657744	FAM219B
8.5	0.34	1.84	0.09118	0.845981	3.4	0.09118	0	ILMN_1657746	ILMN_1657746	BPHL
4.44	-1.453	-1.47	0.169	0.845981	2.16	0.169	0	ILMN_1657749	ILMN_1657749	CYP27C1
8.63	-0.047	-0.36	0.72255	0.958129	0.13	0.72255	0	ILMN_1657754	ILMN_1657754	RPAP2
7.28	-0.265	-1.29	0.22121	0.845981	1.67	0.22121	0	ILMN_1657760	ILMN_1657760	SYT17
8.92	-0.012	-0.04	0.96976	0.996303	0	0.96976	0	ILMN_1657766	ILMN_1657766	TRIM29
4.91	-0.245	-0.45	0.66192	0.943925	0.2	0.66192	0	ILMN_1657769	ILMN_1657769	EIF5
9.3	-0.259	-1.14	0.27647	0.845981	1.31	0.27647	0	ILMN_1657771	ILMN_1657771	CRTC2
0.33	0.24	0.5	0.62593	0.934105	0.25	0.62593	0	ILMN_1657790	ILMN_1657790	SRSF11
9.43	0.46	2.15	0.0535	0.840944	4.63	0.0535	0	ILMN_1657796	ILMN_1657796	STMN1
10.05	0.152	1.04	0.31795	0.845981	1.09	0.31795	0	ILMN_1657797	ILMN_1657797	FIBP
8.21	-0.438	-1.14	0.27826	0.845981	1.3	0.27826	0	ILMN_1657803	ILMN_1657803	CFH
8.95	-0.295	-1.43	0.17868	0.845981	2.05	0.17868	0	ILMN_1657810	ILMN_1657810	PPM1M
5.19	0.203	0.75	0.4688	0.888968	0.56	0.4688	0	ILMN_1657812	ILMN_1657812	NA
4.26	-0.35	-0.41	0.68716	0.951092	0.17	0.68716	0	ILMN_1657816	ILMN_1657816	NFE4
5.36	-0.536	-1.33	0.21003	0.845981	1.76	0.21003	0	ILMN_1657818	ILMN_1657818	IQCB1
5.54	0.134	0.45	0.66224	0.943997	0.2	0.66224	0	ILMN_1657827	ILMN_1657827	NA
5.59	-0.001	0	0.99932	0.999724	0	0.99932	0	ILMN_1657832	ILMN_1657832	TOB2P1
7.4	0.329	1.33	0.21086	0.845981	1.76	0.21086	0	ILMN_1657836	ILMN_1657836	PLEKHG2
6.67	0.538	1.48	0.16712	0.845981	2.18	0.16712	0	ILMN_1657837	ILMN_1657837	ZC3H8
6.15	0.214	0.73	0.47796	0.891256	0.54	0.47796	0	ILMN_1657838	ILMN_1657838	KDM8
1.62	-1.311	-0.95	0.36368	0.853732	0.89	0.36368	0	ILMN_1657847	ILMN_1657847	SUN3
0.69	0.09	0.11	0.91595	0.994161	0.01	0.91595	0	ILMN_1657854	ILMN_1657854	MITF
2.51	-1.321	-1.14	0.27586	0.845981	1.31	0.27586	0	ILMN_1657855	ILMN_1657855	ACTL6B
12.24	-0.021	-0.16	0.87606	0.991888	0.03	0.87606	0	ILMN_1657857	ILMN_1657857	TMEM14C
7.22	-0.113	-0.67	0.51856	0.910656	0.44	0.51856	0	ILMN_1657860	ILMN_1657860	MINOS1
12.39	-0.135	-0.56	0.58386	0.930664	0.32	0.58386	0	ILMN_1657862	ILMN_1657862	AHCY
8.79	0.345	1.24	0.24104	0.845981	1.53	0.24104	0	ILMN_1657864	ILMN_1657864	TMUB2
5.22	-0.054	-0.09	0.93075	0.994161	0.01	0.93075	0	ILMN_1657868	ILMN_1657868	SIRT4
3.84	-0.37	-0.8	0.43773	0.877232	0.65	0.43773	0	ILMN_1657870	ILMN_1657870	ABL2
7.58	0.071	0.27	0.78919	0.976773	0.07	0.78919	0	ILMN_1657871	ILMN_1657871	RSAD2
9.79	0.026	0.16	0.87582	0.991888	0.03	0.87582	0	ILMN_1657873	ILMN_1657873	XPO4
3.73	-0.599	-0.57	0.58012	0.930664	0.32	0.58012	0	ILMN_1657874	ILMN_1657874	NA
8.45	-0.117	-0.8	0.43804	0.87751	0.65	0.43804	0	ILMN_1657884	ILMN_1657884	NME2
3.88	0.096	0.13	0.89561	0.991888	0.02	0.89561	0	ILMN_1657886	ILMN_1657886	NA
7.53	0.033	0.19	0.85233	0.990202	0.04	0.85233	0	ILMN_1657891	ILMN_1657891	TNKS
7.53	-0.293	-0.86	0.40709	0.872525	0.74	0.40709	0	ILMN_1657892	ILMN_1657892	TLR8
9.3	0.073	0.45	0.65952	0.94299	0.2	0.65952	0	ILMN_1657893	ILMN_1657893	TXNRD2
4.65	1.698	1.87	0.08729	0.845981	3.5	0.08729	0	ILMN_1657898	ILMN_1657898	MTFP1
