A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
6.15	0.199	1.02	0.35015	0.999995	1.03	0.35015	0	1553644_at	161176	SYNE3
7.28	-0.107	-0.25	0.81324	0.999995	0.06	0.81324	0	1553647_at	124359	CDYL2
6.19	0.075	0.56	0.597	0.999995	0.31	0.597	0	1553656_at	6975	TECTB
5.82	0	0	0.99772	0.999995	0	0.99772	0	1553657_at	146177	VWA3A
5.64	0.056	0.24	0.81615	0.999995	0.06	0.81615	0	1553658_at	150197	LINC00896
6.24	-0.121	-0.68	0.5251	0.999995	0.46	0.5251	0	1553660_at	135458	HUS1B
4.64	-0.134	-0.8	0.45769	0.999995	0.63	0.45769	0	1553661_a_at	135458	HUS1B
8.06	0.343	0.39	0.70971	0.999995	0.15	0.70971	0	1553663_a_at	256933	NPB
6.01	-0.026	-0.13	0.89857	0.999995	0.02	0.89857	0	1553668_at	84859	LRCH3
4.62	0.147	0.62	0.56036	0.999995	0.38	0.56036	0	1553672_at	55740	ENAH
5.15	-0.132	-0.69	0.51985	0.999995	0.47	0.51985	0	1553673_at	140901	STK35
5.58	-0.094	-0.38	0.71481	0.999995	0.15	0.71481	0	1553675_at	89953	KLC4
7.42	-0.297	-1.37	0.22052	0.999995	1.89	0.22052	0	1553677_a_at	261726	TIPRL
11.89	-0.007	-0.02	0.98516	0.999995	0	0.98516	0	1553678_a_at	3688	ITGB1
5.97	-0.156	-0.21	0.83999	0.999995	0.04	0.83999	0	1553679_s_at	154807	VKORC1L1
7.77	-0.178	-0.23	0.82521	0.999995	0.05	0.82521	0	1553681_a_at	5551	PRF1
4.75	-0.008	-0.06	0.95492	0.999995	0	0.95492	0	1553684_at	285755	PPIL6
6.92	-0.079	-0.21	0.84379	0.999995	0.04	0.84379	0	1553685_s_at	6667	SP1
5.46	0.132	0.55	0.60421	0.999995	0.3	0.60421	0	1553686_at	147339	C18orf25
5.66	0.041	0.25	0.81166	0.999995	0.06	0.81166	0	1553688_at	131965	METTL6
7.08	-0.092	-0.42	0.68856	0.999995	0.18	0.68856	0	1553689_s_at	131965	METTL6
4.94	0.039	0.18	0.86204	0.999995	0.03	0.86204	0	1553690_at	151648	SGO1
5.34	-0.092	-0.4	0.70626	0.999995	0.16	0.70626	0	1553693_s_at	84869	CBR4
7.46	0.118	0.49	0.64242	0.999995	0.24	0.64242	0	1553694_a_at	5286	PIK3C2A
7.96	-0.076	-0.21	0.83984	0.999995	0.04	0.83984	0	1553695_a_at	79671	NLRX1
5.14	-0.101	-0.35	0.74009	0.999995	0.12	0.74009	0	1553696_s_at	148266	ZNF569
5.2	0.333	0.21	0.84124	0.999995	0.04	0.84124	0	1553697_at	126731	CCSAP
5.71	0.488	0.27	0.79851	0.999995	0.07	0.79851	0	1553698_a_at	126731	CCSAP
6.28	0.008	0.05	0.961	0.999995	0	0.961	0	1553701_a_at	150290	DUSP18
6.73	0.02	0.11	0.91868	0.999995	0.01	0.91868	0	1553702_at	90874	ZNF697
9.13	0.003	0.02	0.98694	0.999995	0	0.98694	0	1553703_at	163049	ZNF791
8.91	0.081	0.5	0.63578	0.999995	0.25	0.63578	0	1553704_x_at	163049	ZNF791
4.53	0.102	0.48	0.65045	0.999995	0.23	0.65045	0	1553705_a_at	1131	CHRM3
8.9	0.593	0.22	0.83711	0.999995	0.05	0.83711	0	1553706_at	203100	HTRA4
8.48	0.012	0.05	0.96252	0.999995	0	0.96252	0	1553709_a_at	84950	PRPF38A
6.71	0.069	0.31	0.76522	0.999995	0.1	0.76522	0	1553713_a_at	121268	RHEBL1
8.83	0.026	0.06	0.95616	0.999995	0	0.95616	0	1553715_s_at	84331	MCRIP2
6.5	-0.103	-0.51	0.63171	0.999995	0.26	0.63171	0	1553717_at	154881 /// 27342	KCTD7 /// RABGEF1
7.41	0.018	0.09	0.93403	0.999995	0.01	0.93403	0	1553718_at	147694	ZNF548
6.85	-0.106	-0.45	0.67206	0.999995	0.2	0.67206	0	1553719_s_at	147694	ZNF548
6.4	-0.069	-0.28	0.78587	0.999995	0.08	0.78587	0	1553720_a_at	219287	AMER2
4.81	-0.117	-0.54	0.60935	0.999995	0.29	0.60935	0	1553721_at	220441	RNF152
5.79	-0.034	-0.04	0.9676	0.999995	0	0.9676	0	1553723_at	222487	ADGRG3
6.63	-0.141	-0.62	0.55617	0.999995	0.39	0.55617	0	1553725_s_at	84146	ZNF644
6.03	0.126	0.88	0.41586	0.999995	0.77	0.41586	0	1553727_at	283358	B4GALNT3
8.21	-0.173	-0.78	0.46496	0.999995	0.61	0.46496	0	1553728_at	254050	LRRC43
5.34	0.161	0.87	0.41851	0.999995	0.76	0.41851	0	1553729_s_at	254050	LRRC43
7.65	-0.042	-0.2	0.84527	0.999995	0.04	0.84527	0	1553730_x_at	254050	LRRC43
6.84	0.17	1.04	0.34063	0.999995	1.08	0.34063	0	1553732_s_at	84902	CEP89
5.49	-0.072	-0.49	0.64548	0.999995	0.24	0.64548	0	1553740_a_at	3656	IRAK2
4.94	0.238	0.85	0.42854	0.999995	0.72	0.42854	0	1553741_at	148645	LINC00337
5.87	-0.151	-0.4	0.70409	0.999995	0.16	0.70409	0	1553743_at	151194	METTL21A
4.15	-0.114	-0.2	0.84678	0.999995	0.04	0.84678	0	1553746_a_at	283310	OTOGL
4.88	0.114	0.41	0.6982	0.999995	0.17	0.6982	0	1553747_at	85009	MGC16025
5.12	-0.282	-0.68	0.52401	0.999995	0.46	0.52401	0	1553750_a_at	143684	FAM76B
6.22	0.297	1.91	0.10689	0.999995	3.64	0.10689	0	1553752_at	128497	SPATA25
7.44	0.126	0.42	0.69246	0.999995	0.17	0.69246	0	1553755_at	115861	NXNL1
5.55	0.181	0.84	0.43442	0.999995	0.71	0.43442	0	1553756_at	84850	GLIS3-AS1
4.72	-0.068	-0.33	0.75114	0.999995	0.11	0.75114	0	1553757_at	84223	IQCG
5.88	-0.047	-0.25	0.81215	0.999995	0.06	0.81215	0	1553761_at	253143	PRR14L
7.76	0.075	0.12	0.9088	0.999995	0.01	0.9088	0	1553764_a_at	84962	AJUBA
7.86	-0.118	-0.18	0.86622	0.999995	0.03	0.86622	0	1553768_a_at	285761	DCBLD1
5.58	-0.258	-1.56	0.17089	0.999995	2.45	0.17089	0	1553769_at	89886	SLAMF9
6.79	0.027	0.12	0.90583	0.999995	0.02	0.90583	0	1553770_a_at	89886	SLAMF9
6.63	-0.204	-0.86	0.423	0.999995	0.74	0.423	0	1553775_at	152048	LOC152048
7.66	0.259	0.62	0.56098	0.999995	0.38	0.56098	0	1553778_at	155368	METTL27
6.37	0.071	0.45	0.66739	0.999995	0.2	0.66739	0	1553780_at	196872	LINC00638
5.2	0.099	0.47	0.6559	0.999995	0.22	0.6559	0	1553787_at	219833	C11orf45
4.72	0.067	0.32	0.75848	0.999995	0.1	0.75848	0	1553796_at	150622	LINC01105
4.22	0.215	0.34	0.7425	0.999995	0.12	0.7425	0	1553801_a_at	112487	DTD2
5.95	0.111	0.63	0.5503	0.999995	0.4	0.5503	0	1553802_a_at	6658	SOX3
6.93	-0.171	-1.12	0.30886	0.999995	1.24	0.30886	0	1553803_at	124783	SPATA32
5.44	0.208	1.32	0.23729	0.999995	1.74	0.23729	0	1553804_a_at	124783	SPATA32
5.09	0.135	0.9	0.40177	0.999995	0.82	0.40177	0	1553805_at	132200	C3orf49
6.09	0.365	0.53	0.61514	0.999995	0.28	0.61514	0	1553809_a_at	169693	TMEM252
4.57	-0.071	-0.3	0.77347	0.999995	0.09	0.77347	0	1553811_at	84983	FAM222A-AS1
6.23	0.086	0.3	0.77512	0.999995	0.09	0.77512	0	1553812_at	79816	TLE6
6.42	-0.041	-0.07	0.9492	0.999995	0	0.9492	0	1553813_s_at	79816	TLE6
5.01	-0.185	-0.83	0.44102	0.999995	0.68	0.44102	0	1553815_a_at	170082	TCEANC
4.66	-0.096	-0.66	0.53702	0.999995	0.43	0.53702	0	1553817_at	25812 /// 29774 /// 29797 /// 266697 /// 646074 /// 727983	POM121L1P /// POM121L9P /// POM121L8P /// POM121L4P /// POM121L10P /// LOC727983
5.78	-0.097	-0.61	0.56624	0.999995	0.37	0.56624	0	1553818_x_at	25812 /// 29774 /// 29797 /// 266697 /// 646074 /// 727983	POM121L1P /// POM121L9P /// POM121L8P /// POM121L4P /// POM121L10P /// LOC727983
6.81	-0.101	-0.49	0.64197	0.999995	0.24	0.64197	0	1553826_a_at	146325	PRR35
4.99	-0.043	-0.31	0.77067	0.999995	0.09	0.77067	0	1553828_at	120400	NXPE1
5.65	0.201	0.94	0.38676	0.999995	0.88	0.38676	0	1553831_at	140564	APOBEC3D
6.94	0.151	1.14	0.29826	0.999995	1.31	0.29826	0	1553832_at	246704	LINC00315
6.06	0.095	0.42	0.68715	0.999995	0.18	0.68715	0	1553837_at	192111	PGAM5
6.02	-0.054	-0.29	0.77881	0.999995	0.09	0.77881	0	1553839_at	91050	CCDC149
6.05	-0.117	-0.91	0.39784	0.999995	0.83	0.39784	0	1553840_a_at	91050	CCDC149
7.55	0.284	1.45	0.19932	0.999995	2.1	0.19932	0	1553843_at	256815	C10orf67
7.6	0.04	0.21	0.84382	0.999995	0.04	0.84382	0	1553845_x_at	256815	C10orf67
6.34	-0.081	-0.36	0.73305	0.999995	0.13	0.73305	0	1553846_at	220082	SPERT
5.74	-0.097	-0.31	0.76774	0.999995	0.1	0.76774	0	1553847_a_at	220082	SPERT
5.24	0.037	0.21	0.84271	0.999995	0.04	0.84271	0	1553850_at	114041	B3GALT5-AS1
5.32	0.113	0.69	0.51441	0.999995	0.48	0.51441	0	1553852_at	157680	VPS13B
5.26	0.091	0.55	0.60383	0.999995	0.3	0.60383	0	1553856_s_at	27334	P2RY10
6.81	-0.004	-0.03	0.97783	0.999995	0	0.97783	0	1553857_at	283284	IGSF22
7.46	0.092	0.38	0.71766	0.999995	0.14	0.71766	0	1553858_at	79842	ZBTB3
5.69	0.292	1.49	0.18784	0.999995	2.23	0.18784	0	1553860_at	149095	DCST1
6.82	-0.042	-0.23	0.82782	0.999995	0.05	0.82782	0	1553871_at	255193	CSNK1G2-AS1
7.17	0.174	0.88	0.4126	0.999995	0.78	0.4126	0	1553872_at	256302	NATD1
5.69	0.371	0.97	0.37038	0.999995	0.94	0.37038	0	1553874_a_at	84891	ZSCAN10
6.23	0.117	0.64	0.54384	0.999995	0.42	0.54384	0	1553875_s_at	84891	ZSCAN10
5.78	0.13	0.81	0.45033	0.999995	0.66	0.45033	0	1553879_a_at	137362	GOT1L1
5.85	-0.004	-0.02	0.9862	0.999995	0	0.9862	0	1553880_at	170393	C10orf91
4.64	0.071	0.45	0.6663	0.999995	0.21	0.6663	0	NA	NA	NA
4.91	0.008	0.05	0.9603	0.999995	0	0.9603	0	1553887_at	284369	SIGLECL1
4.77	-0.067	-0.32	0.75866	0.999995	0.1	0.75866	0	1553888_at	160287	LDHAL6A
5.25	0.18	1.01	0.35363	0.999995	1.02	0.35363	0	1553889_at	117194	MRGPRX2
6.75	0.019	0.09	0.92935	0.999995	0.01	0.92935	0	1553890_s_at	126147	NTN5
4.96	0.114	0.77	0.47273	0.999995	0.59	0.47273	0	1553891_at	128209	KLF17
6.12	-0.049	-0.37	0.72109	0.999995	0.14	0.72109	0	1553893_at	126402	CCDC105
4.98	-0.055	-0.36	0.73175	0.999995	0.13	0.73175	0	1553895_at	160298	C11orf42
6.76	0.068	0.39	0.71048	0.999995	0.15	0.71048	0	1553900_s_at	25812 /// 29774 /// 29797	POM121L1P /// POM121L9P /// POM121L8P
10.24	0.017	0.04	0.97271	0.999995	0	0.97271	0	1553906_s_at	221472	FGD2
6.93	0.025	0.12	0.90507	0.999995	0.02	0.90507	0	1553909_x_at	55719	SLF2
6.04	-0.045	-0.28	0.79015	0.999995	0.08	0.79015	0	1553917_at	200576	PIKFYVE
5.27	-0.002	-0.01	0.99	0.999995	0	0.99	0	1553918_at	150135	LINC00479
5.63	0.048	0.33	0.75493	0.999995	0.11	0.75493	0	1553919_at	157927	C9orf62
4.76	0.043	0.34	0.74315	0.999995	0.12	0.74315	0	1553923_at	283238	SLC22A24
5.18	0.186	0.82	0.44464	0.999995	0.67	0.44464	0	1553927_at	202865	C7orf33
6.68	-0.077	-0.14	0.893	0.999995	0.02	0.893	0	1553928_at	255520	ELMOD2
5.88	-0.011	-0.06	0.95753	0.999995	0	0.95753	0	1553929_at	125981	ACER1
5.9	-0.102	-0.65	0.53955	0.999995	0.42	0.53955	0	1553936_a_at	85003	BFSP2-AS1
4.58	0.19	0.97	0.36986	0.999995	0.95	0.36986	0	1553938_a_at	202374	STK32A
5.28	0.132	0.5	0.63748	0.999995	0.25	0.63748	0	1553940_a_at	123355	LRRC28
7.32	0.233	1.41	0.21004	0.999995	1.99	0.21004	0	1553943_at	171391	LOC171391
5.88	0.009	0.06	0.95228	0.999995	0	0.95228	0	1553945_at	122876	GPHB5
4.73	0.862	1.26	0.25699	0.999995	1.58	0.25699	0	1553946_at	117159	DCD
7.63	-0.067	-0.54	0.60855	0.999995	0.29	0.60855	0	1553947_at	118460	EXOSC6
5.1	-0.045	-0.27	0.79613	0.999995	0.07	0.79613	0	1553949_at	440073	IQSEC3
6.48	0.018	0.11	0.91779	0.999995	0.01	0.91779	0	1553952_at	131540	ZDHHC19
7.5	0.028	0.07	0.94863	0.999995	0	0.94863	0	1553954_at	199857	ALG14
8.47	-0.08	-0.17	0.86938	0.999995	0.03	0.86938	0	1553955_at	129285	PPP1R21
6.02	0.099	0.43	0.68483	0.999995	0.18	0.68483	0	1553956_at	65062	TMEM237
7.06	-0.036	-0.24	0.82022	0.999995	0.06	0.82022	0	1553957_at	163050	ZNF564
9.53	-0.058	-0.2	0.85087	0.999995	0.04	0.85087	0	1553959_a_at	126792	B3GALT6
7.34	-0.067	-0.06	0.95612	0.999995	0	0.95612	0	1553960_at	90203	SNX21
8.16	-0.098	-0.12	0.90959	0.999995	0.01	0.90959	0	1553961_s_at	90203	SNX21
10.62	0.12	0.74	0.48972	0.999995	0.54	0.48972	0	1553962_s_at	388	RHOB
7.57	0.106	0.53	0.61367	0.999995	0.28	0.61367	0	1553967_at	113178 /// 113179	SCAMP4 /// ADAT3
8.6	0.083	0.28	0.79232	0.999995	0.08	0.79232	0	1553968_a_at	113178 /// 113179	SCAMP4 /// ADAT3
5.7	0.213	0.6	0.57097	0.999995	0.36	0.57097	0	1553970_s_at	1056	CEL
7.81	0.023	0.12	0.90831	0.999995	0.01	0.90831	0	1553971_a_at	352954	GATS
7.21	0.12	0.27	0.79993	0.999995	0.07	0.79993	0	1553972_a_at	875	CBS
5.05	0.124	0.87	0.41688	0.999995	0.76	0.41688	0	1553973_a_at	404203	SPINK6
8.13	0.002	0	0.99678	0.999995	0	0.99678	0	1553974_at	128977	C22orf39
7.67	-0.157	-0.33	0.7531	0.999995	0.11	0.7531	0	1553976_a_at	25911	DPCD
6.13	-0.082	-0.24	0.81798	0.999995	0.06	0.81798	0	1553977_a_at	51302	CYP39A1
9.13	0	0	0.99924	0.999995	0	0.99924	0	1553978_at	729991	BORCS8
8.4	-0.017	-0.08	0.93873	0.999995	0.01	0.93873	0	1553979_at	7675	ZNF121
7.09	-0.101	-0.3	0.77142	0.999995	0.09	0.77142	0	1553982_a_at	338382	RAB7B
6	-0.034	-0.18	0.86401	0.999995	0.03	0.86401	0	1553983_at	1841	DTYMK
8.48	0.057	0.29	0.78021	0.999995	0.09	0.78021	0	1553984_s_at	1841	DTYMK
6.21	0.59	1.08	0.32423	0.999995	1.16	0.32423	0	1553986_at	158158	RASEF
8.19	-0.218	-0.77	0.47153	0.999995	0.59	0.47153	0	1553987_at	51275	MAPKAPK5-AS1
7.38	0.635	0.36	0.72968	0.999995	0.13	0.72968	0	1553989_a_at	245973	ATP6V1C2
6.98	0.265	1.44	0.20283	0.999995	2.06	0.20283	0	1553990_at	283870	BRICD5
6.22	0.084	0.42	0.68995	0.999995	0.18	0.68995	0	1553991_s_at	54621 /// 101928274	VSIG10 /// LOC101928274
7.31	-0.12	-0.61	0.56487	0.999995	0.37	0.56487	0	1553992_s_at	10230	NBR2
9.03	-0.083	-0.32	0.7633	0.999995	0.1	0.7633	0	1553993_s_at	81857 /// 102465480	MED25 /// MIR6800
6	0.526	0.59	0.58007	0.999995	0.34	0.58007	0	1553994_at	4907	NT5E
7.99	0.032	0.03	0.9758	0.999995	0	0.9758	0	1553995_a_at	4907	NT5E
6.7	-0.082	-0.19	0.85927	0.999995	0.03	0.85927	0	1553997_a_at	253982	ASPHD1
5.06	-0.123	-0.72	0.49725	0.999995	0.52	0.49725	0	1554001_at	4591	TRIM37
6.85	0.036	0.1	0.92583	0.999995	0.01	0.92583	0	1554003_at	64283	ARHGEF28
6.26	0.041	0.07	0.94667	0.999995	0	0.94667	0	1554004_a_at	64283	ARHGEF28
6.67	-0.003	-0.01	0.99393	0.999995	0	0.99393	0	1554006_a_at	3993	LLGL2
6.73	0.081	0.09	0.93207	0.999995	0.01	0.93207	0	NA	NA	NA
8.11	0.526	0.39	0.71154	0.999995	0.15	0.71154	0	1554008_at	9180	OSMR
6.95	0.061	0.41	0.69746	0.999995	0.17	0.69746	0	1554010_at	3340	NDST1
7.48	-0.048	-0.05	0.96176	0.999995	0	0.96176	0	1554014_at	1106	CHD2
6.94	0.05	0.06	0.95167	0.999995	0	0.95167	0	1554015_a_at	1106	CHD2
8.82	-0.027	-0.2	0.84839	0.999995	0.04	0.84839	0	1554016_a_at	79650	USB1
6.46	-0.028	-0.21	0.84381	0.999995	0.04	0.84381	0	1554017_at	11066 /// 353116	SNRNP35 /// RILPL1
5.72	0.296	0.57	0.59085	0.999995	0.32	0.59085	0	1554018_at	10457	GPNMB
4.63	-0.105	-0.18	0.8655	0.999995	0.03	0.8655	0	1554020_at	636	BICD1
8	-0.224	-0.83	0.43892	0.999995	0.69	0.43892	0	1554021_a_at	7559	ZNF12
4.18	0.271	0.79	0.46035	0.999995	0.63	0.46035	0	1554022_at	152206	CCDC13
6.7	0.001	0	0.99654	0.999995	0	0.99654	0	1554023_s_at	152206	CCDC13
5.05	-0.297	-1.52	0.18111	0.999995	2.31	0.18111	0	1554026_a_at	4651	MYO10
4.79	-0.273	-0.92	0.39302	0.999995	0.85	0.39302	0	1554029_a_at	9652	TTC37
5.11	-0.014	-0.09	0.93426	0.999995	0.01	0.93426	0	1554030_at	411	ARSB
5.3	0.219	1.4	0.21399	0.999995	1.95	0.21399	0	1554033_at	55691	FRMD4A
4.62	0.1	0.36	0.73131	0.999995	0.13	0.73131	0	1554036_at	9841	ZBTB24
5.09	0.146	0.91	0.40115	0.999995	0.82	0.40115	0	1554038_at	55132	LARP1B
6.66	-0.143	-0.88	0.41372	0.999995	0.78	0.41372	0	1554039_at	80017	C14orf159
5.95	0.32	1.63	0.15692	0.999995	2.65	0.15692	0	1554041_at	100288797	TMEM239
6.38	-0.074	-0.4	0.70173	0.999995	0.16	0.70173	0	1554042_s_at	100288797	TMEM239
6.8	-0.071	-0.04	0.9716	0.999995	0	0.9716	0	1554044_a_at	56246	MRAP
6.38	0.05	0.12	0.90789	0.999995	0.01	0.90789	0	1554045_at	7572	ZNF24
5.72	-0.251	-0.95	0.38178	0.999995	0.9	0.38178	0	1554049_s_at	50717	DCAF8
7	-0.039	-0.2	0.84738	0.999995	0.04	0.84738	0	1554050_at	27293	SMPDL3B
7.01	-0.179	-0.98	0.36626	0.999995	0.96	0.36626	0	1554052_at	23019	CNOT1
5.73	0.039	0.19	0.85372	0.999995	0.04	0.85372	0	1554053_at	10558	SPTLC1
6.89	0.124	0.44	0.67694	0.999995	0.19	0.67694	0	1554057_at	645676	ASH1L-AS1
5.78	-0.151	-0.79	0.46145	0.999995	0.62	0.46145	0	1554059_at	6419	SETMAR
5.21	0.062	0.32	0.75854	0.999995	0.1	0.75854	0	1554060_s_at	6419	SETMAR
6.96	0.213	0.23	0.82236	0.999995	0.06	0.82236	0	1554062_at	7499	XG
5.94	-0.114	-0.72	0.50208	0.999995	0.51	0.50208	0	1554063_at	100533106	ZHX1-C8orf76
6.46	0.073	0.56	0.59807	0.999995	0.31	0.59807	0	1554065_at	89853	MVB12B
6.55	0.035	0.15	0.88473	0.999995	0.02	0.88473	0	1554069_at	2046	EPHA8
6.26	0.148	0.91	0.39857	0.999995	0.83	0.39857	0	1554074_s_at	200172	SLFNL1
7.04	-0.239	-0.83	0.44139	0.999995	0.68	0.44139	0	1554076_s_at	219902	TMEM136
8.18	-0.151	-0.27	0.79859	0.999995	0.07	0.79859	0	1554077_a_at	79639	TMEM53
9.6	0.077	0.37	0.72279	0.999995	0.14	0.72279	0	1554078_s_at	9093	DNAJA3
9.14	0.006	0.01	0.99194	0.999995	0	0.99194	0	1554079_at	374378	GALNT18
5.58	-0.143	-0.43	0.68078	0.999995	0.19	0.68078	0	1554080_at	9125	CNOT9
7.65	-0.029	-0.18	0.85962	0.999995	0.03	0.85962	0	1554082_a_at	79707	NOL9
7.38	-0.073	-0.53	0.61898	0.999995	0.28	0.61898	0	1554084_a_at	79707	NOL9
7.45	-0.067	-0.32	0.76027	0.999995	0.1	0.76027	0	1554085_at	317781	DDX51
10.48	-0.066	-0.33	0.75198	0.999995	0.11	0.75198	0	1554089_s_at	155370 /// 51119	SBDSP1 /// SBDS
6.91	-0.071	-0.38	0.71707	0.999995	0.14	0.71707	0	1554091_a_at	114609	TIRAP
9.21	-0.06	-0.34	0.74812	0.999995	0.11	0.74812	0	1554093_a_at	10302	SNAPC5
5.93	0.098	0.41	0.69466	0.999995	0.17	0.69466	0	1554094_at	957	ENTPD5
6.16	-0.087	-0.28	0.78795	0.999995	0.08	0.78795	0	1554095_at	155435	RBM33
4.78	0.072	0.36	0.73181	0.999995	0.13	0.73181	0	1554097_a_at	554202	MIR31HG
5.34	0.042	0.29	0.78488	0.999995	0.08	0.78488	0	1554099_a_at	169981	SPIN3
5.66	-0.099	-0.43	0.68067	0.999995	0.19	0.68067	0	1554101_a_at	84899	TMTC4
6.07	-0.253	-1.27	0.25205	0.999995	1.62	0.25205	0	1554102_a_at	84899	TMTC4
6.56	0.105	0.57	0.58936	0.999995	0.33	0.58936	0	NA	NA	NA
8.51	0.025	0.09	0.93264	0.999995	0.01	0.93264	0	1554105_at	84548	TMEM185A
7.32	-0.132	-0.31	0.7673	0.999995	0.1	0.7673	0	1554106_at	65065	NBEAL1
4.61	0.235	1.26	0.25673	0.999995	1.58	0.25673	0	1554110_at	64866	CDCP1
6.73	-0.037	-0.06	0.95427	0.999995	0	0.95427	0	1554112_a_at	9706	ULK2
5.64	-0.042	-0.2	0.84483	0.999995	0.04	0.84483	0	1554113_a_at	9498	SLC4A8
5.05	0.007	0.04	0.9716	0.999995	0	0.9716	0	1554114_s_at	85464	SSH2
5.58	0.033	0.16	0.87664	0.999995	0.03	0.87664	0	1554115_at	133874	C5orf58
5.29	0.027	0.15	0.88499	0.999995	0.02	0.88499	0	1554116_s_at	57097	PARP11
6.78	-0.039	-0.19	0.85219	0.999995	0.04	0.85219	0	1554117_at	160777	CCDC60
5.3	-0.156	-1.03	0.34378	0.999995	1.06	0.34378	0	1554119_at	79650	USB1
8.83	-0.115	-0.2	0.85175	0.999995	0.04	0.85175	0	1554126_at	253827	MSRB3
8.58	-0.021	-0.03	0.98057	0.999995	0	0.98057	0	1554127_s_at	253827	MSRB3
5.58	0.05	0.24	0.81921	0.999995	0.06	0.81921	0	1554128_at	149685	ADIG
5.53	-0.149	-0.78	0.46449	0.999995	0.61	0.46449	0	1554129_a_at	149685	ADIG
7.9	-0.313	-0.97	0.37004	0.999995	0.94	0.37004	0	1554132_a_at	54462	CCSER2
4.69	-0.052	-0.22	0.83707	0.999995	0.05	0.83707	0	1554141_s_at	79819	WDR78
7.44	-0.174	-0.66	0.53724	0.999995	0.43	0.53724	0	1554145_a_at	129285	PPP1R21
7.68	-0.1	-0.22	0.82998	0.999995	0.05	0.82998	0	1554148_a_at	9197	SLC33A1
9.84	-0.025	-0.09	0.92978	0.999995	0.01	0.92978	0	1554149_at	56650	CLDND1
6.91	0.113	0.33	0.75139	0.999995	0.11	0.75139	0	1554151_at	4967	OGDH
8.08	0.239	0.48	0.64815	0.999995	0.23	0.64815	0	1554152_a_at	4967	OGDH
7.94	-0.124	-0.67	0.52707	0.999995	0.45	0.52707	0	1554153_a_at	51317	PHF21A
5.93	-0.442	-1.2	0.27695	0.999995	1.44	0.27695	0	1554154_at	54834	GDAP2
5.17	-0.035	-0.14	0.89427	0.999995	0.02	0.89427	0	1554155_at	79648	MCPH1
5.35	-0.036	-0.15	0.8878	0.999995	0.02	0.8878	0	1554157_a_at	90199	WFDC8
7.15	-0.051	-0.22	0.83503	0.999995	0.05	0.83503	0	1554159_a_at	10771	ZMYND11
7.86	-0.039	-0.27	0.79678	0.999995	0.07	0.79678	0	1554160_a_at	55663	ZNF446
4.42	-0.243	-0.71	0.50746	0.999995	0.5	0.50746	0	1554161_at	9481	SLC25A27
6.5	0.162	0.18	0.86309	0.999995	0.03	0.86309	0	1554163_at	117581	TWIST2
9.46	-0.028	-0.19	0.85546	0.999995	0.04	0.85546	0	1554167_a_at	51125	GOLGA7
10.51	0.071	0.16	0.87835	0.999995	0.03	0.87835	0	1554168_a_at	30011	SH3KBP1
7.31	-0.01	-0.07	0.94759	0.999995	0	0.94759	0	1554170_a_at	255374	MBLAC1
6.37	-0.054	-0.21	0.84213	0.999995	0.04	0.84213	0	1554171_at	9203	ZMYM3
6.85	-0.246	-1.15	0.29627	0.999995	1.32	0.29627	0	1554172_a_at	9203	ZMYM3
6.65	0.13	0.54	0.6092	0.999995	0.29	0.6092	0	1554173_at	124599	CD300LB
7	-0.101	-0.53	0.61437	0.999995	0.28	0.61437	0	1554175_at	124599	CD300LB
7.9	0.043	0.2	0.84569	0.999995	0.04	0.84569	0	1554178_a_at	285172	FAM126B
6.5	-0.019	-0.1	0.92662	0.999995	0.01	0.92662	0	1554179_s_at	66004	LYNX1
5.39	-0.057	-0.29	0.77844	0.999995	0.09	0.77844	0	1554181_at	254122	SNX32
5.13	0.049	0.17	0.86965	0.999995	0.03	0.86965	0	1554182_at	378108 /// 375593	TRIM74 /// TRIM73
6.5	-0.071	-0.45	0.6711	0.999995	0.2	0.6711	0	1554183_s_at	378108 /// 375593	TRIM74 /// TRIM73
4.97	-0.147	-0.42	0.6866	0.999995	0.18	0.6866	0	1554185_at	554206	LOC554206
5.54	-0.022	-0.1	0.9223	0.999995	0.01	0.9223	0	1554187_at	554206	LOC554206
7.27	0.257	1.13	0.30392	0.999995	1.27	0.30392	0	1554188_at	341032	C11orf53
7.3	-0.023	-0.13	0.89941	0.999995	0.02	0.89941	0	1554192_s_at	152992	TRMT44
4.44	-0.028	-0.12	0.90763	0.999995	0.01	0.90763	0	1554193_s_at	79694	MANEA
4.71	0.075	0.36	0.72907	0.999995	0.13	0.72907	0	NA	NA	NA
6.16	0.062	0.09	0.92764	0.999995	0.01	0.92764	0	1554195_a_at	389336	C5orf46
4.15	0.528	1.34	0.23062	0.999995	1.8	0.23062	0	1554196_at	284359	IZUMO1
6.91	-0.128	-0.77	0.47325	0.999995	0.59	0.47325	0	1554198_at	26751	SH3YL1
7.99	0.141	0.59	0.57667	0.999995	0.35	0.57667	0	1554201_at	57010	CABP4
6.54	0.095	0.48	0.64684	0.999995	0.23	0.64684	0	1554202_x_at	57010	CABP4
5.38	0.001	0.01	0.99318	0.999995	0	0.99318	0	1554203_at	642976	GRIK1-AS1
6.37	-0.216	-1	0.3578	0.999995	1	0.3578	0	1554205_s_at	130026	ICA1L
5	0.272	1.17	0.28733	0.999995	1.37	0.28733	0	1554206_at	55217	TMLHE
