A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
3.88	-0.013	-0.12	0.90636	0.979263	0.01	0.90636	0	16718370	16718370	SMNDC1
2.65	0.551	1.47	0.14967	0.612361	2.16	0.14967	0	16718371	16718371	NA
2.93	-0.048	-0.1	0.91939	0.981783	0.01	0.91939	0	16718372	16718372	NA
6.86	0.164	1	0.32186	0.755632	1.01	0.32186	0	16718373	16718373	NA
7.32	0.072	0.35	0.72517	0.929792	0.13	0.72517	0	16718374	16718374	NA
5.85	-0.059	-0.2	0.83926	0.963829	0.04	0.83926	0	16718375	16718375	NA
3.32	0.357	1.1	0.27811	0.72552	1.21	0.27811	0	16718376	16718376	NA
3.71	-0.613	-1.35	0.18495	0.6484	1.82	0.18495	0	16718377	16718377	NA
1.5	-0.007	-0.05	0.96142	0.991129	0	0.96142	0	16718378	16718378	NA
2.5	0.213	0.78	0.43759	0.822935	0.62	0.43759	0	16718379	16718379	NA
4.72	-0.277	-1.39	0.17172	0.636023	1.94	0.17172	0	16718380	16718380	NA
4.08	0.028	0.32	0.75188	0.937429	0.1	0.75188	0	16718381	16718381	NA
3.51	-0.241	-2.21	0.03336	0.421186	4.87	0.03336	0	16718386	16718386	NA
2.9	0.028	0.2	0.8458	0.965213	0.04	0.8458	0	16718391	16718391	PDCD4-AS1
3.96	-0.019	-0.21	0.83314	0.961992	0.04	0.83314	0	16718395	16718395	BBIP1
3.14	0.162	1.08	0.28798	0.732174	1.16	0.28798	0	16718409	16718409	RPL13AP6
3.44	0.163	1.52	0.13561	0.594302	2.32	0.13561	0	16718411	16718411	NA
3.19	0.172	1.92	0.06258	0.487419	3.68	0.06258	0	16718414	16718414	GPAM
3.42	-0.119	-1	0.32414	0.757055	1	0.32414	0	16718444	16718444	GUCY2GP
2.13	-0.024	-0.18	0.8557	0.967675	0.03	0.8557	0	16718464	16718464	NA
2.31	-0.026	-0.24	0.81449	0.956824	0.06	0.81449	0	16718469	16718469	NA
5.14	0.133	0.98	0.33521	0.763659	0.95	0.33521	0	16718473	16718473	ZDHHC6
1.91	0.091	0.75	0.46038	0.832015	0.56	0.46038	0	16718489	16718489	NA
4.49	0.322	2.48	0.01781	0.370399	6.13	0.01781	0	16718493	16718493	LOC105378488
2.5	-0.016	-0.12	0.90905	0.979919	0.01	0.90905	0	16718496	16718496	NA
2.95	-0.028	-0.32	0.74929	0.937059	0.1	0.74929	0	16718500	16718500	NRAP
4.3	-0.078	-0.78	0.44168	0.824817	0.6	0.44168	0	16718547	16718547	NA
1.57	0.004	0.03	0.9731	0.994229	0	0.9731	0	16718551	16718551	MIR4483
2.28	-0.034	-0.48	0.63615	0.901724	0.23	0.63615	0	16718553	16718553	DCLRE1A
6.46	0.008	0.08	0.94045	0.985789	0.01	0.94045	0	16718567	16718567	NA
4.49	0.063	0.58	0.56751	0.88044	0.33	0.56751	0	16718592	16718592	AFAP1L2
5.4	0.045	0.49	0.62691	0.899272	0.24	0.62691	0	16718622	16718622	ABLIM1
3.09	0.398	1.51	0.14003	0.59878	2.27	0.14003	0	16718666	16718666	ABLIM1
4.15	-0.076	-0.75	0.45646	0.830753	0.57	0.45646	0	16718670	16718670	GFRA1
4.82	-0.083	-0.54	0.5915	0.887163	0.29	0.5915	0	16718685	16718685	NA
4.83	0.126	1.43	0.16038	0.624881	2.05	0.16038	0	16718687	16718687	C10orf82
4.39	-0.166	-1.82	0.07594	0.510348	3.33	0.07594	0	16718696	16718696	HSPA12A
5	-0.031	-0.32	0.75191	0.937429	0.1	0.75191	0	16718713	16718713	HSPA12A
6.45	0.347	2.86	0.00687	0.305883	8.16	0.00687	0	16718719	16718719	SHTN1
4.29	0.1	0.84	0.40585	0.80612	0.71	0.40585	0	16718747	16718747	VAX1
2.73	-0.062	-0.51	0.61244	0.89463	0.26	0.61244	0	16718755	16718755	MIR3663HG
2.7	0.2	1.15	0.25702	0.710016	1.32	0.25702	0	16718764	16718764	MIR3663
4.21	-0.013	-0.13	0.89716	0.977085	0.02	0.89716	0	16718766	16718766	LOC105378500
3.29	0.165	0.98	0.33116	0.760955	0.97	0.33116	0	16718769	16718769	PDZD8
3.28	-0.047	-0.45	0.65604	0.90852	0.2	0.65604	0	16718779	16718779	EMX2OS
3.08	0.223	1.61	0.11537	0.566306	2.6	0.11537	0	16718789	16718789	NA
2.48	-0.129	-1.38	0.17676	0.641438	1.89	0.17676	0	16718793	16718793	NA
1.78	0.012	0.12	0.90572	0.978975	0.01	0.90572	0	16718797	16718797	NA
5.07	0.13	1.1	0.27939	0.726781	1.2	0.27939	0	16718800	16718800	RAB11FIP2
3.42	0.122	0.93	0.35728	0.776987	0.87	0.35728	0	16718811	16718811	NA
4.58	-0.045	-0.48	0.63239	0.900979	0.23	0.63239	0	16718814	16718814	FAM204A
3.59	-0.07	-0.61	0.54689	0.872512	0.37	0.54689	0	16718836	16718836	PRLHR
4.66	0.148	1.41	0.16758	0.632097	1.98	0.16758	0	16718840	16718840	CACUL1
1.87	0.022	0.18	0.85469	0.967399	0.03	0.85469	0	16718862	16718862	NA
5.3	0.093	0.96	0.34112	0.767349	0.93	0.34112	0	16718864	16718864	NA
3.42	-0.083	-0.77	0.44468	0.825623	0.6	0.44468	0	16718867	16718867	NA
6.5	0.205	1.49	0.1443	0.604461	2.22	0.1443	0	16718870	16718870	EIF3A
4.09	-0.087	-0.97	0.33889	0.766307	0.94	0.33889	0	16718903	16718903	SFXN4
4.85	0.072	0.43	0.67078	0.912708	0.18	0.67078	0	16718922	16718922	PRDX3
3.5	-0.189	-1.63	0.11219	0.561645	2.64	0.11219	0	16718935	16718935	LOC105378511
4.38	0.285	2.03	0.04938	0.460353	4.12	0.04938	0	16718938	16718938	RGS10
5.78	0.331	1.83	0.07493	0.509433	3.35	0.07493	0	16718950	16718950	TIAL1
2.65	-0.121	-1.14	0.26315	0.714858	1.29	0.26315	0	16718977	16718977	NA
5.21	0.172	1.52	0.13632	0.594704	2.32	0.13632	0	16718983	16718983	MCMBP
2.3	0.04	0.57	0.57244	0.881436	0.32	0.57244	0	16719005	16719005	NA
6.99	0.436	2.06	0.0461	0.454203	4.25	0.0461	0	16719008	16719008	NA
3.66	-0.156	-1.27	0.21344	0.675968	1.6	0.21344	0	16719010	16719010	WDR11-AS1
2.33	0.075	0.85	0.40291	0.804235	0.72	0.40291	0	16719016	16719016	NA
5.04	-0.07	-0.69	0.49744	0.852729	0.47	0.49744	0	16719019	16719019	LOC105378519
2.68	-0.167	-1.49	0.14318	0.602646	2.23	0.14318	0	16719022	16719022	LOC105378523
4.36	0.223	1.38	0.17622	0.641262	1.9	0.17622	0	16719025	16719025	FGFR2
5.01	-0.025	-0.3	0.76285	0.940613	0.09	0.76285	0	16719063	16719063	NA
4.03	0.066	0.63	0.52933	0.865902	0.4	0.52933	0	16719066	16719066	ATE1
4.56	-0.099	-1.17	0.24976	0.705292	1.37	0.24976	0	16719088	16719088	NSMCE4A
4.84	0.098	0.98	0.33506	0.763553	0.95	0.33506	0	16719112	16719112	NA
2.02	-0.066	-0.61	0.54226	0.870782	0.38	0.54226	0	16719115	16719115	NA
3.33	-0.016	-0.16	0.87563	0.973082	0.02	0.87563	0	16719118	16719118	C10orf120
3.31	0.093	1	0.32587	0.757804	0.99	0.32587	0	16719125	16719125	NA
3.53	0.113	0.66	0.51193	0.85955	0.44	0.51193	0	16719149	16719149	C10orf88
4.2	0.155	1.27	0.21011	0.672976	1.62	0.21011	0	16719159	16719159	IKZF5
3.47	0.101	1.05	0.29913	0.738655	1.11	0.29913	0	16719168	16719168	NA
4.75	0.295	2.32	0.02552	0.397829	5.4	0.02552	0	16719171	16719171	NA
4.4	0.197	1.35	0.18473	0.648095	1.82	0.18473	0	16719200	16719200	NA
3.5	-0.075	-0.76	0.44953	0.827607	0.58	0.44953	0	16719204	16719204	NA
2.49	-0.179	-1.57	0.12498	0.57942	2.46	0.12498	0	16719208	16719208	NA
3.24	0.108	1.18	0.24558	0.702467	1.39	0.24558	0	16719212	16719212	NA
3.96	0.23	1.83	0.07515	0.509647	3.35	0.07515	0	16719217	16719217	CHST15
4.11	0.243	1.84	0.07279	0.506953	3.4	0.07279	0	16719233	16719233	OAT
4.97	0.069	0.6	0.55184	0.874479	0.36	0.55184	0	16719254	16719254	NKX1-2
4.44	-0.074	-0.8	0.42966	0.819436	0.64	0.42966	0	16719260	16719260	NA
4.78	0.065	0.75	0.45618	0.830565	0.57	0.45618	0	16719262	16719262	FAM53B
4.53	0.116	0.97	0.33643	0.764908	0.95	0.33643	0	16719272	16719272	EEF1AKMT2
1.61	-0.446	-3.25	0.00238	0.262897	10.59	0.00238	0	16719285	16719285	NA
2.44	-0.017	-0.2	0.84484	0.965112	0.04	0.84484	0	16719287	16719287	NA
2.43	0.193	1.65	0.10802	0.55744	2.71	0.10802	0	16719290	16719290	NA
4.77	0.225	2.05	0.04694	0.455535	4.22	0.04694	0	16719292	16719292	CTBP2
3.21	-0.103	-1.04	0.30696	0.744708	1.07	0.30696	0	16719325	16719325	TEX36
3.18	-0.072	-0.65	0.51896	0.862299	0.42	0.51896	0	16719334	16719334	FLJ37035
2.83	0.365	3.37	0.00175	0.247165	11.33	0.00175	0	16719349	16719349	FLJ37035
2.22	-0.129	-1.52	0.13795	0.596343	2.3	0.13795	0	16719352	16719352	EDRF1-AS1
3.23	-0.061	-0.7	0.48958	0.847691	0.49	0.48958	0	16719357	16719357	MMP21
3.34	0.1	0.88	0.38597	0.793726	0.77	0.38597	0	16719366	16719366	UROS
4.74	0.025	0.36	0.72168	0.928472	0.13	0.72168	0	16719369	16719369	UROS
5.54	0.145	1.08	0.28793	0.732174	1.16	0.28793	0	16719393	16719393	DHX32
1.43	0.205	1.53	0.13405	0.591904	2.34	0.13405	0	16719411	16719411	NA
4.75	-0.013	-0.15	0.87842	0.973082	0.02	0.87842	0	16719413	16719413	FANK1-AS1
9.76	-0.505	-1.76	0.08581	0.5244	3.11	0.08581	0	16719417	16719417	ADAM12
3.91	0.161	1.09	0.28415	0.730132	1.18	0.28415	0	16719450	16719450	NA
4.35	-0.023	-0.19	0.84834	0.965483	0.04	0.84834	0	16719452	16719452	LINC00601
2.5	0.098	0.96	0.34256	0.768844	0.92	0.34256	0	16719457	16719457	C10orf90
2.1	0.231	0.78	0.44215	0.824932	0.6	0.44215	0	16719480	16719480	NA
3.81	-0.196	-2.24	0.03077	0.414858	5.03	0.03077	0	16719484	16719484	NA
3.75	-0.222	-2	0.05259	0.467406	4	0.05259	0	16719489	16719489	LOC105378550
3.69	-0.157	-1.55	0.12872	0.58517	2.41	0.12872	0	16719492	16719492	NA
3.24	0.015	0.13	0.90016	0.977517	0.02	0.90016	0	16719495	16719495	NA
3.95	-0.043	-0.46	0.64878	0.906625	0.21	0.64878	0	16719498	16719498	FAM196A
2.4	-0.025	-0.2	0.83883	0.963697	0.04	0.83883	0	16719506	16719506	CLRN3
2.36	-0.037	-0.22	0.82521	0.959648	0.05	0.82521	0	16719512	16719512	NA
4.31	-0.026	-0.34	0.73417	0.932801	0.12	0.73417	0	16719515	16719515	MKI67
3.85	-0.115	-0.92	0.36335	0.779403	0.85	0.36335	0	16719538	16719538	NA
2.02	-0.15	-1.55	0.12907	0.585704	2.41	0.12907	0	16719541	16719541	NA
4.21	-0.095	-0.75	0.45742	0.831257	0.56	0.45742	0	16719544	16719544	NA
2.35	-0.058	-0.66	0.51572	0.861046	0.43	0.51572	0	16719548	16719548	NA
3.79	0.015	0.16	0.87744	0.973082	0.02	0.87744	0	16719551	16719551	NA
3.71	-0.027	-0.29	0.77564	0.944339	0.08	0.77564	0	16719553	16719553	LOC105378557
3.3	-0.2	-1.67	0.10268	0.549792	2.8	0.10268	0	16719558	16719558	NA
4.4	-0.225	-2.28	0.02798	0.402104	5.22	0.02798	0	16719562	16719562	EBF3
4.83	-0.153	-1.1	0.28022	0.727446	1.2	0.28022	0	16719587	16719587	MIR4297
3.64	0.009	0.11	0.91626	0.98143	0.01	0.91626	0	16719589	16719589	LINC00959
2.12	0.034	0.24	0.81452	0.956824	0.06	0.81452	0	16719600	16719600	NA
4.45	-0.376	-2.49	0.01726	0.368131	6.2	0.01726	0	16719602	16719602	NA
2.34	-0.297	-2.46	0.01839	0.370399	6.07	0.01839	0	16719605	16719605	MIR378C
3.94	-0.266	-2.57	0.0143	0.351673	6.59	0.0143	0	16719607	16719607	TCERG1L
5.54	-0.049	-0.48	0.63182	0.900979	0.23	0.63182	0	16719624	16719624	NA
4.27	-0.053	-0.57	0.56916	0.880819	0.33	0.56916	0	16719627	16719627	LINC01164
4.62	-0.04	-0.44	0.66236	0.910506	0.19	0.66236	0	16719635	16719635	NA
3.78	-0.009	-0.04	0.96506	0.991675	0	0.96506	0	16719638	16719638	NA
3.76	-0.04	-0.23	0.82011	0.958369	0.05	0.82011	0	16719641	16719641	NA
5.4	0.37	1.38	0.17491	0.640077	1.91	0.17491	0	16719644	16719644	BNIP3
4.25	0.003	0.03	0.97703	0.995352	0	0.97703	0	16719653	16719653	NA
5	0.028	0.5	0.6186	0.896593	0.25	0.6186	0	16719659	16719659	STK32C
7.01	-0.093	-0.99	0.32795	0.758966	0.98	0.32795	0	16719686	16719686	LOC105378568
5.09	0.156	1.37	0.17918	0.643182	1.87	0.17918	0	16719689	16719689	LOC107984282
4.43	-0.15	-1.62	0.113	0.562861	2.63	0.113	0	16719692	16719692	LINC01165
4.65	-0.012	-0.1	0.92238	0.982237	0.01	0.92238	0	16719694	16719694	NA
5.81	-0.084	-0.85	0.40093	0.803792	0.72	0.40093	0	16719697	16719697	NKX6-2
3.99	-0.099	-1.23	0.22713	0.68638	1.51	0.22713	0	16719702	16719702	CFAP46
4.36	-0.154	-0.83	0.41175	0.809643	0.69	0.41175	0	16719779	16719779	LINC01166
2.9	-0.198	-1.69	0.09853	0.544175	2.87	0.09853	0	16719783	16719783	LINC01167
8.74	0.563	3.01	0.00465	0.292275	9.04	0.00465	0	16719786	16719786	NA
5.77	-0.157	-1.63	0.11093	0.560814	2.66	0.11093	0	16719794	16719794	ADGRA1-AS1
2.06	-0.008	-0.09	0.93098	0.984098	0.01	0.93098	0	16719798	16719798	NA
5.27	-0.036	-0.48	0.63142	0.900969	0.23	0.63142	0	16719802	16719802	ADAM8
4.71	0.089	0.7	0.48688	0.846182	0.49	0.48688	0	16719838	16719838	TUBGCP2
5.02	-0.042	-0.34	0.73323	0.932436	0.12	0.73323	0	16719866	16719866	NA
4.56	0.011	0.12	0.90121	0.977945	0.02	0.90121	0	16719868	16719868	CALY
4.38	0.296	1.34	0.18818	0.651467	1.8	0.18818	0	16719879	16719879	NA
4.22	0.016	0.14	0.88878	0.975405	0.02	0.88878	0	16719882	16719882	FUOM
5.34	0.183	1.61	0.11533	0.566306	2.6	0.11533	0	16719892	16719892	ECHS1
5.97	0.051	0.32	0.74957	0.937063	0.1	0.74957	0	16719903	16719903	MIR3944
5.87	-0.04	-0.5	0.62281	0.89803	0.25	0.62281	0	16719905	16719905	SPRN
4.74	-0.226	-1.87	0.06917	0.497106	3.5	0.06917	0	16719910	16719910	SYCE1
4.17	0.011	0.09	0.92912	0.983773	0.01	0.92912	0	16719932	16719932	SPRNP1
4.04	0.009	0.1	0.92269	0.982265	0.01	0.92269	0	16719940	16719940	NA
2.19	-0.001	-0.01	0.99204	0.99842	0	0.99204	0	16719947	16719947	MIR1324
4.06	0.136	0.99	0.32817	0.759066	0.98	0.32817	0	16719949	16719949	NA
3.51	0.054	0.35	0.72728	0.930975	0.12	0.72728	0	16719953	16719953	NA
3.26	0.009	0.06	0.95568	0.989639	0	0.95568	0	16719957	16719957	ODF3
3.03	0.107	0.73	0.46691	0.835492	0.54	0.46691	0	16719973	16719973	NA
4.64	-0.025	-0.24	0.81397	0.956816	0.06	0.81397	0	16719976	16719976	RIC8A
5.92	0.034	0.33	0.74461	0.935781	0.11	0.74461	0	16720006	16720006	PSMD13
4.23	0.056	0.58	0.56539	0.880073	0.34	0.56539	0	16720034	16720034	NLRP6
5.11	-0.157	-1.41	0.1655	0.62984	2	0.1655	0	16720044	16720044	PGGHG
4.88	-0.1	-1.1	0.2772	0.724502	1.22	0.2772	0	16720049	16720049	PGGHG
6.19	0.305	2.03	0.04907	0.459979	4.13	0.04907	0	16720077	16720077	IFITM2
5.58	0.462	2.58	0.01391	0.350165	6.65	0.01391	0	16720085	16720085	IFITM1
5.83	-0.088	-0.78	0.44152	0.82466	0.6	0.44152	0	16720093	16720093	NA
2.16	-0.144	-1.03	0.31154	0.747286	1.05	0.31154	0	16720096	16720096	NA
3.06	0.089	1.01	0.32114	0.755359	1.01	0.32114	0	16720099	16720099	NA
4.17	-0.151	-1.12	0.26932	0.718069	1.26	0.26932	0	16720106	16720106	LOC105376505
6.7	0.598	2.2	0.03363	0.422659	4.86	0.03363	0	16720109	16720109	NA
4.91	-0.059	-0.68	0.5002	0.854049	0.46	0.5002	0	16720115	16720115	B4GALNT4
5.9	-0.027	-0.32	0.7486	0.936657	0.1	0.7486	0	16720139	16720139	PKP3
4.46	-0.063	-0.57	0.57399	0.881865	0.32	0.57399	0	16720165	16720165	PTDSS2
3.76	-0.065	-0.56	0.5787	0.882893	0.31	0.5787	0	16720195	16720195	LOC100128703
5.93	-0.184	-2.55	0.01471	0.352502	6.53	0.01471	0	16720197	16720197	LRRC56
4.38	0.06	0.56	0.57851	0.882865	0.31	0.57851	0	16720213	16720213	NA
4.82	-0.212	-3.18	0.0029	0.269061	10.12	0.0029	0	16720219	16720219	RASSF7
5.9	-0.194	-2.1	0.04213	0.444642	4.42	0.04213	0	16720231	16720231	PHRF1
4.48	-0.068	-0.48	0.63613	0.901724	0.23	0.63613	0	16720258	16720258	DRD4
4.3	0.041	0.41	0.68118	0.915281	0.17	0.68118	0	16720264	16720264	NA
6.71	-0.256	-2.2	0.03387	0.423402	4.84	0.03387	0	16720268	16720268	EPS8L2
4.59	0.053	0.55	0.58641	0.884913	0.3	0.58641	0	16720307	16720307	TMEM80
4.55	0.185	1.48	0.1478	0.609066	2.18	0.1478	0	16720318	16720318	TALDO1
6.98	-0.263	-1.8	0.08004	0.517786	3.23	0.08004	0	16720331	16720331	LOC171391
5.53	-0.189	-2.22	0.03243	0.419405	4.93	0.03243	0	16720338	16720338	NA
4.75	0.203	2.07	0.04556	0.452888	4.27	0.04556	0	16720341	16720341	RPLP2
5.16	0.061	0.53	0.59818	0.88936	0.28	0.59818	0	16720353	16720353	PNPLA2
5.49	-0.066	-0.65	0.51684	0.861534	0.43	0.51684	0	16720370	16720370	CRACR2B
6.05	-0.01	-0.11	0.91581	0.981407	0.01	0.91581	0	16720392	16720392	CD151
4.67	-0.014	-0.15	0.8784	0.973082	0.02	0.8784	0	16720416	16720416	TSPAN4
4.24	0.05	0.52	0.60508	0.892056	0.27	0.60508	0	16720440	16720440	AP2A2
2.98	0.014	0.11	0.91547	0.981221	0.01	0.91547	0	16720494	16720494	NA
5.69	-0.098	-1.12	0.27027	0.718621	1.25	0.27027	0	16720496	16720496	NA
5.25	-0.119	-1.55	0.12822	0.584401	2.42	0.12822	0	16720500	16720500	LOC101927503
4.8	-0.027	-0.36	0.72161	0.928449	0.13	0.72161	0	16720507	16720507	MUC2
5.16	0.073	0.76	0.45292	0.829116	0.57	0.45292	0	16720560	16720560	MUC5AC
4.88	-0.01	-0.12	0.90605	0.97914	0.01	0.90605	0	16720601	16720601	MUC5B
5.66	0.045	0.5	0.62262	0.898007	0.25	0.62262	0	16720677	16720677	TOLLIP-AS1
5.22	0.027	0.34	0.73367	0.93254	0.12	0.73367	0	16720679	16720679	BRSK2
5.26	-0.016	-0.18	0.8562	0.967926	0.03	0.8562	0	16720714	16720714	KRTAP5-AS1
4.14	-0.149	-0.99	0.32652	0.757958	0.99	0.32652	0	16720720	16720720	KRTAP5-5
4.35	-0.074	-0.73	0.46942	0.836889	0.53	0.46942	0	16720724	16720724	FAM99A
5.08	-0.042	-0.25	0.80214	0.952417	0.06	0.80214	0	16720728	16720728	LOC100505570
5.09	0.089	0.92	0.36428	0.78011	0.84	0.36428	0	16720731	16720731	KRTAP5-6
4.54	0.053	0.52	0.6034	0.891457	0.27	0.6034	0	16720734	16720734	NA
5.06	0.055	0.5	0.61764	0.896402	0.25	0.61764	0	16720737	16720737	SYT8
4.83	0.256	1.72	0.0934	0.536226	2.96	0.0934	0	16720760	16720760	TNNI2
5.46	-0.103	-1.27	0.21086	0.673566	1.62	0.21086	0	16720771	16720771	LSP1
2.32	-0.162	-1.24	0.2238	0.68314	1.53	0.2238	0	16720799	16720799	LINC01150
6.86	-0.078	-0.53	0.59667	0.888795	0.28	0.59667	0	16720803	16720803	TNNT3
4.32	-0.011	-0.14	0.88923	0.975405	0.02	0.88923	0	16720820	16720820	NA
3.79	-0.166	-2.09	0.04349	0.447454	4.36	0.04349	0	16720838	16720838	NA
4.75	-0.028	-0.31	0.75835	0.939853	0.1	0.75835	0	16720842	16720842	IGF2-AS
4.93	-0.071	-0.58	0.56425	0.879846	0.34	0.56425	0	16720850	16720850	MIR4686
5.57	-0.18	-2.11	0.0419	0.443231	4.43	0.0419	0	16720852	16720852	TSPAN32
8.49	-0.014	-0.15	0.8793	0.973227	0.02	0.8793	0	16720878	16720878	NA
2.59	0.212	1.18	0.24559	0.702467	1.39	0.24559	0	16720880	16720880	NA
2.98	0.045	0.22	0.82771	0.960121	0.05	0.82771	0	16720883	16720883	NA
5.74	0.147	1.23	0.22527	0.684348	1.52	0.22527	0	16720885	16720885	CD81
5.03	-0.031	-0.42	0.67434	0.913746	0.18	0.67434	0	16720916	16720916	TSSC4
6.38	0.029	0.39	0.69914	0.921098	0.15	0.69914	0	16720929	16720929	NA
5	0.002	0.02	0.98374	0.996786	0	0.98374	0	16720932	16720932	KCNQ1
4.66	0.093	0.74	0.46513	0.834537	0.54	0.46513	0	16720956	16720956	KCNQ1DN
4.4	-0.093	-0.94	0.35281	0.774671	0.88	0.35281	0	16720959	16720959	SLC22A18
4.4	0.018	0.15	0.88459	0.974688	0.02	0.88459	0	16720984	16720984	NA
3.66	0.088	0.52	0.60295	0.89128	0.28	0.60295	0	16720987	16720987	NA
4.53	-0.058	-0.63	0.53127	0.866848	0.4	0.53127	0	16720991	16720991	CARS-AS1
4.77	0.018	0.19	0.84939	0.965823	0.04	0.84939	0	16720994	16720994	NA
4.87	0.027	0.29	0.77005	0.942613	0.09	0.77005	0	16720997	16720997	MRGPRG-AS1
4.04	-0.103	-1.07	0.29234	0.734729	1.14	0.29234	0	16721004	16721004	NA
4.74	-0.178	-1.7	0.09776	0.54332	2.88	0.09776	0	16721008	16721008	NA
4.68	-0.058	-0.46	0.65036	0.907021	0.21	0.65036	0	16721011	16721011	TSSC2
7.89	-0.058	-0.68	0.49761	0.852729	0.47	0.49761	0	16721027	16721027	NA
4.35	-0.16	-1.5	0.14217	0.601325	2.25	0.14217	0	16721029	16721029	NA
2.31	0.074	0.95	0.35007	0.773236	0.89	0.35007	0	16721032	16721032	NA
4.64	-0.089	-1	0.32343	0.756702	1	0.32343	0	16721034	16721034	TRPC2
3.65	-0.228	-2.36	0.02356	0.390357	5.56	0.02356	0	16721042	16721042	ART1
1.67	0.014	0.1	0.91926	0.981711	0.01	0.91926	0	16721053	16721053	NA
4.17	0.01	0.1	0.91904	0.981672	0.01	0.91904	0	16721055	16721055	PGAP2
4.42	-0.081	-1.08	0.28786	0.732174	1.16	0.28786	0	16721085	16721085	NA
6.52	-0.023	-0.24	0.81175	0.956018	0.06	0.81175	0	16721124	16721124	NA
4.06	0.082	0.73	0.46805	0.836222	0.54	0.46805	0	16721126	16721126	RRM1
3.86	0.024	0.17	0.86648	0.970723	0.03	0.86648	0	16721158	16721158	NA
1.75	0.019	0.21	0.8381	0.963376	0.04	0.8381	0	16721161	16721161	NA
4.63	0.041	0.27	0.78856	0.948197	0.07	0.78856	0	16721166	16721166	OR52K2
1.91	-0.109	-1.12	0.26783	0.717554	1.26	0.26783	0	16721170	16721170	OR52K1
3.32	-0.027	-0.22	0.82733	0.960121	0.05	0.82733	0	16721173	16721173	OR52M1
2.46	-0.131	-1.17	0.24898	0.704981	1.37	0.24898	0	16721178	16721178	OR52I1
2.64	-0.082	-0.7	0.48896	0.847316	0.49	0.48896	0	16721180	16721180	OR51D1
3.64	-0.108	-0.77	0.44359	0.825488	0.6	0.44359	0	16721184	16721184	OR51E1
2.75	-0.213	-1.93	0.06075	0.483857	3.73	0.06075	0	16721192	16721192	LOC105376528
2.42	0.132	1.59	0.11929	0.572998	2.54	0.11929	0	16721196	16721196	MMP26
2.49	-0.196	-1.57	0.12401	0.578875	2.47	0.12401	0	16721208	16721208	NA
2	0.184	2.13	0.03943	0.437914	4.55	0.03943	0	16721210	16721210	NA
3.7	-0.15	-1.64	0.10977	0.559327	2.68	0.10977	0	16721216	16721216	OR51T1
2.39	-0.242	-2.5	0.01673	0.367628	6.26	0.01673	0	16721218	16721218	OR51A7
2.84	-0.075	-0.64	0.5289	0.865841	0.4	0.5289	0	16721223	16721223	OR52J3
4.16	-0.081	-0.63	0.53038	0.866408	0.4	0.53038	0	16721225	16721225	NA
2.32	-0.06	-0.59	0.56134	0.878678	0.34	0.56134	0	16721232	16721232	OR51M1
3.02	-0.055	-0.57	0.57097	0.880906	0.33	0.57097	0	16721234	16721234	NA
3.22	-0.014	-0.13	0.89749	0.977133	0.02	0.89749	0	16721247	16721247	OR52B6
4.41	-0.067	-0.55	0.5879	0.885634	0.3	0.5879	0	16721249	16721249	NA
4.26	-0.119	-0.9	0.37207	0.784525	0.82	0.37207	0	16721278	16721278	TRIM78P
3.81	-0.038	-0.22	0.82321	0.958983	0.05	0.82321	0	16721280	16721280	TRIM22
1.67	-0.139	-1.37	0.178	0.642746	1.88	0.178	0	16721307	16721307	OR52N4
2.65	-0.016	-0.11	0.90996	0.980056	0.01	0.90996	0	16721310	16721310	OR52N2
2.81	-0.151	-1.09	0.28465	0.730385	1.18	0.28465	0	16721313	16721313	OR52E4
2.49	0.059	0.34	0.73821	0.93402	0.11	0.73821	0	16721316	16721316	NA
2.76	-0.048	-0.33	0.73987	0.934476	0.11	0.73987	0	16721320	16721320	OR56A3
2.98	0.05	0.34	0.73281	0.93234	0.12	0.73281	0	16721325	16721325	OR56B4
3.99	-0.191	-1.55	0.13017	0.586903	2.39	0.13017	0	16721329	16721329	NA
3.71	0.184	1.74	0.0906	0.531906	3.01	0.0906	0	16721331	16721331	OR52W1
3.94	0.006	0.09	0.92899	0.983717	0.01	0.92899	0	16721341	16721341	CNGA4
3.76	-0.189	-1.8	0.07973	0.517628	3.24	0.07973	0	16721355	16721355	CCKBR
2.26	-0.019	-0.14	0.89048	0.975405	0.02	0.89048	0	16721367	16721367	NA
5.61	-0.335	-1.94	0.05998	0.482551	3.76	0.05998	0	16721371	16721371	NA
4.74	0.127	1.12	0.26987	0.718412	1.25	0.26987	0	16721375	16721375	SMPD1
5.94	0.055	0.79	0.43688	0.822434	0.62	0.43688	0	16721393	16721393	TIMM10B
3.51	-0.029	-0.36	0.72119	0.928256	0.13	0.72119	0	16721401	16721401	DNHD1
6.08	-0.008	-0.07	0.94732	0.98757	0	0.94732	0	16721479	16721479	ILK
3.46	0.134	1.41	0.16683	0.631502	1.99	0.16683	0	16721506	16721506	NA
4.23	-0.197	-1.93	0.06053	0.483134	3.74	0.06053	0	16721509	16721509	NA
3.85	0.011	0.11	0.9139	0.980426	0.01	0.9139	0	16721512	16721512	NA
2.88	-0.15	-1.25	0.21894	0.678925	1.56	0.21894	0	16721516	16721516	NA
2.28	-0.074	-0.58	0.56586	0.88026	0.34	0.56586	0	16721519	16721519	OR2AG1
