A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
0.03	-0.388	-5.07	3e-05	0.001923	25.69	3e-05	-1	3522	A_24_P399362	PSMG2
0.21	-0.588	-3.94	0.00056	0.008824	15.52	0.00056	-1	3523	A_24_P390495	CX3CL1
0	0.159	2.44	0.02219	0.090418	5.93	0.02219	0	3524	A_24_P786388	CATSPER4
0.01	-0.065	-1.25	0.22289	0.408361	1.56	0.22289	0	3525	A_23_P109547	SMCR7L
0.03	0.124	1.84	0.07711	0.205233	3.39	0.07711	0	3527	A_23_P105973	SERPINA11
0.47	0.323	1.05	0.3035	0.496196	1.1	0.3035	0	3528	A_23_P251043	SYNDIG1
-0.21	0.202	2.14	0.04233	0.138863	4.57	0.04233	0	3529	A_24_P272290	C6orf145
-0.01	-0.238	-1.64	0.11263	0.26148	2.7	0.11263	0	3530	A_24_P352952	FAM20A
-0.06	0.132	1.72	0.09751	0.237954	2.96	0.09751	0	3531	A_23_P108734	ALLC
-0.34	0.276	2.5	0.01939	0.082967	6.23	0.01939	0	3532	A_23_P150876	VPS37B
0.21	0.166	1.08	0.28874	0.481331	1.17	0.28874	0	3533	A_32_P9382	MZT1
0.24	0.175	0.81	0.42579	0.609916	0.66	0.42579	0	3534	A_19_P00316914	LOC148638
0.17	-0.551	-3.66	0.00116	0.013663	13.38	0.00116	-1	3536	A_33_P3348639	KTN1
0.08	0.072	0.61	0.54988	0.710888	0.37	0.54988	0	3537	A_23_P111311	AKAP12
-0.01	0.043	0.44	0.66012	0.79162	0.2	0.66012	0	3538	A_23_P116387	INCENP
-0.06	-0.326	-1.67	0.10634	0.252067	2.8	0.10634	0	3539	A_23_P306352	RGAG1
-0.04	0.057	0.95	0.35289	0.544674	0.9	0.35289	0	3540	A_21_P0014367	LOC100506837
-0.12	-0.1	-0.54	0.5942	0.743788	0.29	0.5942	0	3541	A_21_P0000424	SNORD114-28
-0.14	-0.004	-0.06	0.94985	0.973062	0	0.94985	0	3542	A_33_P3276107	
0.17	-0.387	-4.22	0.00027	0.005973	17.8	0.00027	-1	3544	A_33_P3651282	TCP1
-0.05	0.055	0.6	0.5535	0.713839	0.36	0.5535	0	3545	A_33_P3409746	C11orf91
-0.5	-0.247	-1.59	0.12339	0.277456	2.54	0.12339	0	3546	A_23_P121637	PRSS12
-0.09	0.003	0.04	0.96469	0.981189	0	0.96469	0	3548	A_33_P3291244	CCDC60
-0.34	0.462	2.69	0.0123	0.061413	7.26	0.0123	0	3550	A_23_P166421	TBC1D10A
0.06	-0.295	-1.79	0.08498	0.21865	3.21	0.08498	0	3551	A_33_P3278455	ANKRD6
0.06	0.158	2.03	0.05322	0.161282	4.11	0.05322	0	3552	A_33_P3377763	FLJ36000
-0.06	0.227	1.91	0.06802	0.18984	3.63	0.06802	0	3553	A_24_P227415	CLEC7A
-0.18	0.288	3.93	0.00057	0.008957	15.45	0.00057	1	3554	A_32_P430359	DDX54
-0.21	-0.289	-1.52	0.14117	0.303404	2.31	0.14117	0	3555	A_23_P57760	ACPL2
-0.25	0.513	3.84	0.00072	0.010243	14.78	0.00072	1	3556	A_33_P3406998	DYRK1A
-0.09	0.123	1.79	0.08575	0.219791	3.2	0.08575	0	3557	A_21_P0001766	UNQ6975
-0.02	0.01	0.16	0.87337	0.929754	0.03	0.87337	0	3558	A_23_P28186	SRD5A2
-0.33	0.827	4.82	6e-05	0.002673	23.19	6e-05	1	3559	A_33_P3249414	TRIM58
0.03	0.233	1.38	0.18103	0.35657	1.89	0.18103	0	3561	A_33_P3387691	SCML4
-0.06	0.339	2.67	0.01297	0.063599	7.14	0.01297	0	3562	A_24_P135322	NRP1
0.11	0.141	2.41	0.02349	0.093829	5.81	0.02349	0	3563	A_33_P3211854	
-0.04	0.037	0.62	0.53767	0.702261	0.39	0.53767	0	3564	A_23_P116741	PIWIL1
-0.31	-0.38	-3.2	0.00364	0.028151	10.25	0.00364	-1	3565	A_23_P114839	FHL3
-0.04	-0.04	-0.29	0.77172	0.86836	0.09	0.77172	0	3569	A_23_P166508	
0.03	-0.368	-3.15	0.0041	0.030284	9.94	0.0041	-1	3570	A_23_P413285	CC2D2A
-0.19	0.068	0.88	0.38558	0.574628	0.78	0.38558	0	3571	A_24_P203315	CNIH2
-0.04	0.129	2.31	0.02906	0.107876	5.35	0.02906	0	3572	A_24_P167052	YME1L1
0	0.346	3.13	0.00435	0.03147	9.8	0.00435	1	3573	A_21_P0008580	XLOC_011521
0.28	-0.06	-0.3	0.76419	0.863431	0.09	0.76419	0	3574	A_24_P22079	FOXO1
0.11	-0.344	-3.08	0.00496	0.034244	9.46	0.00496	-1	3577	A_23_P156443	KPNA5
-0.05	0.05	0.67	0.51193	0.682258	0.44	0.51193	0	3578	A_33_P3269976	GAL
0.39	-0.654	-3.86	0.00069	0.010025	14.89	0.00069	-1	3579	A_23_P309515	KCTD18
-0.1	-0.068	-0.65	0.52335	0.691743	0.42	0.52335	0	3580	A_33_P3236813	GPR19
0.38	-0.192	-1.65	0.11162	0.259983	2.72	0.11162	0	3581	A_24_P97836	RAD17
-0.01	0.002	0.04	0.96989	0.984281	0	0.96989	0	3582	A_33_P3383601	QRFP
0.31	-0.255	-2.56	0.01688	0.075731	6.54	0.01688	0	3583	A_24_P136758	SAMD4B
-0.04	-0.065	-0.78	0.44273	0.624703	0.61	0.44273	0	3584	A_24_P143440	DYNLRB1
0.22	-0.476	-3.8	0.00081	0.010973	14.42	0.00081	-1	3585	A_23_P106998	MRPS23
0.2	-0.231	-1.94	0.06296	0.179988	3.78	0.06296	0	3588	A_23_P203819	GOLGA3
-0.08	0.112	1.52	0.14048	0.302559	2.31	0.14048	0	3590	A_23_P106859	COX4NB
0.03	0.087	1.62	0.1178	0.269322	2.62	0.1178	0	3592	A_21_P0000640	LINC00460
-0.78	-0.493	-3.14	0.00427	0.031175	9.84	0.00427	-1	3593	A_23_P98686	ATHL1
0.18	-0.136	-1.32	0.19747	0.377272	1.75	0.19747	0	3594	A_23_P157963	CNTLN
-0.09	0.017	0.25	0.80831	0.891326	0.06	0.80831	0	3596	A_23_P111604	NXPH1
-0.01	0.036	0.59	0.55785	0.716975	0.35	0.55785	0	3597	A_33_P3385471	OR4A47
0.41	-0.103	-0.87	0.39394	0.581803	0.75	0.39394	0	3598	A_23_P391443	PPM1H
0.27	-0.332	-2.58	0.0161	0.073381	6.64	0.0161	0	3599	A_23_P122674	PAK1IP1
-0.41	0.74	2.9	0.00766	0.045076	8.39	0.00766	1	3603	A_21_P0000502	RNU11
-0.07	0.033	0.42	0.67572	0.802297	0.18	0.67572	0	3604	A_24_P334845	TDH
0.22	0.369	2.95	0.00666	0.041099	8.73	0.00666	1	3605	A_24_P71439	PUM2
-0.17	0.068	1.12	0.27183	0.462281	1.26	0.27183	0	3606	A_33_P3409710	ZNF713
0.05	-0.048	-0.62	0.54302	0.706506	0.38	0.54302	0	3608	A_23_P110504	CLPTM1L
-0.6	-0.133	-0.63	0.53637	0.701429	0.39	0.53637	0	3609	A_23_P86283	LAPTM5
-0.11	0.089	1.1	0.27958	0.470982	1.22	0.27958	0	3610	A_23_P59772	CLCN1
-0.18	0.287	2.35	0.02673	0.10204	5.53	0.02673	0	3611	A_33_P3266265	FAM108B1
-0.02	-0.267	-3.41	0.00219	0.02044	11.6	0.00219	-1	3613	A_19_P00808088	LOC100288428
-0.2	-0.108	-0.33	0.74351	0.849428	0.11	0.74351	0	3614	A_21_P0014436	LOC100506003
0.04	-0.168	-2.44	0.02172	0.089147	5.98	0.02172	0	3615	A_19_P00326732	C6orf228
-0.03	0.192	4.65	9e-05	0.003316	21.59	9e-05	1	3618	A_23_P47800	DIABLO
0.08	-0.379	-5.26	2e-05	0.001541	27.65	2e-05	-1	3619	A_23_P306956	ZNF566
-0.04	0.114	1.65	0.11144	0.25965	2.72	0.11144	0	3620	A_33_P3210349	
0.04	0.049	0.85	0.40246	0.589586	0.72	0.40246	0	3622	A_23_P102083	BOLL
0.07	-0.015	-0.22	0.82741	0.903253	0.05	0.82741	0	3623	A_23_P108554	DDX1
-0.29	0.298	1.97	0.05969	0.173744	3.88	0.05969	0	3625	A_33_P3380693	ADAM15
0.28	-0.012	-0.13	0.89737	0.943858	0.02	0.89737	0	3626	A_19_P00317109	LOC647979
0.04	-0.333	-3.27	0.0031	0.025268	10.68	0.0031	-1	3627	A_23_P112135	TRAM1
0.06	-0.245	-2.31	0.02905	0.107872	5.35	0.02905	0	3629	A_33_P3278265	PYROXD1
0.08	-0.35	-3.16	0.00401	0.029856	10	0.00401	-1	3630	A_33_P3410507	CEP170
-0.04	0.078	1.5	0.14699	0.311455	2.24	0.14699	0	3631	A_21_P0000859	LOC100506207
0.18	-0.109	-1.18	0.24733	0.435734	1.4	0.24733	0	3632	A_23_P116829	UBE2N
-0.01	-0.092	-0.89	0.38141	0.57037	0.79	0.38141	0	3633	A_23_P110167	MGST2
0.63	0.203	1.3	0.20637	0.388229	1.68	0.20637	0	3634	A_24_P228550	TUBB1
0.06	0.098	1.05	0.30303	0.495703	1.11	0.30303	0	3635	A_21_P0003454	XLOC_003912
0.15	0.168	2.42	0.02296	0.092588	5.86	0.02296	0	3636	A_21_P0014556	LOC100506549
-0.04	-0.166	-2.43	0.02267	0.091728	5.88	0.02267	0	3637	A_19_P00332068	
0.44	0.497	1.29	0.20882	0.391184	1.66	0.20882	0	3638	A_23_P67042	MOCOS
-0.06	-0.147	-1.61	0.11898	0.270973	2.6	0.11898	0	3643	A_23_P155332	PCNP
-0.1	0.02	0.29	0.77765	0.871725	0.08	0.77765	0	3644	A_23_P109877	WDR82
0.02	-0.076	-1.42	0.16726	0.338747	2.02	0.16726	0	3645	A_21_P0001147	XLOC_000902
-1.07	0.001	0.01	0.99487	0.99741	0	0.99487	0	3647	A_23_P307310	ACAN
0.05	0.293	1.28	0.21062	0.393356	1.65	0.21062	0	3648	A_33_P3289810	LOC100509091
-0.08	0.226	2.86	0.00843	0.048043	8.15	0.00843	1	3649	A_33_P3403952	SETD3
-0.12	0.031	0.43	0.67168	0.799341	0.18	0.67168	0	3650	A_23_P106874	PMFBP1
0.06	0.089	1.53	0.13944	0.301119	2.33	0.13944	0	3652	A_33_P3729375	LOC285181
-0.03	0.14	1.27	0.21519	0.39867	1.62	0.21519	0	3653	A_33_P3215517	RCC2
0.02	0.055	0.85	0.40148	0.588712	0.73	0.40148	0	3654	A_24_P46725	SNRNP48
0.16	0.013	0.22	0.82854	0.903932	0.05	0.82854	0	3655	A_33_P3232682	
0	0.159	2.49	0.01948	0.0832	6.22	0.01948	0	3656	A_32_P18824	BRD7
-0.35	0.505	2.49	0.0197	0.083825	6.19	0.0197	0	3657	A_23_P112531	FAM102A
0.15	-0.236	-1.98	0.05893	0.172372	3.91	0.05893	0	3658	A_23_P25019	PRIM1
-0.03	-0.095	-1.61	0.12059	0.273236	2.58	0.12059	0	3659	A_32_P479743	C15orf50
0.19	0.32	2.9	0.00758	0.044776	8.41	0.00758	1	3661	A_33_P3384322	LOC100132006
-0.07	0.162	2.45	0.02152	0.088606	6	0.02152	0	3662	A_33_P3393245	FTSJD2
-0.34	0.592	4.61	1e-04	0.003489	21.22	1e-04	1	3663	A_33_P3308446	RHOB
-0.13	0.079	1.1	0.28282	0.474617	1.2	0.28282	0	3664	A_24_P262355	PHB
0.33	0.066	0.7	0.49154	0.665451	0.49	0.49154	0	3666	A_23_P113803	KATNA1
0.06	0.047	0.44	0.6666	0.796168	0.19	0.6666	0	3667	A_23_P12733	H2AFY2
-0.09	-0.487	-2.22	0.03552	0.123359	4.93	0.03552	0	3668	A_23_P407840	FNDC1
-0.07	-0.14	-0.93	0.35961	0.550598	0.87	0.35961	0	3669	A_23_P42811	AGR3
0.18	-0.421	-4.08	0.00039	0.0073	16.62	0.00039	-1	3670	A_24_P683011	LOC100127983
0.19	0.49	1.81	0.08215	0.213935	3.28	0.08215	0	3671	A_33_P3328973	
-0.09	0.455	3.58	0.00142	0.015564	12.81	0.00142	1	3672	A_23_P100455	MTHFSD
0.04	0.085	1.89	0.07013	0.193429	3.57	0.07013	0	3674	A_23_P11256	MAGEE2
-0.06	0.526	6.07	0	0.000598	36.89	0	1	3675	A_33_P3211213	TSEN34
0.02	0.145	2.11	0.04521	0.145078	4.44	0.04521	0	3676	A_23_P64070	SLC25A45
0.2	0.167	0.66	0.51735	0.686891	0.43	0.51735	0	3677	A_24_P219474	MGAT5B
-0.1	0.375	3.78	0.00085	0.011341	14.27	0.00085	1	3678	A_24_P129588	O3FAR1
0.02	0.143	0.89	0.3803	0.569303	0.8	0.3803	0	3680	A_33_P3267989	CLNK
-0.13	0.181	1.42	0.16674	0.338063	2.03	0.16674	0	3681	A_33_P3351851	HIST1H4L
0.04	-0.007	-0.13	0.89704	0.943753	0.02	0.89704	0	3682	A_23_P107173	MEOX1
0.5	-0.157	-0.9	0.37572	0.564823	0.81	0.37572	0	3683	A_23_P123727	ZCCHC6
-0.4	-0.763	-4.89	5e-05	0.002439	23.91	5e-05	-1	3685	A_33_P3339051	ZNF428
0.01	-0.086	-1.17	0.25325	0.442439	1.37	0.25325	0	3687	A_23_P143559	CLTCL1
0.06	-0.706	-4.23	0.00026	0.005915	17.9	0.00026	-1	3688	A_23_P123071	CAV2
-0.15	0.166	1.54	0.13616	0.296477	2.37	0.13616	0	3689	A_21_P0000493	SCARNA14
0.15	-0.771	-3.47	0.00186	0.018443	12.05	0.00186	-1	3692	A_24_P341089	ANKRD36BP2
0.28	0.052	0.66	0.51785	0.687349	0.43	0.51785	0	3693	A_21_P0013729	LOC642236
0.02	-0.144	-0.8	0.43213	0.615413	0.64	0.43213	0	3696	A_23_P83498	IGF2BP1
-0.15	0.167	2.35	0.02655	0.101532	5.54	0.02655	0	3698	A_24_P371425	ATRIP
-0.11	0.353	1.79	0.08475	0.218232	3.22	0.08475	0	3699	A_19_P00317451	XIST
-0.46	-0.051	-0.21	0.8336	0.906576	0.05	0.8336	0	3700	A_33_P3331491	LOC728392
0.05	-0.147	-2.04	0.05152	0.158045	4.17	0.05152	0	3702	A_33_P3365810	MRPL12
-0.04	-0.129	-2.11	0.04452	0.143677	4.47	0.04452	0	3703	A_23_P110462	PCDHB1
-0.05	0.038	0.67	0.506	0.677765	0.46	0.506	0	3704	A_33_P3295077	
0.39	0.448	2.04	0.05219	0.159238	4.15	0.05219	0	3705	A_33_P3269636	SBSN
-0.05	-0.044	-0.54	0.5963	0.745243	0.29	0.5963	0	3706	A_24_P874052	
-0.04	0.067	0.93	0.3636	0.554307	0.86	0.3636	0	3707	A_23_P654	ZBTB17
0	0.481	2.75	0.01082	0.056499	7.56	0.01082	0	3708	A_24_P256155	NKX1-2
0.65	-0.539	-2.21	0.03643	0.125461	4.88	0.03643	0	3711	A_23_P128728	ARG2
-0.06	0.215	1.05	0.30403	0.496741	1.1	0.30403	0	3712	A_33_P3229301	DKFZp434J0226
-0.19	0.057	0.63	0.53615	0.701272	0.39	0.53615	0	3715	A_33_P3247210	
0.22	0.128	1.85	0.0765	0.204207	3.41	0.0765	0	3716	A_23_P402187	PKHD1
-0.07	0.07	1	0.32493	0.517336	1.01	0.32493	0	3717	A_21_P0014512	LOC100506089
-0.16	-0.145	-1.2	0.24006	0.427687	1.45	0.24006	0	3719	A_23_P117734	LYSMD4
-0.13	-0.551	-2.31	0.02913	0.108048	5.35	0.02913	0	3720	A_23_P100711	PMP22
0.26	0.56	2.64	0.01392	0.066401	6.97	0.01392	0	3721	A_23_P161399	MXI1
-0.58	-0.233	-1.38	0.1796	0.354743	1.9	0.1796	0	3723	A_23_P153320	ICAM1
0.36	-0.369	-2.69	0.01237	0.061629	7.25	0.01237	0	3724	A_24_P337397	ANKRA2
0	0.284	2.05	0.0504	0.155797	4.22	0.0504	0	3725	A_24_P396231	LAMP2
0.36	0.134	1.72	0.09666	0.236729	2.98	0.09666	0	3726	A_33_P3315836	
0.06	-0.6	-2.68	0.01258	0.062293	7.21	0.01258	0	3727	A_23_P63038	LEPRE1
-1.21	-0.668	-2.9	0.00765	0.045067	8.39	0.00765	-1	3728	A_24_P109214	APOC1
-0.13	-0.267	-2.59	0.01581	0.072388	6.69	0.01581	0	3729	A_23_P252335	MIS18A
0.34	-0.266	-2.57	0.01638	0.074221	6.6	0.01638	0	3732	A_24_P409824	
-0.04	0.153	1.88	0.07175	0.196091	3.53	0.07175	0	3733	A_33_P3274304	WIPF2
-0.05	-0.053	-0.81	0.42501	0.60917	0.66	0.42501	0	3734	A_33_P3409620	LOC100131860
0.1	-0.281	-3.05	0.00529	0.035602	9.3	0.00529	-1	3735	A_23_P167201	SEPSECS
-0.15	-0.114	-1.79	0.086	0.220228	3.19	0.086	0	3736	A_33_P3316318	CEP120
-0.36	0.156	0.51	0.61249	0.757714	0.26	0.61249	0	3737	A_23_P43238	NAPRT1
0.22	-1.086	-4.36	0.00019	0.004952	18.97	0.00019	-1	3738	A_23_P111888	CTHRC1
-0.15	0.31	2.12	0.04425	0.143022	4.48	0.04425	0	3739	A_33_P3209254	RPS16P5
-0.12	0.066	0.72	0.4763	0.652178	0.52	0.4763	0	3741	A_33_P3400324	PHC3
0.12	0.073	1.42	0.167	0.338461	2.02	0.167	0	3742	A_21_P0000355	SCARNA15
-0.18	-0.022	-0.22	0.82422	0.901531	0.05	0.82422	0	3743	A_33_P3269338	HAUS5
0.04	0.03	0.39	0.6964	0.816356	0.16	0.6964	0	3744	A_21_P0000780	ZNF345
0.11	0.352	1.45	0.15866	0.327299	2.11	0.15866	0	3746	A_33_P3230598	ERVV-2
0.07	-0.01	-0.16	0.871	0.928396	0.03	0.871	0	3747	A_23_P120194	ORMDL1
0	0.106	2.09	0.04664	0.148062	4.37	0.04664	0	3748	A_33_P3307742	LINC00308
-0.18	-0.181	-1.72	0.0969	0.237141	2.97	0.0969	0	3749	A_23_P79247	PGAP1
0.17	-0.416	-2.19	0.0379	0.128635	4.79	0.0379	0	3750	A_23_P58466	SMN1
-0.25	0.082	0.71	0.48475	0.659422	0.5	0.48475	0	3751	A_33_P3378212	MED25
0.23	-0.211	-2.22	0.0355	0.123335	4.93	0.0355	0	3752	A_23_P394545	KIAA1033
-0.09	0.669	2.86	0.00826	0.047386	8.2	0.00826	1	3753	A_32_P202182	SPDYE8P
0.06	-0.819	-3.98	0.00051	0.008347	15.83	0.00051	-1	3754	A_23_P113777	ITGBL1
0.14	0.159	2.27	0.03224	0.115557	5.13	0.03224	0	3755	A_33_P3408042	OR2K2
-0.26	-0.165	-1.94	0.06389	0.181858	3.75	0.06389	0	3757	A_19_P00805212	C6orf147
-0.11	0.04	0.61	0.54887	0.710301	0.37	0.54887	0	3758	A_21_P0000526	ZSCAN18
0.31	-0.634	-2.39	0.02444	0.096258	5.72	0.02444	0	3760	A_23_P118615	ABCA8
0.29	-0.384	-4.26	0.00025	0.005719	18.14	0.00025	-1	3761	A_23_P111297	RPP40
-0.07	-0.187	-2.96	0.00654	0.040642	8.77	0.00654	-1	3762	A_23_P250948	BRPF1
0.04	0.113	2.3	0.02974	0.109525	5.3	0.02974	0	3763	A_24_P931201	LOC100130071
-0.1	-0.214	-2.62	0.01445	0.06815	6.89	0.01445	0	3764	A_23_P252388	SPEF2
0.23	0.194	2.41	0.02344	0.093747	5.81	0.02344	0	3765	A_33_P3286761	
0.05	0.495	2.27	0.03174	0.114273	5.16	0.03174	0	3766	A_33_P3229725	ARSA
-0.08	0.483	4.63	9e-05	0.003409	21.41	9e-05	1	3767	A_23_P395426	DIDO1
0.06	0.198	1	0.32863	0.520644	0.99	0.32863	0	3768	A_33_P3299285	FCRLB
-0.01	0.092	1.39	0.17715	0.351665	1.93	0.17715	0	3770	A_33_P3324181	LOC283112
0.16	0.106	0.9	0.3764	0.565531	0.81	0.3764	0	3771	A_23_P126103	CTH
-0.11	-0.019	-0.26	0.79664	0.883887	0.07	0.79664	0	3772	A_33_P3337131	LOC648691
-0.01	0.109	1.63	0.11542	0.26583	2.66	0.11542	0	3774	A_21_P0014900	LOC100507561
-0.14	-0.126	-1.77	0.0887	0.224341	3.13	0.0887	0	3775	A_21_P0014302	LOC100507288
-0.05	-0.012	-0.16	0.87682	0.931807	0.02	0.87682	0	3776	A_23_P153986	KCNJ3
-0.2	0.109	1.08	0.28883	0.481381	1.17	0.28883	0	3777	A_33_P3535649	FLYWCH1
0.04	-0.061	-0.75	0.45752	0.636743	0.57	0.45752	0	3778	A_33_P3349693	LCLAT1
-0.12	-0.333	-1.91	0.06767	0.189194	3.64	0.06767	0	3779	A_23_P347632	MTSS1
0.13	0.372	2.64	0.01391	0.066362	6.98	0.01391	0	3780	A_33_P3267607	LOC729870
-0.05	-0.001	-0.02	0.9846	0.992	0	0.9846	0	3781	A_33_P3263293	
-0.04	0.289	1.69	0.10235	0.24596	2.87	0.10235	0	3782	A_23_P354547	
-0.19	0.101	1.23	0.22842	0.414679	1.52	0.22842	0	3783	A_19_P00810529	LINC00310
0.03	0.114	2.1	0.04568	0.146057	4.41	0.04568	0	3784	A_32_P174693	LOC729059
0.17	0.118	1.91	0.0676	0.189075	3.64	0.0676	0	3785	A_19_P00801776	
-0.03	0.011	0.1	0.92069	0.956908	0.01	0.92069	0	3787	A_23_P201939	PPM1J
-0.24	0.087	1.04	0.30838	0.500672	1.08	0.30838	0	3788	A_33_P3346461	
0.38	-0.06	-0.63	0.53452	0.699887	0.4	0.53452	0	3789	A_23_P95050	ARFIP1
-0.07	-0.078	-0.22	0.82451	0.901617	0.05	0.82451	0	3790	A_32_P489	LOC100132735
-0.15	-0.063	-0.86	0.40021	0.587732	0.73	0.40021	0	3792	A_24_P760960	SKINTL
-0.31	0.015	0.11	0.91366	0.953116	0.01	0.91366	0	3793	A_23_P44964	FAM171A1
0.07	-0.371	-3.42	0.00212	0.020036	11.7	0.00212	-1	3794	A_23_P76799	BAZ1A
0.06	0.109	1.47	0.15432	0.321513	2.16	0.15432	0	3795	A_23_P103837	UBAP2L
-0.2	-0.026	-0.14	0.89357	0.94155	0.02	0.89357	0	3797	A_23_P212749	HTT
-0.1	-0.124	-1.2	0.24253	0.430229	1.43	0.24253	0	3798	A_23_P11397	TTTY13
-0.15	0.059	0.72	0.4765	0.652309	0.52	0.4765	0	3799	A_33_P3265950	CBFA2T2
-1.03	-0.029	-0.1	0.92073	0.956909	0.01	0.92073	0	3801	A_23_P329573	ITGB2
0.01	0.059	0.64	0.52535	0.693256	0.41	0.52535	0	3802	A_23_P153767	AKAP8L
-0.65	-0.006	-0.05	0.96306	0.980109	0	0.96306	0	3804	A_23_P75973	RNF121
0.49	-0.734	-4.88	5e-05	0.002447	23.86	5e-05	-1	3805	A_33_P3308137	C7orf46
-0.09	0.075	0.61	0.54967	0.710783	0.37	0.54967	0	3806	A_23_P115046	EIF2B3
-0.17	-0.245	-2.93	0.00704	0.042699	8.59	0.00704	-1	3807	A_33_P3363085	
-0.71	0.754	2.15	0.04151	0.136986	4.61	0.04151	0	3808	A_24_P233078	PYY2
-0.91	-0.583	-1.35	0.18845	0.366074	1.83	0.18845	0	3809	A_23_P113393	APLN
0.09	0.019	0.21	0.8351	0.907536	0.04	0.8351	0	3810	A_23_P204536	SENP1
0.09	0.131	2.25	0.03353	0.118684	5.05	0.03353	0	3811	A_21_P0008564	XLOC_011554
-0.17	-0.039	-0.5	0.61886	0.762458	0.25	0.61886	0	3812	A_23_P10936	KRTAP4-1
-0.14	0.059	1.11	0.27852	0.469778	1.23	0.27852	0	3813	A_21_P0013853	XLOC_l2_015612
0.17	-0.114	-0.82	0.41737	0.602254	0.68	0.41737	0	3814	A_23_P20558	CDC37L1
0.13	-0.286	-3.33	0.00268	0.023104	11.06	0.00268	-1	3815	A_33_P3296582	ARSJ
-0.18	0.338	3.4	0.00223	0.020615	11.56	0.00223	1	3816	A_33_P3356075	LPIN1
-0.36	-0.485	-2.62	0.01446	0.068155	6.89	0.01446	0	3817	A_23_P202334	FGFR2
-0.17	0.54	1.55	0.13296	0.291753	2.41	0.13296	0	3819	A_24_P341674	DIO2
-0.15	0.494	4.02	0.00046	0.007854	16.17	0.00046	1	3820	A_33_P3227686	FLJ43860
-0.26	0.457	2.58	0.01586	0.072548	6.68	0.01586	0	3821	A_24_P117942	TOMM20L
0.32	-0.859	-5.85	0	0.000758	34.27	0	-1	3823	A_23_P380951	ZNF420
0.13	-0.236	-3.18	0.00384	0.029122	10.11	0.00384	-1	3824	A_23_P105900	BTF3P11
-0.04	-0.018	-0.38	0.7076	0.824381	0.14	0.7076	0	3825	A_23_P340171	TP53AIP1
-0.06	-0.167	-1.46	0.1577	0.326055	2.12	0.1577	0	3826	A_23_P215051	ECHDC1
-0.28	0.113	0.62	0.5376	0.702246	0.39	0.5376	0	3827	A_33_P3233649	NADKD1
0	-0.32	-2.34	0.02729	0.103338	5.48	0.02729	0	3828	A_23_P321984	CLECL1
-0.35	-0.098	-0.54	0.59196	0.742172	0.29	0.59196	0	3829	A_33_P3252588	LOC100130093
-0.3	-0.039	-0.14	0.88936	0.939014	0.02	0.88936	0	3830	A_24_P328524	KALRN
-0.18	-0.264	-4.42	0.00016	0.004537	19.51	0.00016	-1	3831	A_23_P56170	MED16
0.24	-0.189	-1.07	0.29536	0.488142	1.14	0.29536	0	3832	A_23_P101208	CYB5A
-0.02	-0.851	-4.46	0.00015	0.004312	19.85	0.00015	-1	3833	A_23_P163216	ATP8B4
0.13	-0.37	-3.68	0.0011	0.013259	13.52	0.0011	-1	3834	A_23_P408913	TTC30B
-0.06	-0.054	-0.26	0.79657	0.883825	0.07	0.79657	0	3835	A_23_P414519	NRN1
0.01	0.171	1.8	0.08313	0.215689	3.25	0.08313	0	3836	A_23_P152666	COX11
0.06	0.081	0.98	0.33434	0.52609	0.97	0.33434	0	3838	A_33_P3238315	RBCK1
-0.15	0.623	2.58	0.01612	0.07342	6.64	0.01612	0	3839	A_33_P3228988	ZNF799
-0.07	0	0	0.99872	0.999276	0	0.99872	0	3841	A_21_P0004403	XLOC_004851
0.12	0.48	3.83	0.00074	0.010374	14.71	0.00074	1	3842	A_23_P106241	TRIP11
0.11	-0.006	-0.09	0.92608	0.960165	0.01	0.92608	0	3847	A_21_P0005638	XLOC_007135
-0.07	-0.099	-1.3	0.20685	0.388733	1.68	0.20685	0	3848	A_23_P501996	UBE2V1
0.1	0.127	0.8	0.42919	0.612814	0.65	0.42919	0	3849	A_23_P379327	FAM63B
-0.02	0.092	1.37	0.18269	0.359019	1.88	0.18269	0	3850	A_24_P348828	PRNT
0.16	-0.024	-0.19	0.84812	0.915043	0.04	0.84812	0	3851	A_23_P339633	CCDC75
-0.05	0.084	1.35	0.1884	0.365989	1.83	0.1884	0	3852	A_33_P3412838	LOC348120
0	-0.586	-3.64	0.00121	0.014098	13.25	0.00121	-1	3853	A_23_P422933	ARHGAP20
-0.04	0.437	4.55	0.00011	0.003757	20.72	0.00011	1	3854	A_21_P0007507	XLOC_010068
-0.02	-0.062	-0.61	0.54961	0.710723	0.37	0.54961	0	3855	A_33_P3242548	PRDM5
0.45	-0.187	-2.23	0.03502	0.122269	4.96	0.03502	0	3856	A_23_P16762	PRPF40A
-0.13	-0.106	-1.01	0.32372	0.516109	1.01	0.32372	0	3858	A_24_P941866	C5orf56
-0.15	0.085	1.36	0.18506	0.361898	1.86	0.18506	0	3859	A_33_P3241046	
-0.01	-0.151	-1.44	0.16216	0.331927	2.07	0.16216	0	3860	A_23_P112251	GNG10
0.35	0.506	3.34	0.00258	0.022608	11.16	0.00258	1	3861	A_23_P42935	BRAF
0.11	0.084	0.64	0.52492	0.692932	0.42	0.52492	0	3862	A_33_P3303325	
-0.19	-0.001	-0.02	0.98684	0.993147	0	0.98684	0	3863	A_21_P0009997	XLOC_013631
