gse	probe	symbol	logfc	aveexpr	t	b	p.value	adj.p.val
GSE74341	A_24_P294821	SYNJ2	0.2769	0.07044	3.83596077199086	-0.516747214619007	0.000731652137990016	0.0121810063303372
GSE74341	A_24_P165205	MORN1	0.360366666666667	-0.14608	3.83573780935903	-0.517283137059325	0.000732072252324951	0.0121839808696641
GSE74341	A_33_P3272744	RHBG	-0.2002	-0.16432	-3.83540087646206	-0.518092989484868	0.000732707563456968	0.0121905338170674
GSE35574	ILMN_1679747	ZNF521	-0.202982805146297	7.50459341796808	-3.49087290611872	-0.593506388340738	0.00073315905095142	0.0858646129092525
GSE74341	A_33_P3243008	KCNU1	0.2204	0.17504	3.83512541091057	-0.518755086578895	0.000733227376058517	0.0121951614537458
GSE74341	A_23_P331700	SRRM3	0.879866666666666	0.69892	3.83455093335573	-0.52013584030554	0.000734312600495377	0.0122091869674457
GSE74341	A_24_P221575	RUFY3	-0.219366666666667	0.16688	-3.83401981051225	-0.521412348261362	0.000735317329351974	0.0122206809774242
GSE74341	A_23_P14193	RFC3	-0.577766666666667	0.41544	-3.83392952830821	-0.521629329647789	0.000735488251128322	0.0122206809774242
GSE35574	ILMN_1797172	ERCC1	-0.182251023159258	6.37622897811702	-3.4898752646781	-0.596434977213185	0.000735585518440984	0.0859412034870592
GSE74341	A_24_P275873	TBCD	0.4221	-0.32984	3.83355581466573	-0.522527488469563	0.000736196179164039	0.0122233682404098
GSE74341	A_32_P228268	DNAH10	-0.539066666666666	-0.38364	-3.83350802001228	-0.52264235352496	0.000736286765150222	0.0122233682404098
GSE74341	A_33_P3610406	ECEL1P2	0.8154	0.05104	3.83346059118986	-0.52275633904656	0.000736376668599061	0.0122233682404098
GSE4707	A_23_P141974	TPM4	0.22264	0.0839785714285714	4.27338279798812	-0.279800175127344	0.000737056070816273	0.14542588685315
GSE74341	A_24_P370156	MAN2B1	-0.3973	-0.43188	-3.83301872374448	-0.523818261678181	0.000737214766644358	0.0122275247499838
GSE44711	ILMN_1741356	PRICKLE1	-0.983270795453336	7.53365325399895	-4.11798260090949	-0.320876537100914	0.000737268046354389	0.0857967196624316
GSE74341	A_23_P106998	MRPS23	-0.4726	0.31264	-3.83285988035368	-0.524199996751131	0.000737516276796299	0.0122275247499838
GSE74341	A_21_P0012400	NUDT16P1	-0.309	-0.1898	-3.83285470097209	-0.524212443864645	0.000737526110130447	0.0122275247499838
GSE4707	A_24_P211044	CSH1	-0.3071	-0.256857142857143	-4.27221282174925	-0.281816940460674	0.000738749408243673	0.14542588685315
GSE74341	A_23_P306507	KRAS	-0.603166666666667	0.4806	-3.83178566944424	-0.526781461088698	0.000739558484011366	0.012248497873076
GSE44711	ILMN_2321648	SH2D3C	2.28029179775809	2.81760797899689	4.11651643453951	-0.323741080493778	0.000739592504943103	0.0858042268299535
GSE74341	A_24_P26554	LYRM4	-0.304633333333333	-0.09708	-3.83170102699982	-0.526984860362833	0.000739719635699564	0.012248497873076
GSE74341	A_23_P307570	ABCC13	0.240866666666667	0.40052	3.83098049539518	-0.528716284824519	0.000741092861682028	0.0122653420748437
GSE25906	ILMN_1651849	SLC1A6	0.380449131746182	5.91817037613333	3.55399379071254	-0.59334448297065	0.000741645446392131	0.0432388230733919
GSE74341	A_24_P417007	POLR2F	0.3624	0.03344	3.83054904685729	-0.529753011362274	0.00074191633715037	0.0122749449853383
GSE74341	A_23_P15450	TMEM100	-0.883733333333333	-0.16564	-3.83037080592283	-0.530181298036492	0.00074225679547577	0.0122758040566505
GSE35574	ILMN_1814397	EPB42	-0.440828169532406	7.16958267071277	-3.48706828152945	-0.604671505921062	0.000742453389330997	0.0862853192884632
GSE74341	A_33_P3412055	ZNF582	-0.311466666666667	0.03952	-3.83026718251776	-0.530430287645729	0.000742454797290979	0.0122758040566505
GSE74341	A_24_P102895	WDTC1	0.465433333333333	0.13456	3.82981078247059	-0.53152692137084	0.00074332749651375	0.0122849954855475
GSE74341	A_23_P34345	VCAM1	-1.25846666666667	0.21672	-3.82972188055477	-0.531740530487167	0.000743497606374344	0.0122849954855475
GSE74341	ens|ENST00000522130|ens|ENST00000520846|linc|TCONS_00014939	MSR1	-0.391733333333333	0.00156	-3.82952759572935	-0.532207344384189	0.000743869494899989	0.0122871170054479
GSE35574	ILMN_1721723	SLC25A39	-0.329189240898144	9.98006759989362	-3.48649248958467	-0.60636043054582	0.000743869642011666	0.0862853192884632
GSE74341	A_24_P400573	TMC8	-0.174766666666667	-0.13936	-3.82892122464578	-0.533664254367323	0.000745031350421982	0.0123022814152468
GSE4707	A_23_P363206	RBBP6	-0.289925	-0.0733642857142857	-4.2675784740813	-0.289806990201871	0.00074549605948379	0.14542588685315
GSE14722	213005_s_at	KANK1	-0.420532259037874	8.95992372630435	-3.83072344375557	-0.431176163260104	0.000746407120788086	0.160061723408515
GSE74341	A_24_P181944	PHF20	-0.3604	0.27096	-3.82793562298726	-0.536032214860128	0.000746923647811237	0.012321432205247
GSE44711	ILMN_1728711	RGS3	2.33010749936894	1.73684975150848	4.1118526086286	-0.3328538088579	0.000747035885164299	0.0862467023835977
GSE44711	ILMN_1772964	CCL8	1.78296305443742	7.67066138144086	4.11171398207968	-0.333124690115502	0.000747258285133221	0.0862467023835977
GSE74341	A_24_P924862	RAPH1	-0.5857	-0.26832	-3.82775464678511	-0.536467004254286	0.000747271624330322	0.0123230549812093
GSE74341	A_33_P3381454	C1orf56	0.631	-0.00299999999999999	3.82763049646285	-0.536765268538685	0.000747510429580311	0.0123230549812093
GSE74341	A_33_P3267186	ATP2B1	-0.654133333333333	0.43452	-3.82749246916551	-0.53709686881705	0.000747776015452967	0.0123234073454564
GSE14722	214397_at	MBD2	0.848423139333336	5.83944292495652	3.82992438485673	-0.432957432706575	0.000747941068347715	0.160061723408515
GSE44711	ILMN_1688231	TREM1	3.29837389376937	1.97019120326846	4.10982745134531	-0.33681113310384	0.000750291523136585	0.0862616367556537
GSE74341	A_23_P23443	EFHD2	0.4136	-0.01684	3.82584119115644	-0.541063722678911	0.000750960528177022	0.0123637749340518
GSE35574	ILMN_1718222	PPM1K	-0.183288058570375	6.60053351717021	-3.4835613444464	-0.614954844592255	0.000751118860891521	0.0866407233562254
GSE44711	ILMN_1663281	ZNF702P	0.979065025548076	6.60052704397565	4.10923900481673	-0.337961043941521	0.000751240193263029	0.0862616367556537
GSE4707	A_23_P433204	RHOT1	0.222915	0.0348	4.26327596764107	-0.297227079547209	0.000751816093068326	0.14542588685315
GSE74341	A_23_P70148	NNT	-0.562933333333333	0.19264	-3.82532662410658	-0.542299781161459	0.000751955598242706	0.0123732407464068
GSE35574	ILMN_1744689	DNAJB2	0.164829576408341	9.94278837405319	3.48307383397826	-0.616383742571399	0.000752331001797522	0.0866407233562254
GSE74341	A_24_P652700	CEP152	-0.5283	0.34692	-3.82510195528989	-0.542839453240916	0.000752390469120509	0.0123732407464068
GSE74341	A_24_P108311	NEDD4L	-0.450333333333333	-0.3888	-3.82505078863687	-0.542962358500374	0.000752489542270195	0.0123732407464068
GSE74341	A_23_P86100	KLHDC9	0.622166666666667	-0.2596	3.82459493661494	-0.544057324296571	0.000753372767016585	0.0123732407464068
GSE74341	A_23_P433586	HTR2C	-0.386666666666667	-0.0122	-3.82456430642932	-0.544130897519145	0.000753432150275623	0.0123732407464068
GSE74341	A_24_P112447	ENTPD7	-0.333366666666667	0.24828	-3.82449562348953	-0.544295872351243	0.000753565323770948	0.0123732407464068
GSE74341	A_23_P36345	STARD10	0.444833333333333	-0.2694	3.82447651025655	-0.544341781770214	0.000753602387684616	0.0123732407464068
GSE74341	A_23_P317184	LRRFIP2	-0.296233333333333	-0.04984	-3.82429590940625	-0.544775576984707	0.000753952692863358	0.0123732407464068
GSE74341	A_21_P0000391	SNORD93	0.278466666666667	-0.08212	3.8242800186999	-0.544813745523526	0.000753983523169505	0.0123732407464068
GSE60438	ILMN_1781374	TUFT1	0.360773390476215	8.56762314285714	3.50858176636547	-0.567996304495073	0.000754184693830479	0.335070652013701
GSE74341	A_23_P20107	GSTK1	-0.2857	0.16948	-3.82414907004205	-0.545128275045632	0.000754237629977589	0.0123732407464068
GSE74341	A_33_P3422991	SLC36A4	-0.498733333333333	0.41256	-3.82383970603843	-0.54587133565414	0.000754838287278367	0.0123732407464068
GSE74341	A_21_P0000281	SNORD59A	0.262066666666667	-0.10656	3.82381243514261	-0.545936836868061	0.000754891258644947	0.0123732407464068
GSE14722	204391_x_at	TRIM24	0.337001862522732	7.22258948343478	3.82499980203055	-0.44393385269642	0.000757463370808209	0.160061723408515
GSE44711	ILMN_1707717	BAALC	2.15156046239969	1.5744746997241	4.10502148949443	-0.346203183136844	0.000758075064336804	0.0868238300028919
GSE74341	A_32_P101699	LOC729887	0.406033333333333	-0.23968	3.8220452361834	-0.550181187958755	0.000758331688011491	0.0124162665932628
GSE74341	A_24_P43144	PDE11A	0.225566666666667	0.16264	3.82174187242719	-0.55090974191975	0.000758923831706735	0.0124219313641211
GSE4707	A_24_P188377	CD55	0.2600875	0.0725292857142857	4.25831531343056	-0.305784786501553	0.000759171023134008	0.14542588685315
GSE4707	A_23_P343250	ZNF554	-0.3381875	-0.257875	-4.258044843161	-0.306251458435381	0.000759574148148409	0.14542588685315
GSE4707	A_23_P66900	CDK5RAP3	-0.161805	-0.077	-4.25796337202822	-0.306392031092596	0.000759695620524902	0.14542588685315
GSE14722	209122_at	PLIN2	1.05873847360607	11.2973676853043	3.82374378365576	-0.446732980175709	0.000759911047014507	0.160061723408515
GSE74341	A_24_P217572	EDNRA	-0.9952	-0.35872	-3.82113492284815	-0.552367342048057	0.000760109916445796	0.012434653501457
GSE74341	A_24_P475349	RAB6B	0.7907	0.13052	3.82096857547941	-0.552766818615907	0.000760435305873446	0.012434653501457
GSE74341	A_24_P16326	ROBO2	-0.4771	0.07804	-3.82096599973622	-0.552773004127978	0.000760440345319179	0.012434653501457
GSE44711	ILMN_3305339	UBA5	0.767328356473812	6.88260567082465	4.10312967815764	-0.34990056327379	0.000761161293759305	0.0869549108600235
GSE4707	A_23_P203888	MMP19	0.206665	0.0685928571428571	4.25644802050363	-0.30900679775868	0.000761958618124612	0.14542588685315
GSE4707	A_23_P53891	KLF5	0.484498	0.249075	4.25514088289249	-0.311262493447502	0.000763916216417581	0.14542588685315
GSE74341	A_24_P384636	C19orf43	0.2533	0.01428	3.81863053591545	-0.558381090913388	0.000765023211373093	0.0124893566134937
GSE25906	ILMN_1720080	KLF10	-0.348710211311398	7.49999941003333	-3.54364387867692	-0.622534135200616	0.000766142289978182	0.0445096819294871
GSE74341	A_23_P44546	DFFB	-0.503766666666667	-0.11136	-3.81795091178854	-0.560012901207866	0.000766361922487414	0.0125071653727555
GSE74341	A_21_P0013930	LOC100287852	0.350666666666667	-0.004	3.81738640274352	-0.56136826214132	0.000767475631344995	0.0125212917261336
GSE4707	A_32_P501400	TCP1	0.25054	0.0302071428571429	4.2526151075076	-0.315621702392183	0.000767713472847876	0.14542588685315
GSE44711	ILMN_2313901	PAM	1.09391771707474	9.71572872409249	4.09892858419902	-0.358111851514363	0.000768060262582464	0.0873217836214995
GSE44711	ILMN_1780693	HSD3B1	2.01663065045507	8.77183045194915	4.09879377900586	-0.358375350297703	0.000768282680329753	0.0873217836214995
GSE74341	A_24_P342829	SLC16A14	-0.454666666666667	0.047	-3.81653721794676	-0.563407026985425	0.00076915396667027	0.012540543852176
GSE74341	A_24_P152398	TP53AIP1	-0.289	-0.0194	-3.81641227538149	-0.563706986161097	0.000769401208163308	0.012540543852176
GSE44711	ILMN_2411282	QSOX1	1.44664277895707	8.49751054279065	4.09761973455462	-0.360670248720025	0.000770222511957758	0.0873217836214995
GSE74341	A_24_P393864	PHTF1	-0.4117	0.31628	-3.81532646670685	-0.566313671607291	0.000771553140820302	0.012571557827599
GSE74341	A_23_P103201	PNRC2	-0.6368	0.30212	-3.81497054201135	-0.567168096484074	0.000772259823370768	0.0125790107188301
GSE25906	ILMN_1657810	PPM1M	-0.223716338225614	7.54613581983333	-3.54109238449109	-0.629721722676676	0.000772298551127706	0.04480998427946
GSE35574	ILMN_1695773	STK24	-0.15886654971945	5.98157180567021	-3.4749094448768	-0.640291078018018	0.000772907085036203	0.0883673357498875
GSE74341	A_23_P19691	HEBP2	-0.474	0.3686	-3.81449534569612	-0.568308812508179	0.000773204308859423	0.012584683714692
GSE74341	A_23_P166826	DCP1A	0.266066666666667	-0.02076	3.81434006195299	-0.568681566158483	0.000773513191910137	0.012584683714692
GSE4707	A_23_P389141	SLFNL1	-0.19263	-0.0362428571428571	-4.24825203576674	-0.323153553247499	0.000774318503431742	0.14542588685315
GSE60438	ILMN_1778673	GOLGA7	-0.138776933333306	10.5880301948052	-3.50041720734562	-0.590696058997085	0.000774381157609148	0.335070652013701
GSE25906	ILMN_1670633	RPL38	-0.155677442961217	13.408933272	-3.53999365208745	-0.632815846051365	0.000774964048622383	0.0449107907938169
GSE74341	A_23_P412029	PUS10	-0.3141	0.37404	-3.81311111362235	-0.571631489428047	0.000775962036619168	0.0126189482087904
GSE44711	ILMN_2402600	GLIS3	1.44885873088102	4.86062933595493	4.09400391608799	-0.367738481069792	0.000776227933411291	0.0877804023081425
GSE74341	A_33_P3228385	ATPIF1	-0.303433333333333	0.12284	-3.81286392938598	-0.572224794121988	0.00077645550345638	0.0126206125355835
GSE74341	A_33_P3576797	LOC158863	0.8641	-0.06184	3.81280931142411	-0.572355889806122	0.0007765645817246	0.0126206125355835
GSE74341	A_32_P193646	RBMX	-0.398766666666667	-0.00516	-3.8124121752501	-0.57330909456018	0.000777358160438711	0.0126294422060715
GSE74341	A_23_P157449	POLR2K	-0.314633333333333	-0.05068	-3.81219303580882	-0.573835062057009	0.000777796397538085	0.0126324356768062
GSE35574	ILMN_1779356	TP53	-0.17255100647037	6.33682303382979	-3.47283401758927	-0.646361642741068	0.000778221597269356	0.0883673357498875
GSE74341	A_23_P3212	DTWD1	-0.4448	0.21792	-3.81196842198575	-0.574374161383684	0.000778245834176581	0.0126324356768062
GSE74341	A_23_P65699	SPG11	-0.336966666666667	-0.37528	-3.81194464800149	-0.574431221269045	0.000778293419190492	0.0126324356768062
GSE74341	A_23_P205867	NR2E3	0.217333333333333	0.0558	3.81177122360804	-0.574847454183185	0.000778640624677811	0.0126340074606083
GSE74341	A_23_P385206	STX12	-0.235166666666667	0.1854	-3.81127770549524	-0.576031913740306	0.000779629508627214	0.0126459865844894
GSE44711	ILMN_2387995	ANTXR1	-1.38298516976077	4.23781837337015	-4.09153006174763	-0.372574747805227	0.000780363919730956	0.0880258364065281
GSE35574	ILMN_1794392	DDX3X	0.211238722281484	10.0077243664894	3.4716007660493	-0.649967561814391	0.000781395865899164	0.0885204671822123
GSE74341	A_32_P45493	SRSF10	-0.212366666666667	-0.05532	-3.81039660858287	-0.578146483708911	0.000781398069064101	0.0126647660023568
GSE74341	A_33_P3424272	NAA60	0.376933333333334	-0.43244	3.81032588636744	-0.578316206919858	0.000781540195222923	0.0126647660023568
GSE74341	A_23_P25215	RECQL	-0.4011	0.28744	-3.80945890681668	-0.580396772555594	0.000783284576279145	0.0126889586799994
GSE25906	ILMN_1735909	TRPT1	-0.153985719457111	7.48746016876667	-3.5362328776748	-0.643401861753228	0.000784153983415961	0.0453890086812181
GSE74341	A_33_P3341601	WDR86	0.855933333333333	0.14856	3.808610427297	-0.582432832062663	0.000784995436894534	0.0126971612381183
GSE44711	ILMN_3191746	BCAR4	1.63618921388469	7.52862946089166	4.08867879635486	-0.378149190476138	0.00078515850789474	0.0880462434795188
GSE74341	A_33_P3662000	LOC401037	0.449133333333333	-0.27032	3.80840429693168	-0.582927457717524	0.000785411628659584	0.0126971612381183
GSE74341	A_23_P110661	SKIV2L2	-0.3113	0.37912	-3.80833556317716	-0.583092388214645	0.000785550455135038	0.0126971612381183
GSE74341	A_21_P0010973	NOX4	-0.587433333333333	0.01404	-3.80828502463202	-0.583213657830618	0.000785652546819524	0.0126971612381183
GSE74341	A_23_P37623	GOLGA8A	-0.779166666666666	0.23	-3.80798400674332	-0.58393595640078	0.000786260895717975	0.0126971612381183
GSE74341	A_33_P3280192	ANKRD27	0.376133333333333	-0.02392	3.80797833044516	-0.583949576662326	0.000786272371803741	0.0126971612381183
GSE74341	A_24_P63522	HMGCS1	-0.637233333333333	0.51536	-3.80796115379917	-0.58399079194651	0.000786307099780421	0.0126971612381183
GSE44711	ILMN_1732049	DPM2	-0.805027203230339	6.33414791268942	-4.08791782313413	-0.379637015517008	0.000786443155549272	0.0880462434795188
GSE14722	208934_s_at	LGALS8	0.589487592090913	8.5723301256087	3.81004373865155	-0.477253401506601	0.000787119015949218	0.163017808230113
GSE25906	ILMN_1815205	LYZ	-0.862744249186838	8.93072450476667	-3.53461266053748	-0.64796031311843	0.000788145054996603	0.0455655187709506
GSE60438	ILMN_1674696	OLAH	0.358428595238119	7.12683706493506	3.49410757754161	-0.608213185116606	0.00079033859888926	0.335070652013701
GSE60438	ILMN_3242540	CD163L1	-0.296212047619026	7.68936163636364	-3.49410185791861	-0.608229054171387	0.000790353204300961	0.335070652013701
GSE35574	ILMN_1782079	ZFP3	-0.104274573216665	6.33861480114894	-3.46802428067379	-0.660419382067319	0.000790670570268737	0.0891545424884884
GSE74341	A_23_P391164	ZNF512	-0.482133333333333	0.11312	-3.80573304442632	-0.58933675109151	0.000790824715785819	0.0127620998653932
GSE74341	A_33_P3421365	ZNF169	0.437733333333333	-0.12476	3.80560391112955	-0.589646560778881	0.000791087320735401	0.0127620998653932
GSE44711	ILMN_1777397	MSX1	-0.842570053685005	8.34904732255107	-4.08517661431414	-0.384996741857965	0.000791088384787216	0.0883454365275339
GSE14722	201044_x_at	DUSP1	0.657212525106065	6.92828719408696	3.80776460280569	-0.482328774997991	0.000791737240517331	0.163017808230113
GSE74341	ens|ENST00000463391	TTC39B	-0.2349	0.16596	-3.80512933897947	-0.590785107091933	0.000792053144570076	0.0127707625661688
GSE25906	ILMN_1705714	EEF1B2	-0.205114559177431	11.6542498936667	-3.53236725527837	-0.654275510796538	0.000793708097401155	0.0456643243860962
GSE74341	A_33_P3216448	COL11A2	0.326866666666667	-0.05848	3.80399931300842	-0.593496015189457	0.000794357576531332	0.0127944053708663
GSE4707	A_23_P16976	ANXA4	0.2318475	0.159857857142857	4.23524003678341	-0.345628316727185	0.000794364215682378	0.14542588685315
GSE25906	ILMN_1657519	STK35	-0.276421785586367	8.40105412063333	-3.5320197192313	-0.655252725752264	0.000794572455736578	0.0456643243860962
GSE4707	A_24_P86537	HSPB1	0.211625	0.144035714285714	4.23498980300434	-0.346060711669574	0.000794754877300638	0.14542588685315
GSE44711	ILMN_1729095	PDZD2	0.814751398340332	7.36435381591388	4.08293031577518	-0.389389056832899	0.000794915590228047	0.0883827474396082
GSE35574	ILMN_1766309	ANKRD54	0.168240552139816	6.774716122	3.46638951562036	-0.665194044047928	0.000794944392194422	0.0894284774940574
GSE44711	ILMN_1754798	KSR1	2.20685294307924	1.59391995108226	4.08266449335143	-0.389908849800304	0.000795369729314504	0.0883827474396082
GSE74341	A_23_P91250	ZNF334	-0.538233333333333	0.23476	-3.80344974778317	-0.594814340155181	0.000795480668534518	0.0128040537263561
GSE74341	A_19_P00317704	LOC100507006	-0.321933333333333	-0.01836	-3.80335112084669	-0.5950509265898	0.000795682387586636	0.0128040537263561
GSE74341	A_23_P50052	C18orf12	0.319466666666667	-0.23472	3.80320978107497	-0.595389970050306	0.000795971553635988	0.0128040537263561
GSE74341	A_24_P161018	PARP14	-0.635633333333333	0.43232	-3.80256305460304	-0.596941287764265	0.000797296003658582	0.0128187332473552
GSE74341	A_21_P0000689	LINC00102	0.218966666666667	0.10588	3.80251613802954	-0.597053825151045	0.000797392169621652	0.0128187332473552
GSE44711	ILMN_2411781	RYR1	-0.994907448638597	4.08294932972218	-4.08128644570573	-0.392603555586156	0.000797728230175304	0.0884254099101744
GSE74341	A_23_P373079	PATL1	-0.597866666666667	0.27088	-3.8022711605666	-0.597641439837945	0.000797894490502711	0.012822723496735
GSE25906	ILMN_1654396	ITGB2	-0.302175802652174	10.2571136553167	-3.53012172544679	-0.660588490352841	0.000799308778846882	0.0458760825730206
GSE25906	ILMN_1716596	NSMAF	-0.166115890074036	8.08472456151667	-3.52970073824487	-0.661771748373968	0.000800362957304034	0.0458760825730206
GSE44711	ILMN_2178201	ZNF43	1.58351335834034	0.930056919843277	4.07924455567568	-0.396596532062247	0.000801235873160301	0.0885949256095422
GSE25906	ILMN_1680860	LEMD2	0.203003065466512	7.3947297166	3.52908778198289	-0.663494407370836	0.000801900202341445	0.0458760825730206
GSE25906	ILMN_1703852	EFNB2	-0.276075450406582	8.60277576953333	-3.52902838881021	-0.663661316411959	0.000802049304748407	0.0458760825730206
GSE74341	A_23_P323272	OSR1	-0.2874	-0.32444	-3.79935772012215	-0.604629055039116	0.000803892308441687	0.0128821891611891
GSE74341	A_33_P3271105	PABPC4	-0.301166666666667	0.0436	-3.79898711582067	-0.605517821809128	0.000804658427716686	0.012887044426218
GSE74341	A_33_P3239298	PRODH	-0.732233333333334	0.50916	-3.79896408754908	-0.605573046492651	0.000804706055784806	0.012887044426218
GSE74341	A_23_P18598	PI4K2B	-0.7792	0.77148	-3.79873691341462	-0.606117834205282	0.000805176055524183	0.0128904803660728
GSE74341	A_24_P399622	COPE	0.3618	-0.24012	3.7984526830155	-0.606799437764724	0.000805764478333133	0.0128958094213912
GSE4707	A_23_P54781	RBBP6	-0.352735	-0.261678571428571	-4.22789347333611	-0.358325767807496	0.000805915798552726	0.145872952065333
GSE25906	ILMN_1684746	IPO11	0.207516085722679	8.28316511583333	3.52721396020953	-0.668759428176721	0.000806617025048638	0.0460278090520139
GSE35574	ILMN_1662954	CCT7	-0.210048264661109	8.48177853417021	-3.46191686382811	-0.678248569924928	0.000806748974939748	0.0903646376407161
GSE44711	ILMN_1656129	SLC39A10	0.951733301014935	6.38937401926111	4.07579344121197	-0.403345717253408	0.000807199777268804	0.0888157750016009
GSE25906	ILMN_1675186	ME2	-0.258649407245589	7.33076231636667	-3.52684238751464	-0.669803251622536	0.000807555484297578	0.0460278090520139
GSE74341	A_24_P237927	FAM102B	0.429233333333333	0.13724	3.79754798634479	-0.608968878584501	0.000807640222167996	0.0129217314175781
GSE4707	A_23_P424080	YIPF4	0.25135	0.200185714285714	4.22662809776122	-0.360513378101042	0.000807922734144475	0.145872952065333
GSE35574	ILMN_1797342	FNBP1	-0.173330139366662	9.07149722344681	-3.46112455503977	-0.680559778310236	0.000808857252321718	0.0903646376407161
GSE44711	ILMN_2185845	BRSK1	-1.35449410994782	6.4415590200595	-4.07462732261806	-0.405626362499684	0.000809225071607289	0.0888203851880334
GSE74341	A_23_P66635	CCL11	0.217666666666667	0.2302	3.79618164693713	-0.612245089388162	0.000810481237613138	0.0129598643157325
GSE74341	A_23_P70968	HOXA7	0.476166666666667	0.1466	3.79615474581006	-0.612309590073774	0.000810537271222936	0.0129598643157325
GSE74341	A_23_P210330	LGALSL	-0.701233333333333	-0.17224	-3.79593798560764	-0.612829310767848	0.000810988909947992	0.0129629782622096
GSE35574	ILMN_1750079	PURB	0.151055522706486	9.79185105214894	3.46015676867412	-0.683382317752937	0.000811439509098843	0.0904447265245207
GSE60438	ILMN_2044645	CGB1	1.20959956666668	7.88033824675325	3.48593400278471	-0.630872085996116	0.000811472915177138	0.335070652013701
GSE74341	A_33_P3250963	TP53TG1	-0.552133333333333	0.12212	-3.79553055840769	-0.613806169551834	0.000811838488664083	0.0129724489597742
GSE74341	A_33_P3360363	GATA4	-0.381033333333333	-0.23972	-3.7947244133389	-0.61573893010181	0.000813522060701278	0.0129801483029346
GSE74341	A_23_P259049	SLC45A2	-0.2532	-0.09112	-3.79452802087299	-0.616209772638416	0.000813932730215718	0.0129801483029346
GSE60438	ILMN_2355953	LILRB4	-0.304780485714266	8.09705284415584	-3.48494230097533	-0.633618757744503	0.000814073209189764	0.335070652013701
GSE74341	A_24_P379165	FOXO4	-0.5062	-0.12772	-3.79443511228197	-0.616432514940782	0.000814127079073517	0.0129801483029346
GSE74341	A_24_P674924	LRPPRC	-0.259733333333333	-0.07124	-3.79418661877973	-0.617028255408731	0.000814647108813336	0.0129801483029346
GSE74341	A_32_P76156	RWDD4	-0.598866666666667	0.32448	-3.79391704285945	-0.617674528284012	0.000815211627126063	0.0129811325743248
GSE74341	A_21_P0012049	FBXO25	-0.548733333333333	0.57136	-3.79367829820206	-0.618246877898134	0.000815711902408444	0.012985001267929
GSE74341	A_33_P3263061	AK3	0.3069	-0.03556	3.7934260662028	-0.618851551564333	0.000816240767021503	0.0129883399297151
GSE44711	ILMN_1797005	PGLS	-0.652404193508074	7.95449685684399	-4.07053135983154	-0.413637552864965	0.000816379608745578	0.0893818600896208
GSE60438	ILMN_1738239	RBM6	-0.228550428571406	8.34290815584416	-3.48398492480314	-0.636269837715502	0.000816590974363603	0.335070652013701
GSE74341	A_33_P3368500	IFT52	-0.2748	-0.14728	-3.79310869280316	-0.619612374219328	0.000816906694385148	0.0129910448828625
GSE74341	A_24_P401174	KIAA0556	0.269866666666667	-0.02588	3.79298635167146	-0.619905652065575	0.000817163538532358	0.0129910448828625
GSE25906	ILMN_1732534	CHMP5	-0.259970544679199	8.81598388156667	-3.5228919243981	-0.680896548369265	0.000817597335541019	0.0464360740221008
GSE74341	A_21_P0000415	SNORD114-18	0.3582	-0.24908	3.79250154448901	-0.621067815797955	0.000818182127124876	0.0129997186709621
GSE25906	ILMN_1657423	SPG21	-0.528007062981195	8.07884197598333	-3.5224905279528	-0.682023263587833	0.000818624279931205	0.0464398932073517
GSE44711	ILMN_1670117	ABAT	-1.84361247732324	1.28115923426841	-4.06878265578569	-0.417058025217447	0.00081945353832775	0.0893818600896208
GSE25906	ILMN_1676191	DARS2	0.125855589735608	6.94172843708333	3.52208378869429	-0.683164891998156	0.000819666144277671	0.0464445488543285
GSE74341	A_33_P3395074	PLSCR3	-0.424966666666667	-0.06368	-3.79154954967602	-0.623349800589581	0.000820185913322123	0.0130274540629717
GSE44711	ILMN_1803698	STX16	-1.96191468468008	1.9391477293912	-4.06828619698111	-0.418029125210988	0.000820328357305037	0.0893818600896208
GSE74341	A_23_P408455	SLC25A36	-0.2706	0.04604	-3.79120901035166	-0.624166058360836	0.000820903859499522	0.0130306544693504
GSE74341	A_23_P215406	RAC1	-0.381066666666667	-0.04064	-3.79058033558706	-0.625672916955287	0.00082223089176536	0.0130383542280962
GSE74341	A_33_P3390102	GIPC1	0.439066666666667	-0.49816	3.79037592290177	-0.626162856652976	0.00082266282786017	0.0130383542280962
GSE74341	A_24_P70002	LATS2	-0.757266666666667	0.37484	-3.79036740741973	-0.626183266560453	0.000822680826409146	0.0130383542280962
GSE74341	A_33_P3279009	HMX1	0.516966666666667	-0.25712	3.79012066790853	-0.626774646946526	0.000823202509487275	0.0130425259132643
GSE35574	ILMN_1730999	TPR	0.229151630050003	8.38505331356383	3.45549422774859	-0.696972143041974	0.000823989406073286	0.0916329136304343
GSE25906	ILMN_1754827	LRRC45	0.123663563598117	5.7036318981	3.52036299732064	-0.68799384203244	0.000824087922182134	0.0466404848589397
GSE35574	ILMN_1665761	BCL11B	-0.0758974320731465	5.68834452695745	-3.45472793308646	-0.69920431200432	0.000826069419082955	0.0916540088184351
GSE74341	A_23_P144054	PRKCD	-0.3483	0.10212	-3.78875071830407	-0.630057943435439	0.000826104915500566	0.0130802969080607
GSE25906	ILMN_1685156	ADCY6	0.267315739238543	7.21793849926667	3.51957801342822	-0.690196190465652	0.000826112554131469	0.046700451512175
GSE44711	ILMN_1679949	SLC25A23	-0.840879517493508	6.22283930040038	-4.06481855103128	-0.424812326956361	0.000826465102295454	0.0896180992179076
